"","DateTime","Flux_1","Temp_C_1","CO2_Soil_1","CO2_Soil_STD_1","CO2_ATM_1","CO2_ATM_STD_1","Mode_1","Flux_2","Temp_C_2","CO2_Soil_2","CO2_Soil_STD_2","CO2_ATM_2","CO2_ATM_STD_2","Mode_2"
"26",2019-07-11 19:30:00,2.25,15.9,427.68,8.232,299.76,7.07,1.74822,0.08,15.7,53.84,3.333,49.92,2.676,0
"27",2019-07-11 19:45:00,2.45,15.8,439.34,9.125,300.01,5.653,1.74885,0.11,15.5,56.7,3.298,51.29,2.93,0
"28",2019-07-11 20:00:00,2.35,15.7,434.34,7.289,301.18,7.497,1.74847,0.09,15.4,56.31,1.867,51.95,2.447,0
"29",2019-07-11 20:15:00,2.36,15.5,438.46,9.232,304.61,6.167,1.7486,0.05,15.3,53.8,2.629,51.11,2.211,0
"30",2019-07-11 20:30:00,2.43,15.3,438.18,8.384,300.25,6.613,1.74797,0.05,15.1,54.21,2.888,51.74,2.152,0
"31",2019-07-11 20:45:00,2.32,15.1,434.72,7.247,303.05,6.689,1.74785,0.09,14.9,56.5,1.788,52.05,2.393,0
"32",2019-07-11 21:00:00,2.45,14.9,439.11,9.069,300.12,7.771,1.7478,0.08,14.8,57.45,3.945,53.38,2.897,0
"33",2019-07-11 21:15:00,2.53,14.8,448.33,7.502,304.67,6.332,1.74797,0.09,14.7,60.08,2.94,55.58,2.192,0
"34",2019-07-11 21:30:00,2.58,14.8,450.39,5.135,304.03,6.979,1.7478,0.11,14.7,60.74,1.762,55.4,2.255,0
"35",2019-07-11 21:45:00,2.54,14.7,448.97,9.511,304.77,7.204,1.74785,0.04,14.7,60.89,2.631,58.7,2.248,0
"36",2019-07-11 22:00:00,2.55,14.6,448.88,8.491,304.29,6.364,1.7478,0.08,14.6,62.06,2.491,58.24,0.369,0
"37",2019-07-11 22:15:00,2.62,14.5,454.45,8.097,305.56,7.581,1.7478,0.05,14.5,62.64,3.573,60.12,1.443,0
"38",2019-07-11 22:30:00,2.55,14.4,451.96,8.117,307.02,9.999,1.74726,0.16,14.3,67.03,2.034,58.79,2.695,0
"39",2019-07-11 22:45:00,2.76,14.2,461.66,12.241,304.82,7.358,1.74789,0.12,14.3,66.48,1.49,60.53,2.213,0
"40",2019-07-11 23:00:00,2.74,14.1,462.53,10.248,307.05,7.153,1.74751,0.14,14.2,68.69,3.3,61.84,2.986,0
"41",2019-07-11 23:15:00,2.9,14,471.89,7.873,307.4,7.657,1.74755,0.09,14.1,66.44,1.979,61.94,1.622,0
"42",2019-07-11 23:30:00,2.84,14,473.34,9.711,311.92,8.044,1.74747,0.13,14,70.62,2.329,63.96,1.877,0
"43",2019-07-11 23:45:00,2.85,14,471.39,10.827,309.45,9.543,1.74726,0.14,14,70.4,1.305,63.12,0.636,0
"44",2019-07-12 00:00:00,2.79,13.9,466.31,10.889,308.13,8.75,1.74747,0.21,13.9,71.83,2.3,61.4,2.493,0
"45",2019-07-12 00:15:00,2.77,13.8,469.55,7.012,312.29,6.983,1.74747,0.12,13.8,69.09,3.558,63.03,1.354,0
"46",2019-07-12 00:30:00,2.81,13.7,470.44,6.69,310.93,7.204,1.74726,0.13,13.8,69.31,2.507,62.61,1.291,0
"47",2019-07-12 00:45:00,2.84,13.6,470.15,9.27,309.08,8.648,1.74701,0.11,13.7,68.88,3.685,63.4,3.217,0
"48",2019-07-12 01:00:00,2.96,13.6,477,9.794,309.02,10.255,1.74714,0.17,13.7,74.15,2.623,65.59,3.295,0
"49",2019-07-12 01:15:00,2.81,13.5,473.96,9.885,314.34,8.831,1.74726,0.08,13.7,70.46,2.663,66.22,0.666,0
"50",2019-07-12 01:30:00,3.02,13.4,485.56,10.117,314.18,8.269,1.74709,0.09,13.7,72.05,1.083,67.61,2.112,0
"51",2019-07-12 01:45:00,2.95,13.4,482.4,11.165,314.99,9.53,1.74722,0.18,13.6,77.06,4.884,67.79,2.962,0
"52",2019-07-12 02:00:00,3.05,13.4,483.54,9.809,310.36,9.377,1.74722,0.11,13.6,74.58,1.112,69.15,3.779,0
"53",2019-07-12 02:15:00,3,13.3,483.12,9.609,312.87,6.504,1.74743,0.16,13.6,76.23,2.244,68.33,3.068,0
"54",2019-07-12 02:30:00,2.97,13.3,482.42,9.256,313.97,8.573,1.74726,0.13,13.7,75.46,0.932,68.67,2.329,0
"55",2019-07-12 02:45:00,3.06,13.3,486.37,6.227,312.36,10.104,1.74714,0.17,13.7,77.63,1.816,69.05,1.398,0
"56",2019-07-12 03:00:00,3.17,13.3,495.62,8.934,315.75,10.065,1.74726,0.12,13.7,76.49,1.722,70.35,2.688,0
"57",2019-07-12 03:15:00,3.22,13.4,499.37,8.971,316.53,10.178,1.74726,0.16,13.7,77.71,1.176,69.79,2.597,0
"58",2019-07-12 03:30:00,3.15,13.4,495.45,10.163,316.83,7.792,1.74734,0.07,13.7,77.21,2.513,73.65,1.257,0
"59",2019-07-12 03:45:00,3.25,13.3,500.3,7.632,315.81,8.525,1.74697,0.12,13.6,75.37,2.147,69.14,1.672,0
"60",2019-07-12 04:00:00,3.31,13.3,504.27,10.611,316.52,9.591,1.74751,0.12,13.5,76.85,2.432,70.82,2.2,0
"61",2019-07-12 04:15:00,3.11,13.3,495,9.362,318.45,6.61,1.74734,0.19,13.4,77.77,1.575,68.35,4.724,0
"62",2019-07-12 04:30:00,3.2,13.3,496.98,8.697,315.41,8.231,1.74726,0.15,13.4,75.63,3.982,68.27,3.151,0
"63",2019-07-12 04:45:00,3.23,13.2,500.29,8.304,316.89,7.277,1.7473,0.15,13.3,80.06,1.939,72.31,1.445,0
"64",2019-07-12 05:00:00,3.16,13.1,497.04,9.03,317.67,7.895,1.74714,0.07,13.3,76.49,2.114,72.76,1.63,0
"65",2019-07-12 05:15:00,3.17,13,497.23,9.588,317.02,10.133,1.74709,0.11,13.2,79.44,4.328,74.07,1.302,0
"66",2019-07-12 05:30:00,3.22,13,497.25,11.02,314.57,10.718,1.74705,0.1,13.2,78.02,1.848,72.93,2.544,0
"67",2019-07-12 05:45:00,3.34,12.9,507.73,8.879,318.32,10.987,1.74697,0.1,13.2,75.89,1.231,70.75,2.322,0
"68",2019-07-12 06:00:00,3.28,12.9,503.14,11.392,316.96,11.158,1.74701,0.13,13.2,79.11,2.449,72.47,2.217,0
"69",2019-07-12 06:15:00,3.33,12.9,507.11,8.746,318.04,9.23,1.7468,0.13,13.1,80.11,2.919,73.45,2.942,0
"70",2019-07-12 06:30:00,3.43,12.9,513.51,7.647,318.76,9.654,1.74697,0.14,13.2,77.16,2.186,70.24,1.168,0
"71",2019-07-12 06:45:00,3.37,13,509.75,10.427,318.18,10.593,1.74735,0.15,13.3,79.75,4.158,71.9,2.23,0
"72",2019-07-12 07:00:00,3.38,13.2,511.74,10.185,319.67,9.271,1.74743,0.14,13.6,78.23,3.171,71.22,2.238,0
"73",2019-07-12 07:15:00,3.31,13.3,507.08,10.174,319.42,7.728,1.74726,0.15,13.7,80.44,2.715,72.73,3.397,0
"74",2019-07-12 07:30:00,3.34,13.4,504.43,11.682,314.98,8.406,1.74789,0.12,13.9,78.65,2.099,72.57,3.458,0
"75",2019-07-12 07:45:00,3.4,13.6,510.72,11.298,317.73,7.946,1.74789,0.16,14.1,78.3,2.235,70.19,2.303,0
"76",2019-07-12 08:00:00,3.3,14.2,503.1,9.006,315.67,9.699,1.74851,0.18,14.8,76.54,3.216,67.53,1.632,0
"77",2019-07-12 08:15:00,3.33,14.7,502.81,9.745,313.99,9.277,1.74864,0.12,15.5,77.84,1.027,71.55,1.697,0
"78",2019-07-12 08:30:00,3.29,15.2,504.39,7.56,317.54,11.222,1.74876,0.11,16,77.26,1.51,71.94,2.497,0
"79",2019-07-12 08:45:00,3.1,15.5,489.71,10.387,313.61,8.611,1.74935,0.1,16.5,76.08,2.336,71.17,2.728,0
"80",2019-07-12 09:00:00,3.03,15.8,483.52,9.349,311.47,6.489,1.74968,0.2,17,78.65,1.191,68.77,2.238,0
"81",2019-07-12 09:15:00,2.96,16,477.49,7.54,309.63,5.173,1.74964,0.14,17.2,75.15,1.357,68.28,2.92,0
"82",2019-07-12 09:30:00,2.82,16.4,468.23,6.615,308.21,6.834,1.74993,0.09,17.6,70.47,1.867,65.76,1.044,0
"83",2019-07-12 09:45:00,2.83,16.8,467,9.846,306.31,10.999,1.75039,-0.03,18.2,68.23,1.974,69.58,2.63,0
"84",2019-07-12 10:00:00,2.66,17.6,450.89,8.085,299.9,10.995,1.75047,0.11,19.2,67.91,2.09,62.51,1.729,0
"85",2019-07-12 10:15:00,2.57,18.2,447.32,5.759,301.46,7.285,1.75114,0.08,19.9,67.64,2.472,63.37,1.358,0
"86",2019-07-12 10:30:00,2.46,19.2,438.01,8.363,298.45,7.646,1.75118,0.06,20.9,62.04,3.735,59.04,2.121,0
"87",2019-07-12 10:45:00,2.29,20.7,430.84,6.478,301.09,6.766,1.7528,0.09,22.2,62.82,2.573,58.08,2.03,0
"88",2019-07-12 11:00:00,2.29,21.6,428.41,7.102,298.37,6.438,1.75343,0.2,23.3,60.38,3.316,50.07,2.81,0
"89",2019-07-12 11:15:00,2.22,21.4,425.88,6.565,299.62,5.464,1.75364,0.08,23.3,60.44,2.248,56.34,2.976,0
"90",2019-07-12 11:30:00,2.17,22.4,421.25,9.384,297.98,6.071,1.75472,0.09,24.4,62.43,4.09,57.84,1.545,0
"91",2019-07-12 11:45:00,1.99,21.7,413.14,6.615,299.92,5.488,1.75414,0.03,23.5,60.12,1.697,58.67,2.375,0
"92",2019-07-12 12:00:00,3.41,22.3,489.32,6.758,295.86,3.999,1.75447,0.08,24.7,54.11,3.543,50.03,2.452,0
"93",2019-07-12 12:15:00,3.12,22.7,483.69,9.959,306.6,9.601,1.75514,0.16,25.2,56.93,2.786,48.98,1.49,0
"94",2019-07-12 12:30:00,2.99,23.2,473.35,6.747,303.62,9.907,1.75518,0.12,25.9,54.02,2.532,48.18,3.6,0
"95",2019-07-12 12:45:00,1.55,23.7,385.09,5.531,296.82,7.254,1.75585,-0.06,26.6,48.06,2.182,50.94,4.372,0
"96",2019-07-12 13:05:00,2.57,24.1,434.35,7.696,288.39,5.613,1.75589,0,26,50.22,2.73,50.09,2.803,0
"97",2019-07-12 13:10:00,2.99,24.2,463.53,7.802,294.01,7.691,1.75614,0.03,25.9,50,2.583,48.6,1.44,0
"98",2019-07-12 13:15:00,2.9,24.3,459.45,7.114,294.67,7.065,1.75647,0.1,26.2,50.31,3.251,45.33,3.497,0
"99",2019-07-12 13:20:00,2.72,24.1,455,8.702,300.52,10.259,1.75647,0.12,25.7,55.97,2.431,49.86,1.892,0
"100",2019-07-12 13:25:00,2.7,24,449.81,9.122,296.41,7.835,1.7561,0.08,25.5,51.88,2.371,48.07,2.891,0
"101",2019-07-12 13:30:00,2.68,24,450,6.037,297.61,6.794,1.75635,-0.02,25.6,48.71,2.803,49.62,2.202,0
"102",2019-07-12 13:35:00,2.86,24.3,452.9,9.309,290.34,8.715,1.75643,0.09,26.2,47.59,1.654,43,2.917,0
"103",2019-07-12 13:40:00,2.63,24.4,444.33,9.101,294.86,6.885,1.75643,0.12,26.5,51.4,2.325,45.44,2.45,0
"104",2019-07-12 13:45:00,2.56,24.5,442.47,5.246,297.35,8.248,1.75601,0.13,26.9,50.65,2.742,43.84,2.722,0
"105",2019-07-12 13:50:00,2.66,24.9,440.4,8.842,289.51,5.741,1.75672,0.02,27.3,46.7,3.195,45.56,3.057,0
"106",2019-07-12 13:55:00,2.62,24.9,441.89,5.143,293.11,8.113,1.7566,0.08,27.3,54.7,2.782,50.78,0.764,0
"107",2019-07-12 14:00:00,2.55,25.1,435.1,7.539,290.41,6.59,1.75685,0.12,27.6,51.94,1.222,45.71,2.435,0
"108",2019-07-12 14:05:00,2.58,25.2,441.1,9.31,294.45,6.181,1.75705,0.16,27.7,52.98,1.054,45,1.877,0
"109",2019-07-12 14:10:00,2.41,25.1,432.25,8.141,295.44,4.408,1.7571,0.1,27.5,53.12,1.688,48.24,1.533,0
"110",2019-07-12 14:15:00,2.38,25,427.46,6.082,292.54,6.552,1.75693,0.11,27.5,51.12,2.49,45.56,2.106,0
"111",2019-07-12 14:20:00,2.53,25.1,433.21,9.259,289.34,8.984,1.75718,0.05,27.6,47.42,1.131,45.1,2.464,0
"112",2019-07-12 14:25:00,2.53,25,439.17,7.104,295.74,6.533,1.75689,0.13,27.3,50.5,2.605,44.08,2.583,0
"113",2019-07-12 14:30:00,2.4,24.9,428.39,7.385,292.12,6.624,1.75705,0.09,27.1,51.54,2.021,46.93,3.866,0
"114",2019-07-12 14:35:00,2.48,24.9,432.73,6.673,291.94,7.797,1.75697,0.08,27,50.63,1.06,46.61,1.22,0
"115",2019-07-12 14:40:00,2.45,24.8,429.27,7.661,290.28,6.751,1.75697,0.04,27,45.5,2.279,43.5,3.502,0
"116",2019-07-12 14:45:00,2.3,24.7,423.92,8.655,293.46,6.046,1.75668,0.11,26.9,51.3,2.509,45.91,3.073,0
"117",2019-07-12 14:50:00,2.4,24.6,427.82,7.385,291.69,4.633,1.75701,0.06,26.9,51.69,2.53,48.6,1.909,0
"118",2019-07-12 14:55:00,2.38,24.7,425.2,7.252,289.96,5.995,1.75672,0.17,27,54.17,3.291,45.45,1.245,0
"119",2019-07-12 15:00:00,2.26,24.7,418.48,7.013,290.31,6.603,1.75685,0.05,27,53.72,3.269,51.01,3.064,0
"120",2019-07-12 15:05:00,2.25,24.7,418.85,4.53,291.17,7.24,1.75668,0.06,26.8,53.96,2.043,50.81,2.152,0
"121",2019-07-12 15:10:00,2.25,24.7,419.22,6.294,291.42,7.375,1.75685,0.02,26.6,53.57,2.98,52.63,2.841,0
"122",2019-07-12 15:15:00,2.66,24.6,441.29,8.504,290.26,3.592,1.7568,-0.01,26.3,49.51,3.358,49.8,0.423,0
"123",2019-07-12 15:20:00,2.47,24.5,432.24,10.333,292.09,5.352,1.75672,0.1,26.1,51.13,2.954,46.29,2.317,0
"124",2019-07-12 15:25:00,2.44,24.4,433.06,5.244,294.34,5.834,1.75647,0.03,25.9,47.49,1.786,46.12,2.884,0
"125",2019-07-12 15:30:00,2.35,24.4,427.07,7.472,293.55,8.744,1.75664,0.04,25.9,46.43,2.368,44.37,1.566,0
"126",2019-07-12 15:35:00,2.52,24.2,437.31,6.653,294.12,7.079,1.75639,0.09,25.5,52.48,2.798,48.06,5.21,0
"127",2019-07-12 15:40:00,2.49,24.1,433.65,5.829,292.17,6.452,1.7561,0.05,25.3,48.18,2.46,45.49,2.072,0
"128",2019-07-12 15:45:00,2.38,23.9,427.92,6.286,292.66,7.324,1.75589,0.1,25,49.65,1.52,44.73,2.036,0
"129",2019-07-12 15:50:00,2.28,23.8,417.31,7.826,287.77,5.875,1.7556,0.04,24.9,46.51,2.958,44.57,1.691,0
"130",2019-07-12 15:55:00,2.36,23.6,423.87,8.251,289.82,7.713,1.75564,0.08,24.7,46.76,3.631,42.52,2.625,0
"131",2019-07-12 16:00:00,2.35,23.3,422.85,9.402,289.51,9.035,1.75535,0.03,24.3,46.74,2.874,45.18,2.335,0
"132",2019-07-12 16:05:00,1.94,23.1,397.79,5.78,287.93,5.107,1.75485,0.07,24,43.59,2.926,40.08,2.27,0
"133",2019-07-12 16:10:00,1.62,22.8,377.82,9.22,285.94,5.94,1.75464,0.08,23.6,46.3,2.235,42.03,3.74,0
"134",2019-07-12 16:15:00,1.49,22.6,370.1,1.975,285.42,5.646,1.75443,0.1,23.4,45.29,3.879,40.19,1.925,0
"135",2019-07-12 16:30:00,1.54,21.5,372.16,6.333,284.51,2.779,1.75318,0.13,22.5,47.33,2.447,40.58,1.724,0
"136",2019-07-12 16:45:00,1.77,20.8,387.7,4.717,287.4,3.935,1.75276,0.05,21.4,43.97,3.898,41.27,2.368,0
"137",2019-07-12 17:00:00,1.67,20,380.81,5.29,286.16,4.707,1.75189,0.06,20.7,43.85,3.845,40.76,2.089,0
"138",2019-07-12 17:15:00,1.71,19.4,385.72,6.531,288.91,6.362,1.75143,0.11,20.1,46.24,4.193,40.71,1.367,0
"139",2019-07-12 17:30:00,1.72,18.8,390.35,10.414,292.48,3.627,1.75101,0.01,19.3,48.46,3.212,48.16,3.376,0
"140",2019-07-12 17:45:00,1.83,18,396.41,5.997,292.56,4.434,1.75005,0.1,18.1,49.54,3.409,44.6,1.377,0
"141",2019-07-12 18:00:00,1.79,17.3,394.72,4.002,292.89,4.258,1.7491,0.08,17.2,49.51,1.233,45.51,0.741,0
"142",2019-07-12 18:15:00,2.03,16.4,409.02,8.946,293.53,4.37,1.74905,0.06,16.3,54.57,1.324,51.75,2.371,0
"143",2019-07-12 18:30:00,1.99,15.8,406.61,4.993,293.38,5.046,1.74822,0.02,15.6,56.94,2.112,55.75,0.978,0
"144",2019-07-12 18:45:00,1.96,15.2,407.5,7.89,296.23,6.319,1.74772,0.08,15.1,60.96,1.358,56.76,2.167,0
"145",2019-07-12 19:00:00,2.15,14.9,419.71,8.476,297.56,5.765,1.74764,0.07,14.8,62.37,1.654,58.84,2.717,0
"146",2019-07-12 19:15:00,2.11,14.6,418.4,8.918,298.74,6.524,1.7476,0.08,14.5,63.12,1.908,58.98,0.97,0
"147",2019-07-12 19:30:00,2.22,14.3,426.31,7.962,300.16,5.354,1.74747,0.05,14.3,64.98,1.773,62.38,3.198,0
"148",2019-07-12 19:45:00,2.18,14.2,424.44,8.025,300.67,8.242,1.74734,0.06,14.2,65.9,2.388,62.9,1.8,0
"149",2019-07-12 20:00:00,2.17,14,425.19,6.481,301.86,5.929,1.74734,0.08,14.1,67.38,0.724,63.35,1.612,0
"150",2019-07-12 20:15:00,2.29,13.9,432.13,7.232,302.21,6.522,1.74739,0.08,14,69.92,1.589,65.69,2.41,0
"151",2019-07-12 20:30:00,2.32,13.8,435.08,8.081,303.45,5.616,1.74709,0.11,13.9,72.48,2.845,66.85,1.975,0
"152",2019-07-12 20:45:00,2.36,13.8,440.57,6.831,306.6,6.723,1.74714,0.07,13.9,70.46,2.512,67.16,2.863,0
"153",2019-07-12 21:00:00,2.34,13.8,437.16,5.969,304.37,6.384,1.74734,0.04,13.8,69.51,1.517,67.36,4.565,0
"154",2019-07-12 21:15:00,2.37,13.7,437.9,7.069,303.56,5.883,1.74739,0.11,13.8,73.4,2.34,67.63,3.72,0
"155",2019-07-12 21:30:00,2.45,13.6,445.93,7.307,306.66,6.234,1.74768,0.1,13.7,73.39,1.058,68.37,3.678,0
"156",2019-07-12 21:45:00,2.54,13.5,451.57,9.97,307.16,4.699,1.74747,0.08,13.6,72.28,2.183,68.23,1.695,0
"157",2019-07-12 22:00:00,2.53,13.5,451.49,7.427,307.86,6.927,1.74734,0.01,13.5,68.36,1.365,67.7,1.168,0
"158",2019-07-12 22:15:00,2.41,13.5,448.28,7.839,311.2,8.427,1.74734,0.12,13.5,73.89,3.45,67.76,2.089,0
"159",2019-07-12 22:30:00,2.53,13.5,453.47,8.521,309.75,6.826,1.74747,0.13,13.5,74.9,4.567,68.49,1.997,0
"160",2019-07-12 22:45:00,2.68,13.5,464.38,10.515,312.02,7.209,1.7478,0.03,13.5,71.95,1.282,70.6,0.713,0
"161",2019-07-12 23:00:00,2.72,13.6,466.66,9.926,312.17,6.716,1.7478,0.08,13.5,75.56,1.708,71.72,2.909,0
"162",2019-07-12 23:15:00,2.72,13.5,465.74,9.09,311.18,8.002,1.74785,0.04,13.6,73.82,1.916,71.6,2.739,0
"163",2019-07-12 23:30:00,2.65,13.5,462.94,9.814,312.59,10.276,1.74797,0.03,13.6,72.82,2.975,71.42,2.013,0
"164",2019-07-12 23:45:00,2.54,13.4,455.7,7.004,311.4,7.647,1.7476,0.08,13.5,75.07,1.423,71.25,1.208,0
"165",2019-07-13 00:00:00,2.56,13.4,461.4,8.19,316.04,7.773,1.74764,0.08,13.5,77.31,2.025,73.46,1.348,0
"166",2019-07-13 00:15:00,2.67,13.4,467.22,7.32,315.49,7.342,1.7478,0.14,13.6,76.83,2.671,69.77,1.316,0
"167",2019-07-13 00:30:00,2.61,13.5,461.97,9.132,313.51,6.288,1.7478,0.11,13.6,79.15,3.224,73.8,1.809,0
"168",2019-07-13 00:45:00,2.75,13.5,469.01,11.108,313.1,7.074,1.74785,0.14,13.7,76.72,2.647,69.56,2.569,0
"169",2019-07-13 01:00:00,2.8,13.4,472.58,10.057,313.58,7.237,1.74776,0.14,13.6,77.56,4.026,70.71,4.161,0
"170",2019-07-13 01:15:00,2.81,13.4,473.91,9.65,314.55,7.672,1.7481,0.09,13.6,75.52,0.929,70.84,1.566,0
"171",2019-07-13 01:30:00,2.68,13.3,466.61,8.582,314.31,9.126,1.7478,0.03,13.5,73.76,1.988,72.17,1.373,0
"172",2019-07-13 01:45:00,2.72,13.3,466.66,9.414,311.99,7.723,1.74755,0.1,13.4,75.93,2.419,70.64,0.549,0
"173",2019-07-13 02:00:00,2.68,13.2,464.51,7.863,312.38,7.432,1.74772,0.1,13.4,76.74,3.564,71.88,3.433,0
"174",2019-07-13 02:15:00,2.73,13.2,466.6,8.854,311.42,7.931,1.7476,0.08,13.4,75.62,1.196,71.45,3.957,0
"175",2019-07-13 02:30:00,2.56,13.2,459.95,7.686,314.5,8.634,1.74764,0.11,13.3,77.1,1.694,71.58,1.383,0
"176",2019-07-13 02:45:00,2.68,13.1,466.8,8.235,314.37,7.453,1.74743,0.16,13.3,78.6,1.181,70.58,1.45,0
"177",2019-07-13 03:00:00,2.6,13.1,461.42,10.972,313.77,5.237,1.7476,0.07,13.3,76.94,1.476,73.38,3.01,0
"178",2019-07-13 03:15:00,2.33,12.8,442.04,7.575,309.93,6.743,1.74643,0.05,13,75.34,3.34,72.69,1.658,0
"179",2019-07-13 03:30:00,2.47,12.6,448.87,7.037,308.61,7.987,1.74668,0.04,12.8,74.78,2.858,72.58,1.482,0
"180",2019-07-13 03:45:00,2.49,12.5,451.72,9.838,310.08,7.323,1.74664,0.16,12.7,77.19,0.962,69.28,1.347,0
"181",2019-07-13 04:00:00,2.49,12.6,455.07,7.322,313.91,6.799,1.74701,0.13,12.7,79.1,1.779,72.59,3.66,0
"182",2019-07-13 04:15:00,2.51,12.6,457.02,9.078,314.5,8.616,1.7468,0.05,12.8,78.71,1.39,75.93,1.882,0
"183",2019-07-13 04:30:00,2.43,12.6,452.22,6.902,314.31,6.09,1.74685,0.1,12.8,79.51,3.955,74.24,3.573,0
"184",2019-07-13 04:45:00,2.4,12.6,448.07,8.113,311.76,7.89,1.74693,0.14,12.7,80.71,3.342,73.85,2.843,0
"185",2019-07-13 05:00:00,2.43,12.5,450.03,9.077,312.09,7.002,1.74701,0.15,12.7,81.32,1.978,73.87,3.072,0
"186",2019-07-13 05:15:00,2.32,12.4,444.9,7.163,313.21,7.556,1.74664,0.08,12.6,78.83,2.943,74.59,1.864,0
"187",2019-07-13 05:30:00,2.28,12.2,440.25,4.791,310.85,7.549,1.74634,0.12,12.5,79.67,2.054,73.82,1.274,0
"188",2019-07-13 05:45:00,2.26,12.1,437.48,6.996,309.23,4.475,1.74626,0.1,12.3,79.96,1.687,74.82,2.949,0
"189",2019-07-13 06:00:00,2.23,11.9,437.21,6.784,310.72,7.103,1.74593,0.08,12.1,79.05,1.42,75.1,1.514,0
"190",2019-07-13 06:15:00,2.36,11.9,444.9,8.625,311.13,7.263,1.7461,0.14,12.1,81.55,2.992,74.49,1.565,0
"191",2019-07-13 06:30:00,2.34,12,447.38,6.96,314.74,5.304,1.74651,0.11,12.2,82.33,2.232,76.94,2.551,0
"192",2019-07-13 06:45:00,2.28,12.2,444.22,9.129,314.52,4.818,1.74622,0.1,12.4,82.96,2.039,77.66,4.482,0
"193",2019-07-13 07:00:00,2.3,12.4,442.46,6.807,312.02,7.902,1.7468,0.06,12.6,80.2,1.918,77.15,1.34,0
"194",2019-07-13 07:15:00,2.27,12.5,439.39,8.205,310.23,7.867,1.74689,0.08,12.8,80.55,3.7,76.41,2.775,0
