"","DateTime","Level_m","DO_mgL","WaterTemp_c","AirPres_kPa","AirTemp_c","Discharge_m3L"
"75",2019-07-13 11:30:00,0.177,5.72,9.138888889,62.3995,6.51,0.101111913692298
"76",2019-07-13 11:45:00,0.178,5.76,9.2,62.3994,6.52,0.0883064877679007
"77",2019-07-13 12:00:00,0.1781,5.86,9.422222222,62.4063,6.531,0.0794142347364846
"78",2019-07-13 12:15:00,0.1792,5.91,9.677777778,62.4247,6.542,0.082068543903143
"79",2019-07-13 12:30:00,0.1761,5.97,9.877777778,62.4305,6.551,0.0817910548960736
"80",2019-07-13 12:45:00,0.1802,6.02,10.12222222,62.4426,6.564,0.0936868093429792
"81",2019-07-13 13:00:00,0.1812,6.03,10.22222222,62.442,6.575,0.0869965284789631
"82",2019-07-13 13:15:00,0.1817,6.08,10.4,62.4466,6.584,0.0960715674394364
"83",2019-07-13 13:30:00,0.1825,6.1,10.52222222,62.46,6.587,0.0906864695717833
"84",2019-07-13 13:45:00,0.1784,6.16,10.67777778,62.4667,6.593,0.083193593255559
"85",2019-07-13 14:00:00,0.1823,6.14,10.93888889,62.4665,6.599,0.10465659926861
"86",2019-07-13 14:15:00,0.1849,6.18,11.17777778,62.4769,6.601,0.0974674916647966
"87",2019-07-13 14:30:00,0.1851,6.16,11.2,62.4634,6.602,0.0693623079772235
"88",2019-07-13 14:45:00,0.1863,6.18,11.13888889,62.4564,6.602,0.0923572957438164
"89",2019-07-13 15:00:00,0.1869,6.2,11.26111111,62.4616,6.609,0.07314945176084
"90",2019-07-13 15:15:00,0.1873,6.21,11.6,62.4512,6.615,0.0891601190519369
"91",2019-07-13 15:30:00,0.1838,6.21,11.77777778,62.456,6.614,0.0934635467071034
"92",2019-07-13 15:45:00,0.1861,6.2,12.02222222,62.451,6.61,0.0811130359605048
"93",2019-07-13 16:00:00,0.1869,6.18,12.07777778,62.4509,6.614,0.0761982552888774
"94",2019-07-13 16:15:00,0.1852,6.14,12.03888889,62.4531,6.615,0.0782525385897346
"95",2019-07-13 16:30:00,0.1833,6.06,11.93888889,62.4386,6.615,0.0918104591472291
"96",2019-07-13 16:45:00,0.1797,6.01,11.76111111,62.4278,6.617,0.0763451276947735
"97",2019-07-13 17:00:00,0.1756,5.92,11.52222222,62.4116,6.613,0.0780817336377795
"98",2019-07-13 17:15:00,0.1732,5.86,11.32222222,62.3943,6.614,0.0969295321486494
"99",2019-07-13 17:30:00,0.17,5.78,11.13888889,62.3727,6.612,0.0792039566329954
"100",2019-07-13 17:45:00,0.1666,5.68,10.92222222,62.3641,6.614,0.0784927911406603
"101",2019-07-13 18:00:00,0.1653,5.53,10.63888889,62.3645,6.615,0.0889091092324397
"102",2019-07-13 18:15:00,0.1655,5.41,10.42222222,62.3443,6.617,0.0798554180641211
"103",2019-07-13 18:30:00,0.1654,5.31,10.2,62.3369,6.612,0.0793440341324678
"104",2019-07-13 18:45:00,0.1652,5.19,10.02222222,62.3235,6.608,0.0686093632403867
"105",2019-07-13 19:00:00,0.164,5.07,9.877777778,62.319,6.61,0.0811858930031206
"106",2019-07-13 19:15:00,0.1636,4.96,9.738888889,62.307,6.617,0.0985065181297165
"107",2019-07-13 19:30:00,0.1632,4.87,9.6,62.3007,6.62,0.0875662553876313
"108",2019-07-13 19:45:00,0.1628,4.79,9.477777778,62.305,6.623,0.0823102559892115
"109",2019-07-13 20:00:00,0.1618,4.7,9.361111111,62.2992,6.621,0.0824782590949467
"110",2019-07-13 20:15:00,0.1614,4.63,9.238888889,62.2958,6.617,0.0952684305974769
"111",2019-07-13 20:30:00,0.1608,4.56,9.138888889,62.2872,6.611,0.0742609279639714
"112",2019-07-13 20:45:00,0.1605,4.51,9.038888889,62.2912,6.605,0.0801221405039212
"113",2019-07-13 21:00:00,0.1606,4.45,8.961111111,62.2969,6.599,0.0879352838513932
"114",2019-07-13 21:15:00,0.1604,4.4,8.861111111,62.2989,6.597,0.0855359018649871
"115",2019-07-13 21:30:00,0.1602,4.36,8.777777778,62.3045,6.594,0.0791166255656006
"116",2019-07-13 21:45:00,0.1593,4.3,8.7,62.3117,6.591,0.0752171111324258
"117",2019-07-13 22:00:00,0.1596,4.26,8.638888889,62.3127,6.584,0.0881412394729617
"118",2019-07-13 22:15:00,0.1589,4.22,8.561111111,62.3222,6.574,0.0756001570871772
"119",2019-07-13 22:30:00,0.1587,4.17,8.5,62.3436,6.564,0.0812953789176123
"120",2019-07-13 22:45:00,0.1579,4.14,8.438888889,62.3488,6.562,0.0705753479068602
"121",2019-07-13 23:00:00,0.1579,4.1,8.361111111,62.3621,6.559,0.0791864756321634
"122",2019-07-13 23:15:00,0.1577,4.06,8.322222222,62.3825,6.556,0.0757931282355644
"123",2019-07-13 23:30:00,0.1571,4.04,8.261111111,62.3836,6.555,0.0854371669526894
"124",2019-07-13 23:45:00,0.1576,4.04,8.161111111,62.3891,6.552,0.0704927883953969
"125",2019-07-14 00:00:00,0.1569,4.01,8.1,62.3984,6.55,0.0836694912221296
"126",2019-07-14 00:15:00,0.1575,4.02,8,62.4143,6.552,0.0797137825520551
"127",2019-07-14 00:30:00,0.1578,4,7.922222222,62.4289,6.552,0.0891601190519369
"128",2019-07-14 00:45:00,0.1581,4.01,7.838888889,62.4396,6.553,0.0776914273263143
"129",2019-07-14 01:00:00,0.1583,4.02,7.722222222,62.4471,6.556,0.0879147255871848
"130",2019-07-14 01:15:00,0.1587,4.02,7.661111111,62.4491,6.559,0.0843234411046316
"131",2019-07-14 01:30:00,0.1588,4.03,7.577777778,62.4499,6.556,0.0842461030008641
"132",2019-07-14 01:45:00,0.1588,4.01,7.522222222,62.4488,6.554,0.0776070478436215
"133",2019-07-14 02:00:00,0.1586,4,7.477777778,62.4399,6.551,0.0834595799632991
"134",2019-07-14 02:15:00,0.1588,3.97,7.438888889,62.4401,6.551,0.0858331128234884
"135",2019-07-14 02:30:00,0.159,3.95,7.422222222,62.4476,6.552,0.0776239099930789
"136",2019-07-14 02:45:00,0.1586,3.93,7.377777778,62.4526,6.553,0.0774723888355857
"137",2019-07-14 03:00:00,0.1586,3.9,7.361111111,62.4441,6.553,0.0794493744259024
"138",2019-07-14 03:15:00,0.1591,3.88,7.322222222,62.444,6.554,0.0831557032810193
"139",2019-07-14 03:30:00,0.1588,3.9,7.277777778,62.4483,6.557,0.0876890233839442
"140",2019-07-14 03:45:00,0.16,3.93,7.222222222,62.4507,6.554,0.0941353470579482
"141",2019-07-14 04:00:00,0.1604,3.96,7.177777778,62.4453,6.552,0.0793615737910547
"142",2019-07-14 04:15:00,0.1618,4.01,7.138888889,62.4342,6.55,0.0847507182674494
"143",2019-07-14 04:30:00,0.1627,4.03,7.077777778,62.4274,6.542,0.0906007596616003
"144",2019-07-14 04:45:00,0.1637,4.04,7.022222222,62.4089,6.533,0.0830800019719014
"145",2019-07-14 05:00:00,0.1653,4.08,6.961111111,62.4005,6.517,0.087484543551438
"146",2019-07-14 05:15:00,0.1658,4.07,6.9,62.3897,6.512,0.0818464326753709
"147",2019-07-14 05:30:00,0.1667,4.06,6.838888889,62.3721,6.509,0.0857933963217912
"148",2019-07-14 05:45:00,0.1676,4.06,6.777777778,62.3584,6.511,0.0847312246655174
"149",2019-07-14 06:00:00,0.1687,4.06,6.722222222,62.3492,6.513,0.0849460079452244
"150",2019-07-14 06:15:00,0.1691,4.07,6.677777778,62.3408,6.518,0.0906436001496222
"151",2019-07-14 06:30:00,0.1702,4.13,6.6,62.3353,6.524,0.0932631834450846
"152",2019-07-14 06:45:00,0.1711,4.14,6.561111111,62.3378,6.532,0.0969761716584216
"153",2019-07-14 07:00:00,0.1721,4.14,6.538888889,62.3273,6.535,0.0994623569068855
"154",2019-07-14 07:15:00,0.1728,4.19,6.538888889,62.3237,6.535,0.100041012502292
"155",2019-07-14 07:30:00,0.1732,4.25,6.561111111,62.3336,6.538,0.100916239504821
"156",2019-07-14 07:45:00,0.1753,4.44,6.561111111,62.3237,6.538,0.111551811873768
"157",2019-07-14 08:00:00,0.1784,4.71,6.477777778,62.3257,6.545,0.121717986946139
"158",2019-07-14 08:15:00,0.1817,4.97,6.4,62.3345,6.546,0.133224647416305
"159",2019-07-14 08:30:00,0.1834,5.11,6.422222222,62.3418,6.544,0.145491681376002
"160",2019-07-14 08:45:00,0.1859,5.26,6.361111111,62.3456,6.538,0.146949478904909
"161",2019-07-14 09:00:00,0.1905,5.4,6.261111111,62.3513,6.533,0.159372074386645
"162",2019-07-14 09:15:00,0.1941,5.52,6.077777778,62.3508,6.531,0.15911208744627
"163",2019-07-14 09:30:00,0.199,5.69,6,62.3542,6.529,0.173384028097709
"164",2019-07-14 09:45:00,0.2034,5.81,6.122222222,62.3602,6.524,0.184489842478042
"165",2019-07-14 10:00:00,0.2078,5.94,6.238888889,62.3539,6.519,0.219937879431138
"166",2019-07-14 10:15:00,0.2192,6.11,6.2,62.3534,6.52,0.251594819437512
"167",2019-07-14 10:30:00,0.2302,6.22,6.261111111,62.3689,6.521,0.295074378692389
"168",2019-07-14 10:45:00,0.2404,6.31,6.438888889,62.3744,6.515,0.392649880343116
"169",2019-07-14 11:00:00,0.2585,6.41,6.561111111,62.3903,6.513,0.399739026342181
"170",2019-07-14 11:15:00,0.2823,6.51,6.661111111,62.3958,6.516,0.442530397565168
"171",2019-07-14 11:30:00,0.3061,6.61,6.7,62.4064,6.522,0.729143905149009
"172",2019-07-14 11:45:00,0.3366,6.69,6.638888889,62.4312,6.528,0.736574484827114
"173",2019-07-14 12:00:00,0.3634,6.64,6.838888889,62.4489,6.52,0.900341077313122
"174",2019-07-14 12:15:00,0.396,6.81,7,62.4562,6.513,0.927476515515888
"175",2019-07-14 12:30:00,0.4315,6.87,7.061111111,62.4684,6.516,1.03595106098847
"176",2019-07-14 12:45:00,0.4737,6.92,7.138888889,62.4692,6.503,1.2130851964892
"177",2019-07-14 13:00:00,0.5063,6.96,7.161111111,62.4749,6.48,1.12190167262489
"178",2019-07-14 13:15:00,0.5293,6.99,7.1,62.4689,6.451,1.19768987581709
"179",2019-07-14 13:30:00,0.5407,7.03,7.077777778,62.467,6.435,1.43727137074154
"180",2019-07-14 13:45:00,0.5536,7.04,7.061111111,62.4699,6.459,1.68588323537535
"181",2019-07-14 14:00:00,0.5616,7.04,7.022222222,62.4702,6.486,1.51468457803172
"182",2019-07-14 14:15:00,0.5667,7.04,6.961111111,62.4751,6.473,1.60082333170821
"183",2019-07-14 14:30:00,0.5668,7.04,6.922222222,62.4662,6.481,1.52098565827748
"184",2019-07-14 14:45:00,0.5636,7.04,6.922222222,62.4581,6.492,1.39392573358179
"185",2019-07-14 15:00:00,0.5578,7.06,6.961111111,62.4668,6.501,1.23800781078842
"186",2019-07-14 15:15:00,0.5484,7.03,7,62.4657,6.503,1.15491314773498
"187",2019-07-14 15:30:00,0.5316,7.01,6.961111111,62.4593,6.498,1.13569552357783
"188",2019-07-14 15:45:00,0.5105,6.99,6.922222222,62.4564,6.476,0.937341699544855
"189",2019-07-14 16:00:00,0.489,6.97,6.877777778,62.4396,6.47,0.954053411248068
"190",2019-07-14 16:15:00,0.468,6.93,6.822222222,62.4245,6.47,0.872169739852412
"191",2019-07-14 16:30:00,0.4458,6.91,6.777777778,62.4116,6.466,0.768365434655829
"192",2019-07-14 16:45:00,0.425,6.88,6.738888889,62.4003,6.461,0.771986135046606
"193",2019-07-14 17:00:00,0.4071,6.82,6.7,62.3905,6.455,0.718545715878355
"194",2019-07-14 17:15:00,0.3919,6.75,6.622222222,62.3716,6.442,0.781620451581736
"195",2019-07-14 17:30:00,0.3738,6.69,6.561111111,62.3575,6.433,0.670532918531094
"196",2019-07-14 17:45:00,0.3647,6.64,6.477777778,62.3532,6.426,0.703924188908788
"197",2019-07-14 18:00:00,0.3591,6.59,6.338888889,62.3382,6.418,0.655736936831194
"198",2019-07-14 18:15:00,0.3504,6.51,6.238888889,62.3293,6.412,0.607691381207431
"199",2019-07-14 18:30:00,0.3391,6.41,6.177777778,62.3139,6.411,0.59240486163472
"200",2019-07-14 18:45:00,0.3318,6.31,6.1,62.2918,6.41,0.611481874920192
"201",2019-07-14 19:00:00,0.324,6.23,6.038888889,62.2791,6.413,0.567432548972924
"202",2019-07-14 19:15:00,0.3193,6.17,5.961111111,62.2712,6.413,0.499475711066974
"203",2019-07-14 19:30:00,0.3156,6.11,5.877777778,62.2692,6.41,0.546942132901943
"204",2019-07-14 19:45:00,0.3113,6.04,5.822222222,62.2809,6.406,0.554188662127888
"205",2019-07-14 20:00:00,0.3067,5.97,5.777777778,62.2774,6.404,0.525362709004076
"206",2019-07-14 20:15:00,0.3075,5.92,5.722222222,62.2688,6.399,0.479129587084637
"207",2019-07-14 20:30:00,0.3043,5.86,5.7,62.2656,6.392,0.455447907154544
"208",2019-07-14 20:45:00,0.2993,5.8,5.661111111,62.2635,6.385,0.442962356325223
"209",2019-07-14 21:00:00,0.2978,5.75,5.622222222,62.273,6.383,0.47529763867716
"210",2019-07-14 21:15:00,0.2946,5.72,5.561111111,62.2866,6.375,0.424395320499067
"211",2019-07-14 21:30:00,0.2938,5.71,5.522222222,62.2955,6.364,0.42819928604749
"212",2019-07-14 21:45:00,0.293,5.68,5.477777778,62.3231,6.359,0.445848262295644
"213",2019-07-14 22:00:00,0.2924,5.69,5.422222222,62.3357,6.331,0.389768048958438
"214",2019-07-14 22:15:00,0.2899,5.65,5.377777778,62.3495,6.31,0.408962314560469
"215",2019-07-14 22:30:00,0.2871,5.61,5.361111111,62.3569,6.301,0.390704958344283
"216",2019-07-14 22:45:00,0.287,5.6,5.3,62.3669,6.296,0.378101937505847
"217",2019-07-14 23:00:00,0.2868,5.58,5.238888889,62.3759,6.292,0.445342456793698
"218",2019-07-14 23:15:00,0.2843,5.54,5.222222222,62.3806,6.281,0.422570760042726
"219",2019-07-14 23:30:00,0.2828,5.54,5.2,62.3992,6.274,0.403754906576727
"220",2019-07-14 23:45:00,0.2832,5.51,5.177777778,62.4057,6.267,0.373519763413162
"221",2019-07-15 00:00:00,0.2833,5.49,5.138888889,62.4188,6.27,0.37639615135522
"222",2019-07-15 00:15:00,0.282,5.47,5.1,62.4179,6.27,0.368387932164409
"223",2019-07-15 00:30:00,0.2817,5.44,5.077777778,62.4319,6.267,0.395004711532996
"224",2019-07-15 00:45:00,0.2828,5.45,5.022222222,62.442,6.265,0.398789532458606
"225",2019-07-15 01:00:00,0.2825,5.51,4.961111111,62.4565,6.265,0.390771929347055
"226",2019-07-15 01:15:00,0.285,5.52,4.861111111,62.4658,6.261,0.400214263003865
"227",2019-07-15 01:30:00,0.2838,5.48,4.838888889,62.4735,6.257,0.372151522093512
"228",2019-07-15 01:45:00,0.284,5.44,4.822222222,62.4803,6.252,0.390704958344283
"229",2019-07-15 02:00:00,0.283,5.43,4.822222222,62.4852,6.246,0.383842735976764
"230",2019-07-15 02:15:00,0.2848,5.46,4.761111111,62.4886,6.241,0.419284024207822
"231",2019-07-15 02:30:00,0.2849,5.45,4.738888889,62.4952,6.238,0.393927198956662
"232",2019-07-15 02:45:00,0.2873,5.43,4.722222222,62.5018,6.233,0.380603171140446
"233",2019-07-15 03:00:00,0.29,5.41,4.7,62.4786,6.216,0.418656337819262
"234",2019-07-15 03:15:00,0.2977,5.46,4.622222222,62.4808,6.217,0.44267436169242
"235",2019-07-15 03:30:00,0.3002,5.52,4.477777778,62.4783,6.221,0.409031090018733
"236",2019-07-15 03:45:00,0.2994,5.49,4.477777778,62.4641,6.222,0.466721013256686
"237",2019-07-15 04:00:00,0.2978,5.48,4.477777778,62.4514,6.219,0.388365153401702
"238",2019-07-15 04:15:00,0.3011,5.49,4.461111111,62.4514,6.214,0.422570760042726
"239",2019-07-15 04:30:00,0.3025,5.45,4.461111111,62.4401,6.212,0.462502876439728
"240",2019-07-15 04:45:00,0.3048,5.44,4.461111111,62.4315,6.204,0.449979227243285
"241",2019-07-15 05:00:00,0.3097,5.45,4.422222222,62.4209,6.195,0.473350815682827
"242",2019-07-15 05:15:00,0.3132,5.46,4.377777778,62.4025,6.164,0.450851677497116
"243",2019-07-15 05:30:00,0.3193,5.49,4.338888889,62.3902,6.161,0.507530209259259
"244",2019-07-15 05:45:00,0.3213,5.49,4.277777778,62.3717,6.166,0.525283395258319
"245",2019-07-15 06:00:00,0.3229,5.51,4.222222222,62.3631,6.165,0.469768596255208
"246",2019-07-15 06:15:00,0.3253,5.5,4.2,62.3527,6.156,0.531410298368265
"247",2019-07-15 06:30:00,0.3258,5.51,4.177777778,62.3522,6.152,0.545078071665568
"248",2019-07-15 06:45:00,0.3272,5.53,4.177777778,62.3388,6.152,0.553943528596045
"249",2019-07-15 07:00:00,0.3283,5.58,4.2,62.3202,6.152,0.510959724180305
"250",2019-07-15 07:15:00,0.3319,5.64,4.2,62.3193,6.131,0.531889396226049
"251",2019-07-15 07:30:00,0.3337,5.73,4.222222222,62.319,6.094,0.55590626326391
"252",2019-07-15 07:45:00,0.3349,5.79,4.277777778,62.3109,6.088,0.545726040374004
"253",2019-07-15 08:00:00,0.3329,5.88,4.3,62.3267,6.092,0.559268202575083
"254",2019-07-15 08:15:00,0.3365,6.02,4.338888889,62.3238,6.09,0.602029995418071
"255",2019-07-15 08:30:00,0.3373,6.11,4.4,62.314,6.09,0.601260250356718
"256",2019-07-15 08:45:00,0.34,6.19,4.477777778,62.3199,6.083,0.55288199963135
"257",2019-07-15 09:00:00,0.3388,6.26,4.622222222,62.3301,6.071,0.53324813071663
"258",2019-07-15 09:15:00,0.338,6.33,4.738888889,62.3416,6.062,0.585052712425539
"259",2019-07-15 09:30:00,0.3376,6.4,4.822222222,62.3574,6.038,0.542006103064169
"260",2019-07-15 09:45:00,0.3409,6.48,4.838888889,62.3682,6.012,0.562641418265633
"261",2019-07-15 10:00:00,0.3466,6.59,4.877777778,62.3715,5.999,0.664918099890309
"262",2019-07-15 10:15:00,0.3601,6.74,4.877777778,62.3857,5.986,0.630453614578712
"263",2019-07-15 10:30:00,0.3668,6.84,4.922222222,62.4032,5.985,0.678363896818284
"264",2019-07-15 10:45:00,0.3741,6.9,4.922222222,62.404,5.977,0.673895976620239
"265",2019-07-15 11:00:00,0.3795,6.94,5.061111111,62.4175,5.984,0.628086602020397
"266",2019-07-15 11:15:00,0.3894,6.93,5.777777778,62.4137,5.988,0.738008122462983
"267",2019-07-15 11:30:00,0.4105,6.99,5.361111111,62.4278,5.988,0.688544666266672
"268",2019-07-15 11:45:00,0.419,7.05,5.4,62.4345,5.994,1.04387698731993
"269",2019-07-15 12:00:00,0.4296,7.08,5.661111111,62.4461,5.993,0.974470120773947
"270",2019-07-15 12:15:00,0.4362,7.12,5.961111111,62.4537,5.987,1.06854544062052
"271",2019-07-15 12:30:00,0.4379,7.11,6.161111111,62.463,5.989,1.06354090231174
"272",2019-07-15 12:45:00,0.4388,7.12,6.161111111,62.475,5.991,0.98850698584325
"273",2019-07-15 13:00:00,0.439,7.16,6.022222222,62.4795,6.005,0.95218880336712
"274",2019-07-15 13:15:00,0.4429,7.23,6.038888889,62.4803,6.01,1.15054713862815
"275",2019-07-15 13:30:00,0.442,7.24,6.161111111,62.4824,6.011,1.2415358333721
"276",2019-07-15 13:45:00,0.4367,7.26,6.377777778,62.4941,6.014,1.33589625780678
"277",2019-07-15 14:00:00,0.4328,7.25,6.661111111,62.4972,6.007,1.52715983804356
"278",2019-07-15 14:15:00,0.429,7.21,6.638888889,62.4882,5.988,1.03732719513123
"279",2019-07-15 14:30:00,0.4201,7.25,6.738888889,62.49,5.967,1.18129178307296
"280",2019-07-15 14:45:00,0.4102,7.24,6.9,62.5005,5.948,1.14969919439955
"281",2019-07-15 15:00:00,0.4038,7.22,7.061111111,62.4782,5.922,0.952737017471522
"282",2019-07-15 15:15:00,0.3969,7.21,7.1,62.4744,5.913,0.725159719707055
"283",2019-07-15 15:30:00,0.3942,7.2,7.1,62.4842,5.911,0.802582417530637
"284",2019-07-15 15:45:00,0.3782,7.18,7.238888889,62.484,5.91,0.725538657446603
"285",2019-07-15 16:00:00,0.373,7.17,7.338888889,62.4656,5.915,0.750592715368975
"286",2019-07-15 16:15:00,0.3653,7.15,7.377777778,62.4684,5.921,0.764753927303389
"287",2019-07-15 16:30:00,0.3584,7.13,7.361111111,62.4534,5.922,0.794898186029721
"288",2019-07-15 16:45:00,0.3509,7.13,7.4,62.4509,5.919,0.734093090235869
"289",2019-07-15 17:00:00,0.3396,7.11,7.522222222,62.4461,5.909,0.707751210327932
"290",2019-07-15 17:15:00,0.3344,7.05,7.538888889,62.4352,5.909,0.658969377534973
