DateTime,Discharge_m3s,Level_m,DO_mgL,WaterTemp_c,AirPres_kPa,AirTemp_c
7/18/2019 21:15,0.008943499,0.198396723,4.95,7.822222222,62.4195,5.979
7/18/2019 21:30,0.008906319,0.198376329,4.91,7.722222222,62.4216,5.975
7/18/2019 21:45,0.008887787,0.199661176,4.87,7.622222222,62.4174,5.973
7/18/2019 22:00,0.008912505,0.197264834,4.84,7.538888889,62.4262,5.97
7/18/2019 22:15,0.008912505,0.199752951,4.81,7.438888889,62.4336,5.968
7/18/2019 22:30,0.008900137,0.198355934,4.78,7.361111111,62.446,5.966
7/18/2019 22:45,0.008826291,0.201078587,4.76,7.261111111,62.4454,5.964
7/18/2019 23:00,0.00889396,0.199161513,4.76,7.161111111,62.4495,5.963
7/18/2019 23:15,0.008801812,0.198967766,4.75,7.077777778,62.463,5.961
7/18/2019 23:30,0.008807925,0.200466755,4.73,7,62.4603,5.96
7/18/2019 23:45,0.008795703,0.200507544,4.72,6.9,62.4658,5.959
7/19/2019 0:00,0.008795703,0.198386526,4.69,6.838888889,62.4771,5.958
7/19/2019 0:15,0.008820165,0.199467429,4.66,6.777777778,62.4834,5.957
7/19/2019 0:30,0.008734844,0.198610864,4.63,6.738888889,62.4892,5.957
7/19/2019 0:45,0.008753058,0.200028275,4.61,6.7,62.4964,5.957
7/19/2019 1:00,0.008807925,0.197621736,4.6,6.661111111,62.509,5.956
7/19/2019 1:15,0.008801812,0.19789706,4.59,6.6,62.506,5.956
7/19/2019 1:30,0.008759137,0.199732556,4.59,6.538888889,62.5165,5.956
7/19/2019 1:45,0.008807925,0.201160164,4.59,6.5,62.516,5.957
7/19/2019 2:00,0.008765221,0.197377003,4.59,6.438888889,62.5066,5.957
7/19/2019 2:15,0.008789598,0.198131596,4.57,6.4,62.5064,5.957
7/19/2019 2:30,0.008777401,0.199385852,4.55,6.361111111,62.5007,5.958
7/19/2019 2:45,0.008740911,0.198926978,4.53,6.322222222,62.5183,5.958
7/19/2019 3:00,0.008746982,0.200140444,4.51,6.277777778,62.5219,5.959
7/19/2019 3:15,0.008728782,0.197020101,4.48,6.238888889,62.5358,5.959
7/19/2019 3:30,0.008734844,0.200487149,4.47,6.2,62.5367,5.96
7/19/2019 3:45,0.008686461,0.199334866,4.46,6.161111111,62.5304,5.959
7/19/2019 4:00,0.008674407,0.199396049,4.44,6.1,62.5247,5.959
7/19/2019 4:15,0.008590496,0.197142468,4.43,6.038888889,62.505,5.959
7/19/2019 4:30,0.008531057,0.199406246,4.43,5.922222222,62.5152,5.961
7/19/2019 4:45,0.008531057,0.198202976,4.44,5.722222222,62.5127,5.963
7/19/2019 5:00,0.00847203,0.197438186,4.44,5.538888889,62.5048,5.966
7/19/2019 5:15,0.008477914,0.198610864,4.44,5.377777778,62.4878,5.967
7/19/2019 5:30,0.00847203,0.198957569,4.43,5.3,62.4898,5.968
7/19/2019 5:45,0.008442669,0.196826354,4.45,5.138888889,62.48,5.971
7/19/2019 6:00,0.008407571,0.196336889,4.45,5.077777778,62.4726,5.972
7/19/2019 6:15,0.008442669,0.197693116,4.45,5.038888889,62.4563,5.973
7/19/2019 6:30,0.008442669,0.197652328,4.44,5.038888889,62.4554,5.974
7/19/2019 6:45,0.008454401,0.196744777,4.44,5.038888889,62.4506,5.975
7/19/2019 7:00,0.008425102,0.197988835,4.46,5.061111111,62.4405,5.976
7/19/2019 7:15,0.008489695,0.195704662,4.49,5.077777778,62.448,5.976
7/19/2019 7:30,0.008454401,0.199161513,4.55,5.1,62.4388,5.977
7/19/2019 7:45,0.008454401,0.195979987,4.61,5.138888889,62.4422,5.977
7/19/2019 8:00,0.008513306,0.20019143,4.71,5.177777778,62.4385,5.976
7/19/2019 8:15,0.008495592,0.197519764,4.81,5.238888889,62.4497,5.975
7/19/2019 8:30,0.008525136,0.199824331,4.91,5.3,62.4378,5.969
7/19/2019 8:45,0.008596463,0.20157825,5,5.361111111,62.4307,5.958
7/19/2019 9:00,0.008572621,0.196836552,5.1,5.438888889,62.4427,5.942
7/19/2019 9:15,0.008680432,0.20062991,5.23,5.577777778,62.4375,5.928
7/19/2019 9:30,0.008734844,0.198896386,5.35,5.822222222,62.4421,5.921
7/19/2019 9:45,0.008900137,0.198468104,5.48,6.077777778,62.4563,5.916
7/19/2019 10:00,0.008918695,0.203077238,5.58,6.361111111,62.4684,5.915
7/19/2019 10:15,0.008993315,0.204137747,5.67,6.538888889,62.4693,5.917
7/19/2019 10:30,0.009074857,0.203485126,5.75,6.722222222,62.4696,5.921
7/19/2019 10:45,0.009068558,0.204882142,5.82,6.822222222,62.4685,5.925
7/19/2019 11:00,0.009049689,0.203474929,5.89,6.938888889,62.4816,5.931
7/19/2019 11:15,0.009401957,0.202108504,5.98,7.177777778,62.479,5.937
7/19/2019 11:30,0.009408487,0.207462034,6.04,7.4,62.4983,5.944
7/19/2019 11:45,0.009356372,0.20707454,6.07,7.522222222,62.5085,5.949
7/19/2019 12:00,0.009421561,0.21140835,6.09,7.522222222,62.5019,5.953
7/19/2019 12:15,0.00948062,0.216007288,6.23,7.938888889,62.5294,5.96
7/19/2019 12:30,0.009599849,0.211561308,6.25,8.361111111,62.5346,5.965
7/19/2019 12:45,0.009599849,0.215171117,6.28,8.561111111,62.5501,5.969
7/19/2019 13:00,0.009619866,0.209501474,6.34,8.8,62.5771,5.973
7/19/2019 13:15,0.009660025,0.21541585,6.35,9.061111111,62.581,5.978
7/19/2019 13:30,0.009801907,0.215976696,6.38,9.322222222,62.5822,5.986
7/19/2019 13:45,0.00955994,0.212397479,6.4,9.438888889,62.5825,5.994
7/19/2019 14:00,0.009707089,0.20809426,6.41,9.477777778,62.5779,6
7/19/2019 14:15,0.009808715,0.185068983,6.42,9.7,62.5673,6.004
7/19/2019 14:30,0.009163499,0.188882736,6.28,10.46111111,62.5652,6.008
7/19/2019 14:45,0.008906319,0.18795479,6.36,9.938888889,62.568,6.01
7/19/2019 15:00,0.008789598,0.18806696,6.34,9.761111111,62.5881,6.012
7/19/2019 15:15,0.008844695,0.190024822,6.32,9.561111111,62.5637,6.015
7/19/2019 15:30,0.008869293,0.190453104,6.33,9.438888889,62.5703,6.018
7/19/2019 15:45,0.008869293,0.187638677,6.32,9.361111111,62.5686,6.018
7/19/2019 16:00,0.008807925,0.188841947,6.3,9.238888889,62.5563,6.018
7/19/2019 16:15,0.008746982,0.187577494,6.29,9.1,62.5551,6.022
7/19/2019 16:30,0.009204013,0.178858888,6.27,8.977777778,62.5564,6.026
7/19/2019 16:45,0.008384253,0.17455567,6.24,8.861111111,62.5353,6.027
7/19/2019 17:00,0.008390077,0.176533926,6.22,8.722222222,62.5211,6.027
7/19/2019 17:15,0.008395904,0.17852238,6.14,8.561111111,62.5024,6.029
7/19/2019 17:30,0.008460273,0.178287845,6.07,8.422222222,62.4775,6.03
7/19/2019 17:45,0.008378434,0.177074378,6,8.261111111,62.4604,6.029
7/19/2019 18:00,0.008332025,0.174729022,5.93,8.122222222,62.4391,6.028
7/19/2019 18:15,0.008355197,0.17673787,5.85,7.977777778,62.4257,6.028
7/19/2019 18:30,0.008291627,0.176024066,5.75,7.838888889,62.411,6.029
7/19/2019 18:45,0.008326242,0.177859562,5.65,7.7,62.3855,6.028
7/19/2019 19:00,0.008297386,0.176024066,5.56,7.577777778,62.3685,6.025
7/19/2019 19:15,0.008274374,0.174514881,5.48,7.477777778,62.3537,6.023
7/19/2019 19:30,0.008262892,0.17692142,5.39,7.377777778,62.3413,6.021
7/19/2019 19:45,0.008268631,0.175259276,5.33,7.277777778,62.3246,6.02
7/19/2019 20:00,0.008194333,0.17506553,5.28,7.2,62.3241,6.019
7/19/2019 20:15,0.008268631,0.175707953,5.24,7.122222222,62.3156,6.018
7/19/2019 20:30,0.008308916,0.176258602,5.19,7.038888889,62.3189,6.016
7/19/2019 20:45,0.008239976,0.175412234,5.15,6.961111111,62.3307,13.699
7/19/2019 21:00,0.008251426,0.175351051,5.11,6.9,62.3393,7.857
7/19/2019 21:15,0.008320462,0.175942489,5.07,6.838888889,62.3305,6.766
7/19/2019 21:30,0.008245699,0.175116516,5.03,6.8,62.3239,6.396
7/19/2019 21:45,0.008257157,0.175126713,4.98,6.761111111,62.3342,6.239
7/19/2019 22:00,0.00820572,0.17608525,4.94,6.722222222,62.3457,6.163
7/19/2019 22:15,0.008268631,0.177461872,4.92,6.7,62.3453,6.121
7/19/2019 22:30,0.008262892,0.17666649,4.91,6.638888889,62.3438,6.095
7/19/2019 22:45,0.00822283,0.174178373,4.9,6.6,62.3416,6.077
7/19/2019 23:00,0.008285872,0.176911223,4.89,6.538888889,62.3519,6.064
7/19/2019 23:15,0.008361,0.178451,4.95,6.5,62.3533,6.055
7/19/2019 23:30,0.00847203,0.179756242,5.05,6.422222222,62.3461,6.048
7/19/2019 23:45,0.008525136,0.182631852,5.1,6.361111111,62.3544,6.042
7/20/2019 0:00,0.008572621,0.184365376,5.09,6.3,62.3696,6.038
7/20/2019 0:15,0.008596463,0.18362098,5.05,6.238888889,62.3864,6.034
7/20/2019 0:30,0.008602433,0.182499288,5.02,6.222222222,62.3897,6.031
7/20/2019 0:45,0.008596463,0.181663118,4.98,6.161111111,62.4107,6.028
7/20/2019 1:00,0.008614387,0.182081203,4.96,6.122222222,62.4081,6.026
7/20/2019 1:15,0.008620371,0.183529206,4.94,6.1,62.4118,6.024
7/20/2019 1:30,0.008698531,0.183519008,4.92,6.061111111,62.4253,6.021
7/20/2019 1:45,0.008759137,0.185109772,4.91,6.022222222,62.4177,6.02
7/20/2019 2:00,0.008704573,0.186058111,4.9,5.977777778,62.4295,6.019
7/20/2019 2:15,0.008771309,0.186129492,4.89,5.938888889,62.4258,6.019
7/20/2019 2:30,0.008850838,0.191085331,4.9,5.9,62.4326,6.018
7/20/2019 2:45,0.008912505,0.19101395,4.9,5.861111111,62.4376,6.017
7/20/2019 3:00,0.00892489,0.188882736,4.95,5.822222222,62.433,6.017
7/20/2019 3:15,0.009012067,0.193787589,4.94,5.777777778,62.4432,6.017
7/20/2019 3:30,0.008949711,0.196530636,4.95,5.722222222,62.4305,6.016
7/20/2019 3:45,0.009005812,0.198111202,4.95,5.677777778,62.4315,6.016
7/20/2019 4:00,0.008993315,0.199691768,4.94,5.622222222,62.4199,6.015
7/20/2019 4:15,0.00908116,0.198539484,4.96,5.577777778,62.4137,6.014
7/20/2019 4:30,0.009049689,0.200517741,4.95,5.538888889,62.3987,6.014
7/20/2019 4:45,0.009240166,0.207013357,4.95,5.5,62.3979,6.014
7/20/2019 5:00,0.009208144,0.208002486,4.98,5.461111111,62.3833,6.014
7/20/2019 5:15,0.00938891,0.209797193,5.04,5.4,62.3796,6.015
7/20/2019 5:30,0.009500388,0.213753706,5.05,5.361111111,62.359,6.015
7/20/2019 5:45,0.009626548,0.218617771,5.1,5.322222222,62.3455,6.016
7/20/2019 6:00,0.00989765,0.227244602,5.17,5.261111111,62.3594,6.016
7/20/2019 6:15,0.010029086,0.219229603,5.25,5.2,62.3267,6.017
7/20/2019 6:30,0.010254408,0.231843539,5.32,5.138888889,62.3134,6.017
7/20/2019 6:45,0.010484792,0.234086923,5.37,5.077777778,62.3069,6.017
7/20/2019 7:00,0.010557843,0.233026414,5.37,5.077777778,62.3127,6.017
7/20/2019 7:15,0.010772582,0.236299716,5.38,5.1,62.2955,6.017
7/20/2019 7:30,0.010930805,0.239369073,5.45,5.1,62.3118,6.018
7/20/2019 7:45,0.011029914,0.239838144,5.51,5.1,62.307,6.017
7/20/2019 8:00,0.011184148,0.240205243,5.57,5.122222222,62.3134,6.017
7/20/2019 8:15,0.011483159,0.243040065,5.67,5.161111111,62.3186,6.016
7/20/2019 8:30,0.011692338,0.245579168,5.78,5.238888889,62.3231,6.015
7/20/2019 8:45,0.011905328,0.250025147,5.87,5.361111111,62.3144,6.014
7/20/2019 9:00,0.011921872,0.246191,5.95,5.461111111,62.3353,6.009
7/20/2019 9:15,0.012130618,0.24913799,6.02,5.538888889,62.333,6.009
7/20/2019 9:30,0.012274649,0.252605038,6.11,5.622222222,62.3262,6.011
7/20/2019 9:45,0.012567861,0.25442014,6.21,5.722222222,62.3496,6.009
7/20/2019 10:00,0.012567861,0.252951743,6.28,5.838888889,62.3587,6.008
7/20/2019 10:15,0.012761309,0.250983684,6.36,5.938888889,62.3606,6.006
7/20/2019 10:30,0.012814583,0.259926628,6.45,6.077777778,62.3663,5.999
7/20/2019 10:45,0.012975741,0.253706336,6.51,6.222222222,62.382,5.989
7/20/2019 11:00,0.013066147,0.246731451,6.59,6.361111111,62.4002,5.973
7/20/2019 11:15,0.013424791,0.253196476,6.66,6.561111111,62.4069,5.97
7/20/2019 11:30,0.012975741,0.245405815,6.73,6.822222222,62.4228,5.977
7/20/2019 11:45,0.013093392,0.249056413,6.79,7.022222222,62.4381,5.982
7/20/2019 12:00,0.013230469,0.252339911,6.84,7.2,62.4538,5.984
7/20/2019 12:15,0.013434116,0.24964785,6.89,7.4,62.4791,5.987
7/20/2019 12:30,0.014064057,0.262210801,6.92,7.6,62.4774,5.989
7/20/2019 12:45,0.013889383,0.256367805,6.94,7.738888889,62.4742,5.991
7/20/2019 13:00,0.014034793,0.260232544,6.95,7.877777778,62.4871,5.995
7/20/2019 13:15,0.014171883,0.259375979,6.95,8,62.4903,5.997
7/20/2019 13:30,0.01439002,0.260732207,6.99,8.077777778,62.4961,5.998
7/20/2019 13:45,0.014641982,0.262210801,7.01,8.261111111,62.4947,6
7/20/2019 14:00,0.014846724,0.263709789,7,8.361111111,62.4976,6.001
7/20/2019 14:15,0.014877682,0.26691171,7,8.422222222,62.4996,6.002
7/20/2019 14:30,0.014919058,0.262424942,7.01,8.522222222,62.5148,6.003
7/20/2019 14:45,0.01493979,0.261129898,7.03,8.638888889,62.5102,6.003
7/20/2019 15:00,0.015127675,0.266881118,7.01,8.722222222,62.4981,6.003
7/20/2019 15:15,0.015371193,0.265443313,7,8.738888889,62.48,6.004
7/20/2019 15:30,0.015254243,0.265025228,7,8.722222222,62.4977,6.004
7/20/2019 15:45,0.01493979,0.27040935,6.99,8.738888889,62.4954,6.005
7/20/2019 16:00,0.014908703,0.266381456,6.96,8.722222222,62.4901,6.005
7/20/2019 16:15,0.014570991,0.266524216,6.95,8.677777778,62.4885,6.003
7/20/2019 16:30,0.014380032,0.262537111,6.94,8.661111111,62.4408,6.003
7/20/2019 16:45,0.014162047,0.26264928,6.91,8.561111111,62.4575,6.001
7/20/2019 17:00,0.013918344,0.258295076,6.87,8.461111111,62.4367,6
7/20/2019 17:15,0.013783706,0.25689806,6.84,8.361111111,62.4204,5.999
7/20/2019 17:30,0.013593624,0.260426291,6.81,8.277777778,62.3991,5.997
7/20/2019 17:45,0.013285701,0.25543986,6.77,8.177777778,62.3881,5.996
7/20/2019 18:00,0.012930772,0.254634281,6.71,8.061111111,62.3752,5.995
7/20/2019 18:15,0.012681814,0.251269205,6.62,7.938888889,62.3496,5.993
7/20/2019 18:30,0.012480903,0.249749822,6.51,7.777777778,62.332,5.992
7/20/2019 18:45,0.012283174,0.247588016,6.41,7.638888889,62.318,5.991
7/20/2019 19:00,0.011996603,0.246813029,6.31,7.522222222,62.2968,5.99
7/20/2019 19:15,0.01187231,0.243244009,6.22,7.4,62.2886,5.988
7/20/2019 19:30,0.011700459,0.244161757,6.13,7.277777778,62.2846,5.987
7/20/2019 19:45,0.011635649,0.240562145,6.06,7.177777778,62.2865,5.984
7/20/2019 20:00,0.011459265,0.244712406,5.98,7.077777778,62.2763,5.983
7/20/2019 20:15,0.011324801,0.240052285,5.92,7,62.2799,5.982
7/20/2019 20:30,0.011238638,0.239776961,5.85,6.9,62.2847,5.98
7/20/2019 20:45,0.011285555,0.23956282,5.79,6.822222222,62.272,5.978
7/20/2019 21:00,0.011106763,0.235178024,5.74,6.761111111,62.2736,5.976
7/20/2019 21:15,0.01107596,0.235759264,5.69,6.677777778,62.2745,5.974
7/20/2019 21:30,0.011037575,0.231486637,5.64,6.6,62.273,5.973
7/20/2019 21:45,0.010945994,0.23154782,5.59,6.538888889,62.2865,5.971
7/20/2019 22:00,0.010885363,0.233526077,5.54,6.477777778,62.3137,5.969
7/20/2019 22:15,0.010810045,0.230813622,5.5,6.422222222,62.3151,5.968
7/20/2019 22:30,0.010825067,0.228978126,5.46,6.377777778,62.3117,5.966
7/20/2019 22:45,0.01069062,0.227927814,5.42,6.3,62.329,5.964
7/20/2019 23:00,0.010727798,0.226031135,5.37,6.261111111,62.3314,5.962
7/20/2019 23:15,0.010712911,0.231976103,5.34,6.2,62.3205,5.961
7/20/2019 23:30,0.010720352,0.226337051,5.32,6.138888889,62.3225,5.96
7/20/2019 23:45,0.010712911,0.227112038,5.3,6.077777778,62.3431,5.958
7/21/2019 0:00,0.010565176,0.228131758,5.28,6.022222222,62.3661,5.957
7/21/2019 0:15,0.010579857,0.223002567,5.25,5.977777778,62.3767,5.956
7/21/2019 0:30,0.010609281,0.225837388,5.24,5.922222222,62.3892,5.955
7/21/2019 0:45,0.010579857,0.22619429,5.24,5.877777778,62.3979,5.953
7/21/2019 1:00,0.010631403,0.224634119,5.22,5.822222222,62.4133,5.953
7/21/2019 1:15,0.010757633,0.227295588,5.2,5.777777778,62.4276,5.951
7/21/2019 1:30,0.010840109,0.228274519,5.19,5.738888889,62.4252,5.95
7/21/2019 1:45,0.010780064,0.231741567,5.19,5.7,62.4425,5.95
7/21/2019 2:00,0.010825067,0.228101167,5.16,5.677777778,62.4457,5.949
7/21/2019 2:15,0.010705476,0.227988998,5.15,5.661111111,62.4511,5.949
7/21/2019 2:30,0.010847639,0.227938012,5.14,5.622222222,62.4354,5.949
7/21/2019 2:45,0.010825067,0.2279788,5.14,5.577777778,62.4358,5.947
7/21/2019 3:00,0.010945994,0.231303088,5.13,5.538888889,62.4254,5.947
7/21/2019 3:15,0.010953597,0.232638921,5.13,5.522222222,62.4232,5.947
7/21/2019 3:30,0.010991689,0.233291542,5.12,5.477777778,62.407,5.947
7/21/2019 3:45,0.011168628,0.237370422,5.13,5.461111111,62.3977,5.946
7/21/2019 4:00,0.011238638,0.237808901,5.12,5.422222222,62.4086,5.946
7/21/2019 4:15,0.011246444,0.240368398,5.11,5.4,62.3976,5.946
7/21/2019 4:30,0.011184148,0.236085574,5.1,5.361111111,62.3902,5.946
7/21/2019 4:45,0.011223042,0.236003997,5.09,5.322222222,62.3825,5.946
7/21/2019 5:00,0.011176385,0.234005346,5.08,5.3,62.3693,5.946
7/21/2019 5:15,0.011356297,0.239491439,5.08,5.277777778,62.3416,5.946
7/21/2019 5:30,0.011332667,0.23919572,5.08,5.238888889,62.3263,5.945
7/21/2019 5:45,0.011387881,0.238339156,5.09,5.222222222,62.3229,5.945
7/21/2019 6:00,0.011499116,0.24160226,5.09,5.177777778,62.3152,5.946
7/21/2019 6:15,0.011459265,0.240970033,5.08,5.161111111,62.3228,5.946
7/21/2019 6:30,0.011603378,0.241632851,5.1,5.138888889,62.3011,5.946
7/21/2019 6:45,0.011635649,0.242866712,5.11,5.122222222,62.2954,5.946
7/21/2019 7:00,0.011765631,0.243366375,5.14,5.1,62.2997,5.943
7/21/2019 7:15,0.011798353,0.24702717,5.2,5.1,62.2956,5.945
7/21/2019 7:30,0.011979956,0.251952418,5.28,5.1,62.2944,5.945
7/21/2019 7:45,0.011971641,0.241683837,5.36,5.122222222,62.293,5.944
7/21/2019 8:00,0.011988277,0.244539053,5.45,5.161111111,62.2947,5.94
7/21/2019 8:15,0.012113784,0.247200522,5.57,5.222222222,62.2847,5.942
7/21/2019 8:30,0.012139043,0.245701534,5.67,5.277777778,62.2936,5.943
7/21/2019 8:45,0.012343018,0.245874886,5.77,5.338888889,62.2873,5.944
7/21/2019 9:00,0.012515614,0.244426884,5.9,5.5,62.3134,5.943
7/21/2019 9:15,0.012699437,0.251789262,6.01,5.677777778,62.2975,5.943
7/21/2019 9:30,0.013075222,0.24593607,6.13,5.9,62.3283,5.944
7/21/2019 9:45,0.013258056,0.250647176,6.24,6.122222222,62.3304,5.944
7/21/2019 10:00,0.01357476,0.254532309,6.33,6.338888889,62.3386,5.943
7/21/2019 10:15,0.013707356,0.251330388,6.41,6.538888889,62.3473,5.943
7/21/2019 10:30,0.013908683,0.253879688,6.49,6.761111111,62.3443,5.943
7/21/2019 10:45,0.014181726,0.258560203,6.56,6.977777778,62.3466,5.942
7/21/2019 11:00,0.014350111,0.258437837,6.63,7.238888889,62.3604,5.942
7/21/2019 11:15,0.014340151,0.261068714,6.69,7.461111111,62.3941,5.941
7/21/2019 11:30,0.014201433,0.260518066,6.74,7.677777778,62.4121,5.94
7/21/2019 11:45,0.014240929,0.263281507,6.77,7.9,62.4141,5.94
7/21/2019 12:00,0.014280535,0.259896036,6.8,8.061111111,62.4235,5.941
7/21/2019 12:15,0.014122769,0.256398397,6.81,8.077777778,62.4401,5.941
7/21/2019 12:30,0.014440063,0.258121724,6.84,8.1,62.4699,5.942
7/21/2019 12:45,0.013957052,0.25270701,6.86,8.161111111,62.4653,5.942
7/21/2019 13:00,0.014152217,0.256112875,6.88,8.277777778,62.4796,5.943
7/21/2019 13:15,0.013976447,0.255786565,6.9,8.5,62.4791,5.944
7/21/2019 13:30,0.014171883,0.256357608,6.9,8.738888889,62.4752,5.945
7/21/2019 13:45,0.01379328,0.254705662,6.9,8.938888889,62.4813,5.946
7/21/2019 14:00,0.013976447,0.259926628,6.92,9.261111111,62.4895,5.947
7/21/2019 14:15,0.013471478,0.256765496,6.91,9.638888889,62.4881,5.947
7/21/2019 14:30,0.013452784,0.254073435,6.88,9.877777778,62.4917,5.947
7/21/2019 14:45,0.014103171,0.254940197,6.89,10.07777778,62.4925,5.947
7/21/2019 15:00,0.013735938,0.257489497,6.83,10.2,62.5069,5.947
7/21/2019 15:15,0.013527716,0.256520763,6.83,10.16111111,62.4835,5.947
7/21/2019 15:30,0.013387559,0.254481323,6.8,10.2,62.4699,5.946
7/21/2019 15:45,0.013304163,0.254950394,6.75,10.1,62.4692,5.946
7/21/2019 16:00,0.013267265,0.255480649,6.73,9.961111111,62.4524,5.946
7/21/2019 16:15,0.013212109,0.248597539,6.74,9.9,62.4568,5.944
7/21/2019 16:30,0.013212109,0.25059619,6.7,9.822222222,62.4262,5.943
7/21/2019 16:45,0.013102486,0.25423659,6.69,9.7,62.4203,5.941
7/21/2019 17:00,0.012939754,0.246303169,6.68,9.622222222,62.4081,5.939
7/21/2019 17:15,0.01289491,0.255480649,6.65,9.522222222,62.401,5.939
7/21/2019 17:30,0.012602814,0.248291623,6.62,9.4,62.3921,5.939
7/21/2019 17:45,0.012411769,0.24772058,6.53,9.261111111,62.3875,5.938
7/21/2019 18:00,0.012139043,0.246374549,6.44,9.077777778,62.3615,5.939
7/21/2019 18:15,0.011897065,0.243957813,6.33,8.922222222,62.3521,5.939
7/21/2019 18:30,0.011839383,0.240827272,6.24,8.738888889,62.3469,5.939
7/21/2019 18:45,0.011905328,0.241734823,6.13,8.561111111,62.3123,5.939
7/21/2019 19:00,0.012013274,0.244192348,6.06,8.4,62.2965,5.937
7/21/2019 19:15,0.011938439,0.246792634,5.97,8.261111111,62.3104,5.936
7/21/2019 19:30,0.01187231,0.240113468,5.89,8.122222222,62.2975,5.934
7/21/2019 19:45,0.011749304,0.235718475,5.81,8,62.3075,5.932
7/21/2019 20:00,0.011724856,0.23777831,5.75,7.861111111,62.3119,5.93
7/21/2019 20:15,0.011635649,0.23766614,5.68,7.738888889,62.3164,5.929
7/21/2019 20:30,0.011595325,0.23333233,5.63,7.6,62.338,5.927
7/21/2019 20:45,0.011587276,0.23377081,5.56,7.5,62.3335,5.926
7/21/2019 21:00,0.01155514,0.233138584,5.51,7.377777778,62.3237,5.925
7/21/2019 21:15,0.011491134,0.234066529,5.46,7.3,62.3116,5.924
7/21/2019 21:30,0.011348415,0.235279996,5.41,7.2,62.3298,5.922
7/21/2019 21:45,0.011262072,0.232037286,5.36,7.122222222,62.343,5.922
7/21/2019 22:00,0.011230837,0.234637572,5.32,7.022222222,62.3514,5.92
7/21/2019 22:15,0.011184148,0.231466243,5.29,6.938888889,62.3553,5.919
7/21/2019 22:30,0.011106763,0.231690581,5.25,6.861111111,62.3481,5.918
7/21/2019 22:45,0.011145388,0.228784379,5.22,6.777777778,62.3504,5.917
7/21/2019 23:00,0.011091351,0.228835365,5.18,6.7,62.3676,5.916
7/21/2019 23:15,0.010930805,0.226765334,5.15,6.622222222,62.3853,5.915
7/21/2019 23:30,0.010968818,0.228111364,5.11,6.561111111,62.4,5.915
7/21/2019 23:45,0.010870257,0.224654513,5.09,6.5,62.4024,5.914
7/22/2019 0:00,0.010900489,0.226948883,5.06,6.461111111,62.4071,5.914
7/22/2019 0:15,0.010787552,0.226214685,5.04,6.4,62.4281,5.913
7/22/2019 0:30,0.01090806,0.228763985,5.03,6.338888889,62.4328,5.913
7/22/2019 0:45,0.010885363,0.228213336,5,6.277777778,62.4547,5.912
7/22/2019 1:00,0.01090806,0.227611701,4.97,6.238888889,62.4731,5.912
7/22/2019 1:15,0.010832586,0.228458069,4.95,6.177777778,62.4678,5.912
7/22/2019 1:30,0.010892923,0.226388037,4.93,6.138888889,62.4809,5.912
7/22/2019 1:45,0.010742705,0.225042007,4.91,6.1,62.4826,5.911
