"Plot Title: EC1"
"#","Date Time, GMT-05:00","Full Range, μS/cm (LGR S/N: 20636125, SEN S/N: 20636125)","Temp, °F (LGR S/N: 20636125, SEN S/N: 20636125)","Coupler Detached (LGR S/N: 20636125)","Coupler Attached (LGR S/N: 20636125)","Host Connected (LGR S/N: 20636125)","Stopped (LGR S/N: 20636125)","End Of File (LGR S/N: 20636125)"
56,07/17/19 02:00:00 AM,27.0,40.30,,,,,
57,07/17/19 02:15:00 AM,4.0,40.23,,,,,
58,07/17/19 02:30:00 AM,4.0,39.99,,,,,
59,07/17/19 02:45:00 AM,4.0,39.99,,,,,
60,07/17/19 03:00:00 AM,4.0,39.90,,,,,
61,07/17/19 03:15:00 AM,-1.6,39.96,,,,,
62,07/17/19 03:30:00 AM,27.0,39.81,,,,,
63,07/17/19 03:45:00 AM,4.0,39.76,,,,,
64,07/17/19 04:00:00 AM,-1.6,39.61,,,,,
65,07/17/19 04:15:00 AM,4.0,39.45,,,,,
66,07/17/19 04:30:00 AM,4.0,39.42,,,,,
67,07/17/19 04:45:00 AM,-1.6,39.47,,,,,
68,07/17/19 05:00:00 AM,-1.6,39.40,,,,,
69,07/17/19 05:15:00 AM,1.7,39.42,,,,,
70,07/17/19 05:30:00 AM,4.0,39.20,,,,,
71,07/17/19 05:45:00 AM,4.0,39.09,,,,,
72,07/17/19 06:00:00 AM,-1.6,39.16,,,,,
73,07/17/19 06:15:00 AM,4.0,39.24,,,,,
74,07/17/19 06:30:00 AM,4.0,39.04,,,,,
75,07/17/19 06:45:00 AM,-1.6,39.24,,,,,
76,07/17/19 07:00:00 AM,4.0,39.25,,,,,
77,07/17/19 07:15:00 AM,-1.6,39.31,,,,,
78,07/17/19 07:30:00 AM,-1.6,39.56,,,,,
79,07/17/19 07:45:00 AM,4.0,39.78,,,,,
80,07/17/19 08:00:00 AM,-1.6,39.85,,,,,
81,07/17/19 08:15:00 AM,4.0,39.97,,,,,
82,07/17/19 08:30:00 AM,4.0,40.26,,,,,
83,07/17/19 08:45:00 AM,-1.6,40.37,,,,,
84,07/17/19 09:00:00 AM,1.7,40.33,,,,,
85,07/17/19 09:15:00 AM,-1.6,40.30,,,,,
86,07/17/19 09:30:00 AM,-1.6,40.37,,,,,
87,07/17/19 09:45:00 AM,4.0,41.00,,,,,
88,07/17/19 10:00:00 AM,-1.6,41.47,,,,,
89,07/17/19 10:15:00 AM,-1.6,41.59,,,,,
90,07/17/19 10:30:00 AM,-1.6,41.58,,,,,
91,07/17/19 10:45:00 AM,4.0,41.40,,,,,
92,07/17/19 11:00:00 AM,-1.6,42.33,,,,,
93,07/17/19 11:15:00 AM,-1.6,42.57,,,,,
94,07/17/19 11:30:00 AM,4.0,43.52,,,,,
95,07/17/19 11:45:00 AM,4.0,44.37,,,,,
96,07/17/19 12:00:00 PM,-1.7,45.00,,,,,
97,07/17/19 12:15:00 PM,26.9,45.00,,,,,
98,07/17/19 12:30:00 PM,-1.7,44.53,,,,,
99,07/17/19 12:45:00 PM,4.0,44.62,,,,,
100,07/17/19 01:00:00 PM,-1.7,44.82,,,,,
101,07/17/19 01:15:00 PM,4.0,44.85,,,,,
102,07/17/19 01:30:00 PM,4.0,45.34,,,,,
103,07/17/19 01:45:00 PM,-1.7,45.48,,,,,
104,07/17/19 02:00:00 PM,4.0,45.64,,,,,
105,07/17/19 02:15:00 PM,4.0,45.73,,,,,
106,07/17/19 02:30:00 PM,26.9,46.24,,,,,
107,07/17/19 02:45:00 PM,4.0,46.54,,,,,
108,07/17/19 03:00:00 PM,-1.7,45.86,,,,,
109,07/17/19 03:15:00 PM,1.7,45.95,,,,,
110,07/17/19 03:30:00 PM,-1.7,46.51,,,,,
111,07/17/19 03:45:00 PM,-1.7,46.36,,,,,
112,07/17/19 04:00:00 PM,26.9,46.13,,,,,
113,07/17/19 04:15:00 PM,4.0,45.70,,,,,
114,07/17/19 04:30:00 PM,26.9,45.21,,,,,
115,07/17/19 04:45:00 PM,-1.7,45.05,,,,,
116,07/17/19 05:00:00 PM,1.7,44.82,,,,,
117,07/17/19 05:15:00 PM,4.0,44.37,,,,,
118,07/17/19 05:30:00 PM,4.0,43.90,,,,,
119,07/17/19 05:45:00 PM,4.0,43.74,,,,,
120,07/17/19 06:00:00 PM,4.0,43.02,,,,,
121,07/17/19 06:15:00 PM,26.9,42.57,,,,,
122,07/17/19 06:30:00 PM,4.0,42.12,,,,,
123,07/17/19 06:45:00 PM,4.0,41.76,,,,,
124,07/17/19 07:00:00 PM,4.0,41.54,,,,,
125,07/17/19 07:15:00 PM,4.0,41.16,,,,,
126,07/17/19 07:30:00 PM,27.0,40.55,,,,,
127,07/17/19 07:45:00 PM,4.0,40.50,,,,,
128,07/17/19 08:00:00 PM,4.0,40.33,,,,,
129,07/17/19 08:15:00 PM,-1.6,40.08,,,,,
130,07/17/19 08:30:00 PM,4.0,40.05,,,,,
131,07/17/19 08:45:00 PM,1.7,40.06,,,,,
132,07/17/19 09:00:00 PM,4.0,40.05,,,,,
133,07/17/19 09:15:00 PM,1.7,39.92,,,,,
134,07/17/19 09:30:00 PM,4.0,39.90,,,,,
135,07/17/19 09:45:00 PM,-1.6,39.56,,,,,
136,07/17/19 10:00:00 PM,4.0,39.52,,,,,
137,07/17/19 10:15:00 PM,4.0,39.42,,,,,
138,07/17/19 10:30:00 PM,-1.6,39.60,,,,,
139,07/17/19 10:45:00 PM,27.0,39.61,,,,,
140,07/17/19 11:00:00 PM,-1.6,39.56,,,,,
141,07/17/19 11:15:00 PM,-1.6,39.60,,,,,
142,07/17/19 11:30:00 PM,4.0,39.47,,,,,
143,07/17/19 11:45:00 PM,-1.6,39.18,,,,,
144,07/18/19 12:00:00 AM,-1.6,39.00,,,,,
145,07/18/19 12:15:00 AM,27.0,38.88,,,,,
146,07/18/19 12:30:00 AM,1.7,38.73,,,,,
147,07/18/19 12:45:00 AM,1.7,38.53,,,,,
148,07/18/19 01:00:00 AM,-1.6,38.37,,,,,
149,07/18/19 01:15:00 AM,1.7,38.37,,,,,
150,07/18/19 01:30:00 AM,1.7,38.16,,,,,
151,07/18/19 01:45:00 AM,1.7,38.08,,,,,
152,07/18/19 02:00:00 AM,-1.6,38.14,,,,,
153,07/18/19 02:15:00 AM,4.0,38.08,,,,,
154,07/18/19 02:30:00 AM,27.0,38.05,,,,,
155,07/18/19 02:45:00 AM,1.7,38.19,,,,,
156,07/18/19 03:00:00 AM,27.0,38.19,,,,,
157,07/18/19 03:15:00 AM,-1.6,38.35,,,,,
158,07/18/19 03:30:00 AM,4.0,38.32,,,,,
159,07/18/19 03:45:00 AM,27.0,38.37,,,,,
160,07/18/19 04:00:00 AM,4.0,38.46,,,,,
161,07/18/19 04:15:00 AM,-1.6,38.39,,,,,
162,07/18/19 04:30:00 AM,-1.6,38.35,,,,,
163,07/18/19 04:45:00 AM,-1.6,38.39,,,,,
164,07/18/19 05:00:00 AM,4.0,38.52,,,,,
165,07/18/19 05:15:00 AM,-1.6,38.59,,,,,
166,07/18/19 05:30:00 AM,4.0,38.68,,,,,
167,07/18/19 05:45:00 AM,-1.6,38.64,,,,,
168,07/18/19 06:00:00 AM,-1.6,38.64,,,,,
169,07/18/19 06:15:00 AM,1.7,38.66,,,,,
170,07/18/19 06:30:00 AM,1.7,38.71,,,,,
171,07/18/19 06:45:00 AM,27.0,38.82,,,,,
172,07/18/19 07:00:00 AM,1.7,38.82,,,,,
173,07/18/19 07:15:00 AM,4.0,38.97,,,,,
174,07/18/19 07:30:00 AM,27.0,39.07,,,,,
175,07/18/19 07:45:00 AM,-1.6,39.04,,,,,
176,07/18/19 08:00:00 AM,1.7,39.18,,,,,
177,07/18/19 08:15:00 AM,1.7,39.33,,,,,
178,07/18/19 08:30:00 AM,4.0,39.25,,,,,
179,07/18/19 08:45:00 AM,4.0,39.56,,,,,
180,07/18/19 09:00:00 AM,-1.6,40.42,,,,,
181,07/18/19 09:15:00 AM,-1.6,40.80,,,,,
182,07/18/19 09:30:00 AM,1.7,41.07,,,,,
183,07/18/19 09:45:00 AM,1.7,41.79,,,,,
184,07/18/19 10:00:00 AM,-1.6,42.10,,,,,
185,07/18/19 10:15:00 AM,-1.7,42.84,,,,,
186,07/18/19 10:30:00 AM,1.7,43.12,,,,,
187,07/18/19 10:45:00 AM,4.0,43.57,,,,,
188,07/18/19 11:00:00 AM,-1.7,44.31,,,,,
189,07/18/19 11:15:00 AM,4.0,44.71,,,,,
190,07/18/19 11:30:00 AM,26.9,45.05,,,,,
191,07/18/19 11:45:00 AM,26.9,45.19,,,,,
192,07/18/19 12:00:00 PM,-1.7,45.03,,,,,
193,07/18/19 12:15:00 PM,26.9,45.84,,,,,
194,07/18/19 12:30:00 PM,26.8,46.96,,,,,
195,07/18/19 12:45:00 PM,4.0,47.50,,,,,
196,07/18/19 01:00:00 PM,1.7,47.32,,,,,
197,07/18/19 01:15:00 PM,26.8,46.76,,,,,
198,07/18/19 01:30:00 PM,4.0,46.60,,,,,
199,07/18/19 01:45:00 PM,26.8,47.26,,,,,
200,07/18/19 02:00:00 PM,4.0,47.08,,,,,
201,07/18/19 02:15:00 PM,4.0,46.24,,,,,
202,07/18/19 02:30:00 PM,4.0,46.22,,,,,
203,07/18/19 02:31:52 PM,,,,Logged,,,
204,07/18/19 02:32:29 PM,,,,,Logged,,
205,07/18/19 02:34:09 PM,,,Logged,,,,
206,07/18/19 02:45:00 PM,6.6,51.24,,,,,
207,07/18/19 03:00:00 PM,6.9,51.49,,,,,
208,07/18/19 03:15:00 PM,6.9,51.66,,,,,
209,07/18/19 03:30:00 PM,6.9,51.67,,,,,
210,07/18/19 03:45:00 PM,6.9,51.75,,,,,
211,07/18/19 04:00:00 PM,6.6,51.75,,,,,
212,07/18/19 04:15:00 PM,6.6,51.58,,,,,
213,07/18/19 04:30:00 PM,6.9,51.46,,,,,
214,07/18/19 04:45:00 PM,6.6,51.35,,,,,
215,07/18/19 05:00:00 PM,6.9,50.92,,,,,
216,07/18/19 05:15:00 PM,6.6,50.47,,,,,
217,07/18/19 05:30:00 PM,6.9,50.07,,,,,
218,07/18/19 05:45:00 PM,6.9,49.77,,,,,
219,07/18/19 06:00:00 PM,6.9,49.39,,,,,
220,07/18/19 06:15:00 PM,7.0,49.03,,,,,
221,07/18/19 06:30:00 PM,7.0,48.67,,,,,
222,07/18/19 06:45:00 PM,7.0,48.34,,,,,
223,07/18/19 07:00:00 PM,7.0,48.11,,,,,
224,07/18/19 07:15:00 PM,7.0,47.82,,,,,
225,07/18/19 07:30:00 PM,7.0,47.61,,,,,
226,07/18/19 07:45:00 PM,7.0,47.39,,,,,
227,07/18/19 08:00:00 PM,7.0,47.19,,,,,
228,07/18/19 08:15:00 PM,7.0,47.05,,,,,
229,07/18/19 08:30:00 PM,7.0,46.83,,,,,
230,07/18/19 08:45:00 PM,7.0,46.67,,,,,
231,07/18/19 09:00:00 PM,7.0,46.54,,,,,
232,07/18/19 09:15:00 PM,7.0,46.36,,,,,
233,07/18/19 09:30:00 PM,7.0,46.17,,,,,
234,07/18/19 09:45:00 PM,7.0,46.02,,,,,
235,07/18/19 10:00:00 PM,7.0,45.86,,,,,
236,07/18/19 10:15:00 PM,7.0,45.70,,,,,
237,07/18/19 10:30:00 PM,7.0,45.50,,,,,
238,07/18/19 10:45:00 PM,7.0,45.34,,,,,
239,07/18/19 11:00:00 PM,7.0,45.19,,,,,
240,07/18/19 11:15:00 PM,7.0,45.07,,,,,
241,07/18/19 11:30:00 PM,7.0,44.91,,,,,
242,07/18/19 11:45:00 PM,7.0,44.74,,,,,
243,07/19/19 12:00:00 AM,7.0,44.64,,,,,
244,07/19/19 12:15:00 AM,7.0,44.53,,,,,
245,07/19/19 12:30:00 AM,7.0,44.47,,,,,
246,07/19/19 12:45:00 AM,7.0,44.44,,,,,
247,07/19/19 01:00:00 AM,7.0,44.31,,,,,
248,07/19/19 01:15:00 AM,7.0,44.19,,,,,
249,07/19/19 01:30:00 AM,7.0,44.10,,,,,
250,07/19/19 01:45:00 AM,7.0,44.02,,,,,
251,07/19/19 02:00:00 AM,7.0,43.93,,,,,
252,07/19/19 02:15:00 AM,7.0,43.83,,,,,
253,07/19/19 02:30:00 AM,7.0,43.75,,,,,
254,07/19/19 02:45:00 AM,7.0,43.72,,,,,
255,07/19/19 03:00:00 AM,7.0,43.66,,,,,
256,07/19/19 03:15:00 AM,7.0,43.57,,,,,
257,07/19/19 03:30:00 AM,7.0,43.50,,,,,
258,07/19/19 03:45:00 AM,7.0,43.41,,,,,
259,07/19/19 04:00:00 AM,7.0,43.30,,,,,
260,07/19/19 04:15:00 AM,7.0,43.14,,,,,
261,07/19/19 04:30:00 AM,7.0,42.85,,,,,
262,07/19/19 04:45:00 AM,7.0,42.46,,,,,
263,07/19/19 05:00:00 AM,7.0,42.17,,,,,
264,07/19/19 05:15:00 AM,7.7,41.97,,,,,
265,07/19/19 05:30:00 AM,7.0,41.76,,,,,
266,07/19/19 05:45:00 AM,7.0,41.52,,,,,
267,07/19/19 06:00:00 AM,7.0,41.43,,,,,
268,07/19/19 06:15:00 AM,7.0,41.43,,,,,
269,07/19/19 06:30:00 AM,7.0,41.43,,,,,
270,07/19/19 06:45:00 AM,7.0,41.45,,,,,
271,07/19/19 07:00:00 AM,7.0,41.47,,,,,
272,07/19/19 07:15:00 AM,7.0,41.52,,,,,
273,07/19/19 07:30:00 AM,7.0,41.58,,,,,
274,07/19/19 07:45:00 AM,7.0,41.65,,,,,
275,07/19/19 08:00:00 AM,7.0,41.72,,,,,
276,07/19/19 08:15:00 AM,7.0,41.83,,,,,
277,07/19/19 08:30:00 AM,7.0,41.95,,,,,
278,07/19/19 08:45:00 AM,7.0,42.06,,,,,
279,07/19/19 09:00:00 AM,7.0,42.21,,,,,
280,07/19/19 09:15:00 AM,7.0,42.67,,,,,
281,07/19/19 09:30:00 AM,7.0,43.00,,,,,
282,07/19/19 09:45:00 AM,7.0,43.63,,,,,
283,07/19/19 10:00:00 AM,7.0,43.97,,,,,
284,07/19/19 10:15:00 AM,7.0,44.31,,,,,
285,07/19/19 10:30:00 AM,7.0,44.53,,,,,
286,07/19/19 10:45:00 AM,7.0,44.71,,,,,
287,07/19/19 11:00:00 AM,7.0,44.98,,,,,
288,07/19/19 11:15:00 AM,7.0,45.59,,,,,
289,07/19/19 11:30:00 AM,7.0,45.84,,,,,
290,07/19/19 11:45:00 AM,7.0,45.91,,,,,
291,07/19/19 12:00:00 PM,7.0,46.06,,,,,
292,07/19/19 12:15:00 PM,7.0,47.16,,,,,
293,07/19/19 12:30:00 PM,7.0,47.68,,,,,
294,07/19/19 12:45:00 PM,7.0,47.98,,,,,
295,07/19/19 01:00:00 PM,7.0,48.56,,,,,
296,07/19/19 01:15:00 PM,7.0,48.87,,,,,
297,07/19/19 01:30:00 PM,7.7,49.33,,,,,
298,07/19/19 01:45:00 PM,6.9,49.37,,,,,
299,07/19/19 02:00:00 PM,6.9,49.55,,,,,
300,07/19/19 02:15:00 PM,6.9,50.00,,,,,
301,07/19/19 02:26:23 PM,,,,Logged,,,
302,07/19/19 02:26:31 PM,,,,,Logged,,
303,07/19/19 02:27:04 PM,,,Logged,,,,
304,07/19/19 02:30:00 PM,6.9,50.29,,,,,
305,07/19/19 02:45:00 PM,7.7,50.05,,,,,
306,07/19/19 03:00:00 PM,6.9,49.73,,,,,
307,07/19/19 03:15:00 PM,7.7,49.39,,,,,
308,07/19/19 03:30:00 PM,6.9,49.26,,,,,
309,07/19/19 03:45:00 PM,6.9,49.15,,,,,
310,07/19/19 04:00:00 PM,7.0,48.87,,,,,
311,07/19/19 04:15:00 PM,7.0,48.63,,,,,
312,07/19/19 04:30:00 PM,7.0,48.45,,,,,
313,07/19/19 04:45:00 PM,7.0,48.16,,,,,
314,07/19/19 05:00:00 PM,7.0,47.97,,,,,
315,07/19/19 05:15:00 PM,7.7,47.62,,,,,
316,07/19/19 05:30:00 PM,7.0,47.35,,,,,
317,07/19/19 05:45:00 PM,7.0,47.10,,,,,
318,07/19/19 06:00:00 PM,7.0,46.89,,,,,
319,07/19/19 06:15:00 PM,7.0,46.60,,,,,
320,07/19/19 06:30:00 PM,7.0,46.35,,,,,
321,07/19/19 06:45:00 PM,7.0,46.09,,,,,
322,07/19/19 07:00:00 PM,7.0,45.91,,,,,
323,07/19/19 07:15:00 PM,7.0,45.73,,,,,
324,07/19/19 07:30:00 PM,7.0,45.55,,,,,
325,07/19/19 07:45:00 PM,7.7,45.41,,,,,
326,07/19/19 08:00:00 PM,7.0,45.27,,,,,
327,07/19/19 08:15:00 PM,7.0,45.10,,,,,
328,07/19/19 08:30:00 PM,7.0,44.96,,,,,
329,07/19/19 08:45:00 PM,7.0,44.85,,,,,
330,07/19/19 09:00:00 PM,7.0,44.74,,,,,
331,07/19/19 09:15:00 PM,7.0,44.64,,,,,
332,07/19/19 09:30:00 PM,7.0,44.56,,,,,
333,07/19/19 09:45:00 PM,7.0,44.53,,,,,
334,07/19/19 10:00:00 PM,7.0,44.46,,,,,
335,07/19/19 10:15:00 PM,7.0,44.37,,,,,
336,07/19/19 10:30:00 PM,7.0,44.31,,,,,
337,07/19/19 10:45:00 PM,7.7,44.19,,,,,
338,07/19/19 11:00:00 PM,7.7,44.11,,,,,
339,07/19/19 11:15:00 PM,7.0,44.01,,,,,
340,07/19/19 11:30:00 PM,7.0,43.90,,,,,
341,07/19/19 11:45:00 PM,7.0,43.75,,,,,
342,07/20/19 12:00:00 AM,7.7,43.66,,,,,
343,07/20/19 12:15:00 AM,7.0,43.63,,,,,
344,07/20/19 12:30:00 AM,7.7,43.56,,,,,
345,07/20/19 12:45:00 AM,7.0,43.43,,,,,
346,07/20/19 01:00:00 AM,7.0,43.38,,,,,
347,07/20/19 01:15:00 AM,7.0,43.30,,,,,
348,07/20/19 01:30:00 AM,7.0,43.23,,,,,
349,07/20/19 01:45:00 AM,7.0,43.20,,,,,
350,07/20/19 02:00:00 AM,7.0,43.12,,,,,
351,07/20/19 02:15:00 AM,7.0,43.05,,,,,
352,07/20/19 02:30:00 AM,7.0,42.94,,,,,
353,07/20/19 02:45:00 AM,7.0,42.87,,,,,
354,07/20/19 03:00:00 AM,7.0,42.80,,,,,
355,07/20/19 03:15:00 AM,7.0,42.75,,,,,
356,07/20/19 03:30:00 AM,7.0,42.64,,,,,
357,07/20/19 03:45:00 AM,7.7,42.55,,,,,
358,07/20/19 04:00:00 AM,7.0,42.46,,,,,
359,07/20/19 04:15:00 AM,7.0,42.35,,,,,
360,07/20/19 04:30:00 AM,7.7,42.28,,,,,
361,07/20/19 04:45:00 AM,7.0,42.24,,,,,
362,07/20/19 05:00:00 AM,7.7,42.13,,,,,
363,07/20/19 05:15:00 AM,7.0,42.04,,,,,
364,07/20/19 05:30:00 AM,7.7,41.99,,,,,
365,07/20/19 05:45:00 AM,7.0,41.90,,,,,
366,07/20/19 06:00:00 AM,7.0,41.74,,,,,
367,07/20/19 06:15:00 AM,7.0,41.67,,,,,
368,07/20/19 06:30:00 AM,7.0,41.52,,,,,
369,07/20/19 06:45:00 AM,7.0,41.50,,,,,
370,07/20/19 07:00:00 AM,7.7,41.50,,,,,
371,07/20/19 07:15:00 AM,7.0,41.54,,,,,
372,07/20/19 07:30:00 AM,7.0,41.54,,,,,
373,07/20/19 07:45:00 AM,7.0,41.59,,,,,
374,07/20/19 08:00:00 AM,7.0,41.61,,,,,
375,07/20/19 08:15:00 AM,7.0,41.68,,,,,
376,07/20/19 08:30:00 AM,7.0,41.90,,,,,
377,07/20/19 08:45:00 AM,7.0,42.10,,,,,
378,07/20/19 09:00:00 AM,7.0,42.26,,,,,
379,07/20/19 09:15:00 AM,7.0,42.39,,,,,
380,07/20/19 09:30:00 AM,7.0,42.55,,,,,
381,07/20/19 09:45:00 AM,7.0,42.71,,,,,
382,07/20/19 10:00:00 AM,7.0,42.94,,,,,
383,07/20/19 10:15:00 AM,7.0,43.16,,,,,
384,07/20/19 10:30:00 AM,7.0,43.43,,,,,
385,07/20/19 10:45:00 AM,7.0,43.65,,,,,
386,07/20/19 11:00:00 AM,7.0,43.93,,,,,
387,07/20/19 11:15:00 AM,7.0,44.37,,,,,
388,07/20/19 11:30:00 AM,7.0,44.78,,,,,
389,07/20/19 11:45:00 AM,7.0,45.19,,,,,
390,07/20/19 12:00:00 PM,7.0,45.50,,,,,
391,07/20/19 12:15:00 PM,7.0,45.86,,,,,
392,07/20/19 12:30:00 PM,7.0,46.17,,,,,
393,07/20/19 12:45:00 PM,6.6,46.38,,,,,
394,07/20/19 01:00:00 PM,7.0,46.60,,,,,
395,07/20/19 01:15:00 PM,6.6,46.80,,,,,
396,07/20/19 01:30:00 PM,7.3,47.03,,,,,
397,07/20/19 01:45:00 PM,6.6,47.34,,,,,
398,07/20/19 02:00:00 PM,7.3,47.41,,,,,
399,07/20/19 02:15:00 PM,7.3,47.53,,,,,
400,07/20/19 02:30:00 PM,7.0,47.71,,,,,
401,07/20/19 02:45:00 PM,6.6,48.00,,,,,
402,07/20/19 03:00:00 PM,6.6,48.04,,,,,
403,07/20/19 03:15:00 PM,6.6,48.04,,,,,
404,07/20/19 03:30:00 PM,6.6,48.04,,,,,
405,07/20/19 03:45:00 PM,6.6,48.04,,,,,
406,07/20/19 04:00:00 PM,7.3,47.98,,,,,
407,07/20/19 04:15:00 PM,6.6,47.91,,,,,
408,07/20/19 04:30:00 PM,6.6,47.84,,,,,
409,07/20/19 04:45:00 PM,6.6,47.68,,,,,
410,07/20/19 05:00:00 PM,6.6,47.41,,,,,
411,07/20/19 05:15:00 PM,6.6,47.32,,,,,
412,07/20/19 05:30:00 PM,6.6,47.16,,,,,
413,07/20/19 05:45:00 PM,6.6,46.94,,,,,
414,07/20/19 06:00:00 PM,6.6,46.74,,,,,
415,07/20/19 06:15:00 PM,6.6,46.47,,,,,
416,07/20/19 06:30:00 PM,6.6,46.24,,,,,
417,07/20/19 06:45:00 PM,6.6,45.95,,,,,
418,07/20/19 07:00:00 PM,7.3,45.73,,,,,
419,07/20/19 07:15:00 PM,6.6,45.55,,,,,
420,07/20/19 07:30:00 PM,7.3,45.34,,,,,
421,07/20/19 07:45:00 PM,6.6,45.19,,,,,
422,07/20/19 08:00:00 PM,6.6,45.00,,,,,
423,07/20/19 08:15:00 PM,6.6,44.85,,,,,
424,07/20/19 08:30:00 PM,7.4,44.69,,,,,
425,07/20/19 08:45:00 PM,7.0,44.56,,,,,
426,07/20/19 09:00:00 PM,7.0,44.46,,,,,
427,07/20/19 09:15:00 PM,6.6,44.29,,,,,
428,07/20/19 09:30:00 PM,7.0,44.19,,,,,
429,07/20/19 09:45:00 PM,7.0,44.08,,,,,
430,07/20/19 10:00:00 PM,7.0,44.01,,,,,
431,07/20/19 10:15:00 PM,7.0,43.86,,,,,
432,07/20/19 10:30:00 PM,7.0,43.75,,,,,
433,07/20/19 10:45:00 PM,7.0,43.65,,,,,
434,07/20/19 11:00:00 PM,7.0,43.57,,,,,
435,07/20/19 11:15:00 PM,7.0,43.45,,,,,
436,07/20/19 11:30:00 PM,6.6,43.36,,,,,
437,07/20/19 11:45:00 PM,7.0,43.23,,,,,
438,07/21/19 12:00:00 AM,7.0,43.16,,,,,
439,07/21/19 12:15:00 AM,7.0,43.07,,,,,
440,07/21/19 12:30:00 AM,7.0,42.94,,,,,
441,07/21/19 12:45:00 AM,6.6,42.87,,,,,
442,07/21/19 01:00:00 AM,7.0,42.80,,,,,
443,07/21/19 01:15:00 AM,7.0,42.71,,,,,
444,07/21/19 01:30:00 AM,7.0,42.64,,,,,
445,07/21/19 01:45:00 AM,7.0,42.60,,,,,
446,07/21/19 02:00:00 AM,7.0,42.57,,,,,
447,07/21/19 02:15:00 AM,7.0,42.49,,,,,
448,07/21/19 02:30:00 AM,7.0,42.42,,,,,
449,07/21/19 02:45:00 AM,7.0,42.39,,,,,
450,07/21/19 03:00:00 AM,7.0,42.33,,,,,
451,07/21/19 03:15:00 AM,7.0,42.26,,,,,
452,07/21/19 03:30:00 AM,7.0,42.21,,,,,
