Date,Time,Time Zone,Delta,Voltage (V)
7/12/2019,13:50:20,-05:00,+01:06:00,0.4155
7/12/2019,13:51:20,-05:00,+01:07:00,0.414
7/12/2019,13:52:20,-05:00,+01:08:00,0.415
7/12/2019,13:53:20,-05:00,+01:09:00,0.4115
7/12/2019,13:54:20,-05:00,+01:10:00,0.4125
7/12/2019,13:55:20,-05:00,+01:11:00,0.413
7/12/2019,13:56:20,-05:00,+01:12:00,0.4085
7/12/2019,13:57:20,-05:00,+01:13:00,0.409
7/12/2019,13:58:20,-05:00,+01:14:00,0.407
7/12/2019,13:59:20,-05:00,+01:15:00,0.4055
7/12/2019,14:00:20,-05:00,+01:16:00,0.4065
7/12/2019,14:01:20,-05:00,+01:17:00,0.405
7/12/2019,14:02:20,-05:00,+01:18:00,0.4045
7/12/2019,14:03:20,-05:00,+01:19:00,0.4045
7/12/2019,14:04:20,-05:00,+01:20:00,0.4025
7/12/2019,14:05:20,-05:00,+01:21:00,0.402
7/12/2019,14:06:20,-05:00,+01:22:00,0.399
7/12/2019,14:07:20,-05:00,+01:23:00,0.402
7/12/2019,14:08:20,-05:00,+01:24:00,0.398
7/12/2019,14:09:20,-05:00,+01:25:00,0.3985
7/12/2019,14:10:20,-05:00,+01:26:00,0.399
7/12/2019,14:11:20,-05:00,+01:27:00,0.396
7/12/2019,14:12:20,-05:00,+01:28:00,0.395
7/12/2019,14:13:20,-05:00,+01:29:00,0.3945
7/12/2019,14:14:20,-05:00,+01:30:00,0.3925
7/12/2019,14:15:20,-05:00,+01:31:00,0.394
7/12/2019,14:16:20,-05:00,+01:32:00,0.3915
7/12/2019,14:17:20,-05:00,+01:33:00,0.392
7/12/2019,14:18:20,-05:00,+01:34:00,0.3895
7/12/2019,14:19:20,-05:00,+01:35:00,0.393
7/12/2019,14:20:20,-05:00,+01:36:00,0.397
7/12/2019,14:21:20,-05:00,+01:37:00,0.4025
7/12/2019,14:22:20,-05:00,+01:38:00,0.4025
7/12/2019,14:23:20,-05:00,+01:39:00,0.4025
7/12/2019,14:24:20,-05:00,+01:40:00,0.402
7/12/2019,14:25:20,-05:00,+01:41:00,0.401
7/12/2019,14:26:20,-05:00,+01:42:00,0.4035
7/12/2019,14:27:20,-05:00,+01:43:00,0.4015
7/12/2019,14:28:20,-05:00,+01:44:00,0.3995
7/12/2019,14:29:20,-05:00,+01:45:00,0.3995
7/12/2019,14:30:20,-05:00,+01:46:00,0.3985
7/12/2019,14:31:20,-05:00,+01:47:00,0.398
7/12/2019,14:32:20,-05:00,+01:48:00,0.395
7/12/2019,14:33:20,-05:00,+01:49:00,0.393
7/12/2019,14:34:20,-05:00,+01:50:00,0.393
7/12/2019,14:35:20,-05:00,+01:51:00,0.3895
7/12/2019,14:36:20,-05:00,+01:52:00,0.3875
7/12/2019,14:37:20,-05:00,+01:53:00,0.3875
7/12/2019,14:38:20,-05:00,+01:54:00,0.3855
7/12/2019,14:39:20,-05:00,+01:55:00,0.384
7/12/2019,14:40:20,-05:00,+01:56:00,0.382
7/12/2019,14:41:20,-05:00,+01:57:00,0.3815
7/12/2019,14:42:20,-05:00,+01:58:00,0.3815
7/12/2019,14:43:20,-05:00,+01:59:00,0.382
7/12/2019,14:44:20,-05:00,+02:00:00,0.3795
7/12/2019,14:45:20,-05:00,+02:01:00,0.3805
7/12/2019,14:46:20,-05:00,+02:02:00,0.3795
7/12/2019,14:47:20,-05:00,+02:03:00,0.378
7/12/2019,14:48:20,-05:00,+02:04:00,0.376
7/12/2019,14:49:20,-05:00,+02:05:00,0.375
7/12/2019,14:50:20,-05:00,+02:06:00,0.376
7/12/2019,14:51:20,-05:00,+02:07:00,0.3745
7/12/2019,14:52:20,-05:00,+02:08:00,0.37
7/12/2019,14:53:20,-05:00,+02:09:00,0.3705
7/12/2019,14:54:20,-05:00,+02:10:00,0.371
7/12/2019,14:55:20,-05:00,+02:11:00,0.3725
7/12/2019,14:56:20,-05:00,+02:12:00,0.3705
7/12/2019,14:57:20,-05:00,+02:13:00,0.369
7/12/2019,14:58:20,-05:00,+02:14:00,0.369
7/12/2019,14:59:20,-05:00,+02:15:00,0.369
7/12/2019,15:00:20,-05:00,+02:16:00,0.3675
7/12/2019,15:01:20,-05:00,+02:17:00,0.3675
7/12/2019,15:02:20,-05:00,+02:18:00,0.3665
7/12/2019,15:03:20,-05:00,+02:19:00,0.365
7/12/2019,15:04:20,-05:00,+02:20:00,0.3665
7/12/2019,15:05:20,-05:00,+02:21:00,0.36
7/12/2019,15:06:20,-05:00,+02:22:00,0.3565
7/12/2019,15:07:20,-05:00,+02:23:00,0.3635
7/12/2019,15:08:20,-05:00,+02:24:00,0.357
7/12/2019,15:09:20,-05:00,+02:25:00,0.36
7/12/2019,15:10:20,-05:00,+02:26:00,0.3595
7/12/2019,15:11:20,-05:00,+02:27:00,0.363
7/12/2019,15:12:20,-05:00,+02:28:00,0.373
7/12/2019,15:13:20,-05:00,+02:29:00,0.38
7/12/2019,15:14:20,-05:00,+02:30:00,0.391
7/12/2019,15:15:20,-05:00,+02:31:00,0.3975
7/12/2019,15:16:20,-05:00,+02:32:00,0.402
7/12/2019,15:17:20,-05:00,+02:33:00,0.401
7/12/2019,15:18:20,-05:00,+02:34:00,0.4015
7/12/2019,15:19:20,-05:00,+02:35:00,0.397
7/12/2019,15:20:20,-05:00,+02:36:00,0.397
7/12/2019,15:21:20,-05:00,+02:37:00,0.394
7/12/2019,15:22:20,-05:00,+02:38:00,0.391
7/12/2019,15:23:20,-05:00,+02:39:00,0.393
7/12/2019,15:24:20,-05:00,+02:40:00,0.3895
7/12/2019,15:25:20,-05:00,+02:41:00,0.3885
7/12/2019,15:26:20,-05:00,+02:42:00,0.3845
7/12/2019,15:27:20,-05:00,+02:43:00,0.3855
7/12/2019,15:28:20,-05:00,+02:44:00,0.385
7/12/2019,15:29:20,-05:00,+02:45:00,0.385
7/12/2019,15:30:20,-05:00,+02:46:00,0.386
7/12/2019,15:31:20,-05:00,+02:47:00,0.389
7/12/2019,15:32:20,-05:00,+02:48:00,0.3975
7/12/2019,15:33:20,-05:00,+02:49:00,0.403
7/12/2019,15:34:20,-05:00,+02:50:00,0.4075
7/12/2019,15:35:20,-05:00,+02:51:00,0.407
7/12/2019,15:36:20,-05:00,+02:52:00,0.409
7/12/2019,15:37:20,-05:00,+02:53:00,0.4085
7/12/2019,15:38:20,-05:00,+02:54:00,0.4075
7/12/2019,15:39:20,-05:00,+02:55:00,0.4055
7/12/2019,15:40:20,-05:00,+02:56:00,0.4035
7/12/2019,15:41:20,-05:00,+02:57:00,0.4015
7/12/2019,15:42:20,-05:00,+02:58:00,0.3995
7/12/2019,15:43:20,-05:00,+02:59:00,0.4
7/12/2019,15:44:20,-05:00,+03:00:00,0.3955
7/12/2019,15:45:20,-05:00,+03:01:00,0.395
7/12/2019,15:46:20,-05:00,+03:02:00,0.3925
7/12/2019,15:47:20,-05:00,+03:03:00,0.3895
7/12/2019,15:48:20,-05:00,+03:04:00,0.389
7/12/2019,15:49:20,-05:00,+03:05:00,0.3865
7/12/2019,15:50:20,-05:00,+03:06:00,0.3835
7/12/2019,15:51:20,-05:00,+03:07:00,0.385
7/12/2019,15:52:20,-05:00,+03:08:00,0.38
7/12/2019,15:53:20,-05:00,+03:09:00,0.379
7/12/2019,15:54:20,-05:00,+03:10:00,0.3845
7/12/2019,15:55:20,-05:00,+03:11:00,0.3935
7/12/2019,15:56:20,-05:00,+03:12:00,0.401
7/12/2019,15:57:20,-05:00,+03:13:00,0.4065
7/12/2019,15:58:20,-05:00,+03:14:00,0.412
7/12/2019,15:59:20,-05:00,+03:15:00,0.416
7/12/2019,16:00:20,-05:00,+03:16:00,0.4155
7/12/2019,16:01:20,-05:00,+03:17:00,0.42
7/12/2019,16:02:20,-05:00,+03:18:00,0.409
7/12/2019,16:03:20,-05:00,+03:19:00,0.3925
7/12/2019,16:04:20,-05:00,+03:20:00,0.3635
7/12/2019,16:05:20,-05:00,+03:21:00,0.338
7/12/2019,16:06:20,-05:00,+03:22:00,0.322
7/12/2019,16:07:20,-05:00,+03:23:00,0.3065
7/12/2019,16:08:20,-05:00,+03:24:00,0.293
7/12/2019,16:09:20,-05:00,+03:25:00,0.2855
7/12/2019,16:10:20,-05:00,+03:26:00,0.2785
7/12/2019,16:11:20,-05:00,+03:27:00,0.2755
7/12/2019,16:12:20,-05:00,+03:28:00,0.2685
7/12/2019,16:13:20,-05:00,+03:29:00,0.2645
7/12/2019,16:14:20,-05:00,+03:30:00,0.263
7/12/2019,16:15:20,-05:00,+03:31:00,0.2625
