Date,Time,ms,LEVEL,TEMPERATURE,Timestamp
7/12/2019,7:12:49 PM,0,0.7887,6.162,7/12/19 19:12:49
7/12/2019,7:27:49 PM,0,0.7871,6.163,7/12/19 19:27:49
7/12/2019,7:42:49 PM,0,0.7864,6.166,7/12/19 19:42:49
7/12/2019,7:57:49 PM,0,0.7874,6.17,7/12/19 19:57:49
7/12/2019,8:12:49 PM,0,0.786,6.171,7/12/19 20:12:49
7/12/2019,8:27:49 PM,0,0.7875,6.174,7/12/19 20:27:49
7/12/2019,8:42:49 PM,0,0.787,6.175,7/12/19 20:42:49
7/12/2019,8:57:49 PM,0,0.7869,6.178,7/12/19 20:57:49
7/12/2019,9:12:49 PM,0,0.789,6.179,7/12/19 21:12:49
7/12/2019,9:27:49 PM,0,0.7858,6.182,7/12/19 21:27:49
7/12/2019,9:42:49 PM,0,0.7864,6.183,7/12/19 21:42:49
7/12/2019,9:57:49 PM,0,0.7864,6.187,7/12/19 21:57:49
7/12/2019,10:12:49 PM,0,0.785,6.186,7/12/19 22:12:49
7/12/2019,10:27:49 PM,0,0.7858,6.191,7/12/19 22:27:49
7/12/2019,10:42:49 PM,0,0.7839,6.191,7/12/19 22:42:49
7/12/2019,10:57:49 PM,0,0.7846,6.195,7/12/19 22:57:49
7/12/2019,11:12:49 PM,0,0.7853,6.195,7/12/19 23:12:49
7/12/2019,11:27:49 PM,0,0.7863,6.199,7/12/19 23:27:49
7/12/2019,11:42:49 PM,0,0.7847,6.2,7/12/19 23:42:49
7/12/2019,11:57:49 PM,0,0.7853,6.204,7/12/19 23:57:49
7/13/2019,12:12:49 AM,0,0.7855,6.204,7/13/19 00:12:49
7/13/2019,12:27:49 AM,0,0.7854,6.208,7/13/19 00:27:49
7/13/2019,12:42:49 AM,0,0.7916,6.209,7/13/19 00:42:49
7/13/2019,12:57:49 AM,0,0.7904,6.211,7/13/19 00:57:49
7/13/2019,1:12:49 AM,0,0.7929,6.214,7/13/19 01:12:49
7/13/2019,1:27:49 AM,0,0.7921,6.214,7/13/19 01:27:49
7/13/2019,1:42:49 AM,0,0.7915,6.216,7/13/19 01:42:49
7/13/2019,1:57:49 AM,0,0.7936,6.219,7/13/19 01:57:49
7/13/2019,2:12:49 AM,0,0.7934,6.219,7/13/19 02:12:49
7/13/2019,2:27:49 AM,0,0.7943,6.222,7/13/19 02:27:49
7/13/2019,2:42:49 AM,0,0.7928,6.223,7/13/19 02:42:49
7/13/2019,2:57:49 AM,0,0.792,6.225,7/13/19 02:57:49
7/13/2019,3:12:49 AM,0,0.7968,6.226,7/13/19 03:12:49
7/13/2019,3:27:49 AM,0,0.7943,6.229,7/13/19 03:27:49
7/13/2019,3:42:49 AM,0,0.7944,6.23,7/13/19 03:42:49
7/13/2019,3:57:49 AM,0,0.7982,6.232,7/13/19 03:57:49
7/13/2019,4:12:49 AM,0,0.7997,6.235,7/13/19 04:12:49
7/13/2019,4:27:49 AM,0,0.7991,6.23,7/13/19 04:27:49
7/13/2019,4:42:49 AM,0,0.8007,6.229,7/13/19 04:42:49
7/13/2019,4:57:49 AM,0,0.798,6.231,7/13/19 04:57:49
7/13/2019,5:12:49 AM,0,0.8015,6.228,7/13/19 05:12:49
7/13/2019,5:27:49 AM,0,0.8015,6.222,7/13/19 05:27:49
7/13/2019,5:42:49 AM,0,0.802,6.217,7/13/19 05:42:49
7/13/2019,5:57:49 AM,0,0.7996,6.206,7/13/19 05:57:49
7/13/2019,6:12:49 AM,0,0.7987,6.151,7/13/19 06:12:49
7/13/2019,6:27:49 AM,0,0.8031,6.117,7/13/19 06:27:49
7/13/2019,6:42:49 AM,0,0.8056,6.105,7/13/19 06:42:49
7/13/2019,6:57:49 AM,0,0.8034,6.085,7/13/19 06:57:49
7/13/2019,7:12:49 AM,0,0.8064,6.092,7/13/19 07:12:49
7/13/2019,7:27:49 AM,0,0.8079,6.09,7/13/19 07:27:49
7/13/2019,7:42:49 AM,0,0.8054,6.08,7/13/19 07:42:49
7/13/2019,7:57:49 AM,0,0.8068,6.068,7/13/19 07:57:49
7/13/2019,8:12:49 AM,0,0.8095,6.058,7/13/19 08:12:49
7/13/2019,8:27:49 AM,0,0.8072,6.058,7/13/19 08:27:49
7/13/2019,8:42:49 AM,0,0.8095,6.065,7/13/19 08:42:49
7/13/2019,8:57:49 AM,0,0.808,6.067,7/13/19 08:57:49
7/13/2019,9:12:49 AM,0,0.8095,6.067,7/13/19 09:12:49
7/13/2019,9:27:49 AM,0,0.8113,6.069,7/13/19 09:27:49
7/13/2019,9:42:49 AM,0,0.8105,6.072,7/13/19 09:42:49
7/13/2019,9:57:49 AM,0,0.8113,6.07,7/13/19 09:57:49
7/13/2019,10:12:49 AM,0,0.8118,6.069,7/13/19 10:12:49
7/13/2019,10:27:49 AM,0,0.8082,6.071,7/13/19 10:27:49
7/13/2019,10:42:49 AM,0,0.8114,6.078,7/13/19 10:42:49
7/13/2019,10:57:49 AM,0,0.8113,6.087,7/13/19 10:57:49
7/13/2019,11:12:49 AM,0,0.8092,6.09,7/13/19 11:12:49
7/13/2019,11:27:49 AM,0,0.8118,6.102,7/13/19 11:27:49
7/13/2019,11:42:49 AM,0,0.811,6.112,7/13/19 11:42:49
7/13/2019,11:57:49 AM,0,0.8121,6.12,7/13/19 11:57:49
7/13/2019,12:12:49 PM,0,0.8124,6.129,7/13/19 12:12:49
7/13/2019,12:27:49 PM,0,0.8093,6.132,7/13/19 12:27:49
7/13/2019,12:42:49 PM,0,0.8106,6.138,7/13/19 12:42:49
7/13/2019,12:57:49 PM,0,0.8095,6.146,7/13/19 12:57:49
7/13/2019,1:12:49 PM,0,0.81,6.156,7/13/19 13:12:49
7/13/2019,1:27:49 PM,0,0.8105,6.167,7/13/19 13:27:49
7/13/2019,1:42:49 PM,0,0.8126,6.177,7/13/19 13:42:49
7/13/2019,1:57:49 PM,0,0.814,6.183,7/13/19 13:57:49
7/13/2019,2:12:49 PM,0,0.8116,6.19,7/13/19 14:12:49
7/13/2019,2:27:49 PM,0,0.8143,6.198,7/13/19 14:27:49
7/13/2019,2:42:49 PM,0,0.8131,6.207,7/13/19 14:42:49
7/13/2019,2:57:49 PM,0,0.8152,6.218,7/13/19 14:57:49
7/13/2019,3:12:49 PM,0,0.8146,6.228,7/13/19 15:12:49
7/13/2019,3:27:49 PM,0,0.8156,6.24,7/13/19 15:27:49
7/13/2019,3:42:49 PM,0,0.8175,6.252,7/13/19 15:42:49
7/13/2019,3:57:49 PM,0,0.8162,6.264,7/13/19 15:57:49
7/13/2019,4:12:49 PM,0,0.8168,6.273,7/13/19 16:12:49
7/13/2019,4:27:49 PM,0,0.8148,6.284,7/13/19 16:27:49
7/13/2019,4:42:49 PM,0,0.8175,6.292,7/13/19 16:42:49
7/13/2019,4:57:49 PM,0,0.8183,6.302,7/13/19 16:57:49
7/13/2019,5:12:49 PM,0,0.8171,6.31,7/13/19 17:12:49
7/13/2019,5:27:49 PM,0,0.8181,6.317,7/13/19 17:27:49
7/13/2019,5:42:49 PM,0,0.8183,6.324,7/13/19 17:42:49
7/13/2019,5:57:49 PM,0,0.8175,6.33,7/13/19 17:57:49
7/13/2019,6:12:49 PM,0,0.819,6.338,7/13/19 18:12:49
7/13/2019,6:27:49 PM,0,0.8213,6.343,7/13/19 18:27:49
7/13/2019,6:42:49 PM,0,0.8183,6.348,7/13/19 18:42:49
7/13/2019,6:57:49 PM,0,0.8198,6.354,7/13/19 18:57:49
7/13/2019,7:12:49 PM,0,0.821,6.358,7/13/19 19:12:49
7/13/2019,7:27:49 PM,0,0.8178,6.362,7/13/19 19:27:49
7/13/2019,7:42:49 PM,0,0.8181,6.367,7/13/19 19:42:49
7/13/2019,7:57:49 PM,0,0.8193,6.372,7/13/19 19:57:49
7/13/2019,8:12:49 PM,0,0.8206,6.376,7/13/19 20:12:49
7/13/2019,8:27:49 PM,0,0.8202,6.38,7/13/19 20:27:49
7/13/2019,8:42:49 PM,0,0.8196,6.386,7/13/19 20:42:49
7/13/2019,8:57:49 PM,0,0.8187,6.391,7/13/19 20:57:49
7/13/2019,9:12:49 PM,0,0.818,6.395,7/13/19 21:12:49
7/13/2019,9:27:49 PM,0,0.8178,6.399,7/13/19 21:27:49
7/13/2019,9:42:49 PM,0,0.8178,6.404,7/13/19 21:42:49
7/13/2019,9:57:49 PM,0,0.8165,6.406,7/13/19 21:57:49
7/13/2019,10:12:49 PM,0,0.8183,6.41,7/13/19 22:12:49
7/13/2019,10:27:49 PM,0,0.8194,6.413,7/13/19 22:27:49
7/13/2019,10:42:49 PM,0,0.8186,6.415,7/13/19 22:42:49
7/13/2019,10:57:49 PM,0,0.8157,6.417,7/13/19 22:57:49
7/13/2019,11:12:49 PM,0,0.8175,6.419,7/13/19 23:12:49
7/13/2019,11:27:49 PM,0,0.8181,6.421,7/13/19 23:27:49
7/13/2019,11:42:49 PM,0,0.818,6.424,7/13/19 23:42:49
7/13/2019,11:57:49 PM,0,0.817,6.425,7/13/19 23:57:49
7/14/2019,12:12:49 AM,0,0.8174,6.428,7/14/19 00:12:49
7/14/2019,12:27:49 AM,0,0.8174,6.43,7/14/19 00:27:49
7/14/2019,12:42:49 AM,0,0.8157,6.432,7/14/19 00:42:49
7/14/2019,12:57:49 AM,0,0.8181,6.433,7/14/19 00:57:49
7/14/2019,1:12:49 AM,0,0.8171,6.435,7/14/19 01:12:49
7/14/2019,1:27:49 AM,0,0.8167,6.437,7/14/19 01:27:49
7/14/2019,1:42:49 AM,0,0.8172,6.438,7/14/19 01:42:49
7/14/2019,1:57:49 AM,0,0.8178,6.439,7/14/19 01:57:49
7/14/2019,2:12:49 AM,0,0.8183,6.441,7/14/19 02:12:49
7/14/2019,2:27:49 AM,0,0.8195,6.442,7/14/19 02:27:49
7/14/2019,2:42:49 AM,0,0.8205,6.442,7/14/19 02:42:49
7/14/2019,2:57:49 AM,0,0.8185,6.441,7/14/19 02:57:49
7/14/2019,3:12:49 AM,0,0.8203,6.424,7/14/19 03:12:49
7/14/2019,3:27:49 AM,0,0.8225,6.414,7/14/19 03:27:49
7/14/2019,3:42:49 AM,0,0.8194,6.399,7/14/19 03:42:49
7/14/2019,3:57:49 AM,0,0.8225,6.372,7/14/19 03:57:49
7/14/2019,4:12:49 AM,0,0.8249,6.374,7/14/19 04:12:49
7/14/2019,4:27:49 AM,0,0.8255,6.329,7/14/19 04:27:49
7/14/2019,4:42:49 AM,0,0.8259,6.325,7/14/19 04:42:49
7/14/2019,4:57:49 AM,0,0.828,6.317,7/14/19 04:57:49
7/14/2019,5:12:49 AM,0,0.8274,6.237,7/14/19 05:12:49
7/14/2019,5:27:49 AM,0,0.8292,6.245,7/14/19 05:27:49
7/14/2019,5:42:49 AM,0,0.8303,6.228,7/14/19 05:42:49
7/14/2019,5:57:49 AM,0,0.8293,6.197,7/14/19 05:57:49
7/14/2019,6:12:49 AM,0,0.83,6.133,7/14/19 06:12:49
7/14/2019,6:27:49 AM,0,0.835,6.11,7/14/19 06:27:49
7/14/2019,6:42:49 AM,0,0.8333,6.094,7/14/19 06:42:49
7/14/2019,6:57:49 AM,0,0.8361,6.068,7/14/19 06:57:49
7/14/2019,7:12:49 AM,0,0.8347,6.066,7/14/19 07:12:49
7/14/2019,7:27:49 AM,0,0.8358,6.067,7/14/19 07:27:49
7/14/2019,7:42:49 AM,0,0.8387,6.045,7/14/19 07:42:49
7/14/2019,7:57:49 AM,0,0.8397,6.022,7/14/19 07:57:49
7/14/2019,8:12:49 AM,0,0.8408,6.012,7/14/19 08:12:49
7/14/2019,8:27:49 AM,0,0.8426,5.987,7/14/19 08:27:49
7/14/2019,8:42:49 AM,0,0.842,5.973,7/14/19 08:42:49
7/14/2019,8:57:49 AM,0,0.844,5.914,7/14/19 08:57:49
7/14/2019,9:12:49 AM,0,0.8427,5.9,7/14/19 09:12:49
7/14/2019,9:27:49 AM,0,0.844,5.85,7/14/19 09:27:49
7/14/2019,9:42:49 AM,0,0.8458,5.868,7/14/19 09:42:49
7/14/2019,9:57:49 AM,0,0.8463,5.847,7/14/19 09:57:49
7/14/2019,10:12:49 AM,0,0.849,5.83,7/14/19 10:12:49
7/14/2019,10:27:49 AM,0,0.8474,5.828,7/14/19 10:27:49
7/14/2019,10:42:49 AM,0,0.8488,5.791,7/14/19 10:42:49
7/14/2019,10:57:49 AM,0,0.8534,5.801,7/14/19 10:57:49
7/14/2019,11:12:49 AM,0,0.8523,5.803,7/14/19 11:12:49
7/14/2019,11:27:49 AM,0,0.8529,5.798,7/14/19 11:27:49
7/14/2019,11:42:49 AM,0,0.8538,5.799,7/14/19 11:42:49
7/14/2019,11:57:49 AM,0,0.8511,5.786,7/14/19 11:57:49
7/14/2019,12:12:49 PM,0,0.8519,5.808,7/14/19 12:12:49
7/14/2019,12:27:49 PM,0,0.8524,5.801,7/14/19 12:27:49
7/14/2019,12:42:49 PM,0,0.8524,5.834,7/14/19 12:42:49
7/14/2019,12:57:49 PM,0,0.8535,5.849,7/14/19 12:57:49
7/14/2019,1:12:49 PM,0,0.8525,5.881,7/14/19 13:12:49
7/14/2019,1:27:49 PM,0,0.8533,5.891,7/14/19 13:27:49
7/14/2019,1:42:49 PM,0,0.8549,5.904,7/14/19 13:42:49
7/14/2019,1:57:49 PM,0,0.8519,5.9,7/14/19 13:57:49
7/14/2019,2:12:49 PM,0,0.8507,5.922,7/14/19 14:12:49
7/14/2019,2:27:49 PM,0,0.8493,5.936,7/14/19 14:27:49
7/14/2019,2:42:49 PM,0,0.8467,5.946,7/14/19 14:42:49
7/14/2019,2:57:49 PM,0,0.8467,5.964,7/14/19 14:57:49
7/14/2019,3:12:49 PM,0,0.8471,5.975,7/14/19 15:12:49
7/14/2019,3:27:49 PM,0,0.8462,5.981,7/14/19 15:27:49
7/14/2019,3:42:49 PM,0,0.8469,5.996,7/14/19 15:42:49
7/14/2019,3:57:49 PM,0,0.8429,6.009,7/14/19 15:57:49
7/14/2019,4:12:49 PM,0,0.8414,6.02,7/14/19 16:12:49
7/14/2019,4:27:49 PM,0,0.8418,6.026,7/14/19 16:27:49
7/14/2019,4:42:49 PM,0,0.8416,6.036,7/14/19 16:42:49
7/14/2019,4:57:49 PM,0,0.842,6.031,7/14/19 16:57:49
7/14/2019,5:12:49 PM,0,0.8418,6.043,7/14/19 17:12:49
7/14/2019,5:27:49 PM,0,0.8405,6.019,7/14/19 17:27:49
7/14/2019,5:42:49 PM,0,0.8434,6.018,7/14/19 17:42:49
7/14/2019,5:57:49 PM,0,0.8415,6.024,7/14/19 17:57:49
7/14/2019,6:12:49 PM,0,0.8415,6.027,7/14/19 18:12:49
7/14/2019,6:27:49 PM,0,0.8397,6.007,7/14/19 18:27:49
7/14/2019,6:42:49 PM,0,0.8395,6.004,7/14/19 18:42:49
7/14/2019,6:57:49 PM,0,0.8387,6.001,7/14/19 18:57:49
7/14/2019,7:12:49 PM,0,0.8381,5.988,7/14/19 19:12:49
7/14/2019,7:27:49 PM,0,0.8412,5.987,7/14/19 19:27:49
7/14/2019,7:42:49 PM,0,0.8383,5.975,7/14/19 19:42:49
7/14/2019,7:57:49 PM,0,0.839,5.974,7/14/19 19:57:49
7/14/2019,8:12:49 PM,0,0.8369,5.971,7/14/19 20:12:49
7/14/2019,8:27:49 PM,0,0.8385,5.955,7/14/19 20:27:49
7/14/2019,8:42:49 PM,0,0.8382,5.954,7/14/19 20:42:49
7/14/2019,8:57:49 PM,0,0.8385,5.95,7/14/19 20:57:49
7/14/2019,9:12:49 PM,0,0.8376,5.958,7/14/19 21:12:49
7/14/2019,9:27:49 PM,0,0.8368,5.949,7/14/19 21:27:49
7/14/2019,9:42:49 PM,0,0.8379,5.933,7/14/19 21:42:49
7/14/2019,9:57:49 PM,0,0.8375,5.916,7/14/19 21:57:49
7/14/2019,10:12:49 PM,0,0.8365,5.905,7/14/19 22:12:49
7/14/2019,10:27:49 PM,0,0.8362,5.898,7/14/19 22:27:49
7/14/2019,10:42:49 PM,0,0.837,5.893,7/14/19 22:42:49
7/14/2019,10:57:49 PM,0,0.8323,5.89,7/14/19 22:57:49
7/14/2019,11:12:49 PM,0,0.8362,5.881,7/14/19 23:12:49
7/14/2019,11:27:49 PM,0,0.8348,5.866,7/14/19 23:27:49
7/14/2019,11:42:49 PM,0,0.8325,5.859,7/14/19 23:42:49
7/14/2019,11:57:49 PM,0,0.8329,5.861,7/14/19 23:57:49
7/15/2019,12:12:49 AM,0,0.835,5.86,7/15/19 00:12:49
7/15/2019,12:27:49 AM,0,0.8328,5.85,7/15/19 00:27:49
7/15/2019,12:42:49 AM,0,0.8349,5.861,7/15/19 00:42:49
7/15/2019,12:57:49 AM,0,0.8349,5.852,7/15/19 00:57:49
7/15/2019,1:12:49 AM,0,0.8345,5.817,7/15/19 01:12:49
7/15/2019,1:27:49 AM,0,0.836,5.797,7/15/19 01:27:49
7/15/2019,1:42:49 AM,0,0.8347,5.785,7/15/19 01:42:49
7/15/2019,1:57:49 AM,0,0.8362,5.766,7/15/19 01:57:49
7/15/2019,2:12:49 AM,0,0.8364,5.762,7/15/19 02:12:49
7/15/2019,2:27:49 AM,0,0.8381,5.761,7/15/19 02:27:49
7/15/2019,2:42:49 AM,0,0.8362,5.747,7/15/19 02:42:49
7/15/2019,2:57:49 AM,0,0.8362,5.732,7/15/19 02:57:49
7/15/2019,3:12:49 AM,0,0.8407,5.721,7/15/19 03:12:49
7/15/2019,3:27:49 AM,0,0.8407,5.692,7/15/19 03:27:49
7/15/2019,3:42:49 AM,0,0.8407,5.683,7/15/19 03:42:49
7/15/2019,3:57:49 AM,0,0.8429,5.654,7/15/19 03:57:49
7/15/2019,4:12:49 AM,0,0.8407,5.653,7/15/19 04:12:49
7/15/2019,4:27:49 AM,0,0.839,5.633,7/15/19 04:27:49
7/15/2019,4:42:49 AM,0,0.8415,5.631,7/15/19 04:42:49
7/15/2019,4:57:49 AM,0,0.8419,5.628,7/15/19 04:57:49
7/15/2019,5:12:49 AM,0,0.8432,5.625,7/15/19 05:12:49
7/15/2019,5:27:49 AM,0,0.8438,5.608,7/15/19 05:27:49
7/15/2019,5:42:49 AM,0,0.8428,5.588,7/15/19 05:42:49
7/15/2019,5:57:49 AM,0,0.8408,5.585,7/15/19 05:57:49
7/15/2019,6:12:49 AM,0,0.8424,5.571,7/15/19 06:12:49
7/15/2019,6:27:49 AM,0,0.8418,5.551,7/15/19 06:27:49
7/15/2019,6:42:49 AM,0,0.8382,5.541,7/15/19 06:42:49
7/15/2019,6:57:49 AM,0,0.8397,5.546,7/15/19 06:57:49
7/15/2019,7:12:49 AM,0,0.8372,5.543,7/15/19 07:12:49
7/15/2019,7:27:49 AM,0,0.8403,5.525,7/15/19 07:27:49
7/15/2019,7:42:49 AM,0,0.8385,5.515,7/15/19 07:42:49
7/15/2019,7:57:49 AM,0,0.8395,5.51,7/15/19 07:57:49
7/15/2019,8:12:49 AM,0,0.8397,5.511,7/15/19 08:12:49
7/15/2019,8:27:49 AM,0,0.8404,5.524,7/15/19 08:27:49
7/15/2019,8:42:49 AM,0,0.8419,5.494,7/15/19 08:42:49
7/15/2019,8:57:49 AM,0,0.8405,5.489,7/15/19 08:57:49
7/15/2019,9:12:49 AM,0,0.8396,5.494,7/15/19 09:12:49
7/15/2019,9:27:49 AM,0,0.8408,5.508,7/15/19 09:27:49
7/15/2019,9:42:49 AM,0,0.8436,5.518,7/15/19 09:42:49
7/15/2019,9:57:49 AM,0,0.8426,5.521,7/15/19 09:57:49
7/15/2019,10:12:49 AM,0,0.844,5.517,7/15/19 10:12:49
7/15/2019,10:27:49 AM,0,0.8469,5.515,7/15/19 10:27:49
7/15/2019,10:42:49 AM,0,0.8504,5.511,7/15/19 10:42:49
7/15/2019,10:57:49 AM,0,0.8443,5.516,7/15/19 10:57:49
7/15/2019,11:12:49 AM,0,0.8476,5.508,7/15/19 11:12:49
7/15/2019,11:27:49 AM,0,0.8505,5.519,7/15/19 11:27:49
7/15/2019,11:42:49 AM,0,0.847,5.536,7/15/19 11:42:49
7/15/2019,11:57:49 AM,0,0.8444,5.561,7/15/19 11:57:49
7/15/2019,12:12:49 PM,0,0.8444,5.589,7/15/19 12:12:49
7/15/2019,12:27:49 PM,0,0.8404,5.613,7/15/19 12:27:49
7/15/2019,12:42:49 PM,0,0.8424,5.634,7/15/19 12:42:49
7/15/2019,12:57:49 PM,0,0.8423,5.663,7/15/19 12:57:49
7/15/2019,1:12:49 PM,0,0.8418,5.681,7/15/19 13:12:49
7/15/2019,1:27:49 PM,0,0.8396,5.697,7/15/19 13:27:49
7/15/2019,1:42:49 PM,0,0.8398,5.713,7/15/19 13:42:49
7/15/2019,1:57:49 PM,0,0.839,5.729,7/15/19 13:57:49
7/15/2019,2:12:49 PM,0,0.8442,5.733,7/15/19 14:12:49
7/15/2019,2:27:49 PM,0,0.8414,5.745,7/15/19 14:27:49
7/15/2019,2:42:49 PM,0,0.8402,5.761,7/15/19 14:42:49
7/15/2019,2:57:49 PM,0,0.8373,5.776,7/15/19 14:57:49
7/15/2019,3:12:49 PM,0,0.8366,5.794,7/15/19 15:12:49
7/15/2019,3:27:49 PM,0,0.8362,5.803,7/15/19 15:27:49
7/15/2019,3:42:49 PM,0,0.8369,5.808,7/15/19 15:42:49
7/15/2019,3:57:49 PM,0,0.8376,5.816,7/15/19 15:57:49
7/15/2019,4:12:49 PM,0,0.8368,5.825,7/15/19 16:12:49
7/15/2019,4:27:49 PM,0,0.8352,5.839,7/15/19 16:27:49
7/15/2019,4:42:49 PM,0,0.8331,5.848,7/15/19 16:42:49
7/15/2019,4:57:49 PM,0,0.8342,5.867,7/15/19 16:57:49
7/15/2019,5:12:49 PM,0,0.8316,5.878,7/15/19 17:12:49
7/15/2019,5:27:49 PM,0,0.836,5.893,7/15/19 17:27:49
7/15/2019,5:42:49 PM,0,0.8308,5.908,7/15/19 17:42:49
7/15/2019,5:57:49 PM,0,0.8308,5.918,7/15/19 17:57:49
7/15/2019,6:12:49 PM,0,0.8318,5.93,7/15/19 18:12:49
7/15/2019,6:27:49 PM,0,0.8306,5.939,7/15/19 18:27:49
7/15/2019,6:42:49 PM,0,0.8296,5.953,7/15/19 18:42:49
7/15/2019,6:57:49 PM,0,0.828,5.963,7/15/19 18:57:49
7/15/2019,7:12:49 PM,0,0.8275,5.974,7/15/19 19:12:49
7/15/2019,7:27:49 PM,0,0.8284,5.979,7/15/19 19:27:49
7/15/2019,7:42:49 PM,0,0.8278,5.97,7/15/19 19:42:49
7/15/2019,7:57:49 PM,0,0.8287,5.98,7/15/19 19:57:49
7/15/2019,8:12:49 PM,0,0.8282,5.979,7/15/19 20:12:49
7/15/2019,8:27:49 PM,0,0.8256,5.954,7/15/19 20:27:49
7/15/2019,8:42:49 PM,0,0.826,5.933,7/15/19 20:42:49
7/15/2019,8:57:49 PM,0,0.824,5.906,7/15/19 20:57:49
7/15/2019,9:12:49 PM,0,0.8247,5.884,7/15/19 21:12:49
7/15/2019,9:27:49 PM,0,0.8224,5.86,7/15/19 21:27:49
7/15/2019,9:42:49 PM,0,0.8226,5.842,7/15/19 21:42:49
7/15/2019,9:57:49 PM,0,0.8237,5.852,7/15/19 21:57:49
7/15/2019,10:12:49 PM,0,0.8216,5.865,7/15/19 22:12:49
7/15/2019,10:27:49 PM,0,0.8207,5.853,7/15/19 22:27:49
7/15/2019,10:42:49 PM,0,0.821,5.857,7/15/19 22:42:49
7/15/2019,10:57:49 PM,0,0.8188,5.818,7/15/19 22:57:49
7/15/2019,11:12:49 PM,0,0.8196,5.812,7/15/19 23:12:49
7/15/2019,11:27:49 PM,0,0.8176,5.793,7/15/19 23:27:49
7/15/2019,11:42:49 PM,0,0.8159,5.772,7/15/19 23:42:49
7/15/2019,11:57:49 PM,0,0.8182,5.778,7/15/19 23:57:49
7/16/2019,12:12:49 AM,0,0.8161,5.762,7/16/19 00:12:49
7/16/2019,12:27:49 AM,0,0.8153,5.753,7/16/19 00:27:49
7/16/2019,12:42:49 AM,0,0.8159,5.73,7/16/19 00:42:49
7/16/2019,12:57:49 AM,0,0.8135,5.721,7/16/19 00:57:49
7/16/2019,1:12:49 AM,0,0.8137,5.724,7/16/19 01:12:49
7/16/2019,1:27:49 AM,0,0.8143,5.71,7/16/19 01:27:49
7/16/2019,1:42:49 AM,0,0.8143,5.708,7/16/19 01:42:49
7/16/2019,1:57:49 AM,0,0.8176,5.704,7/16/19 01:57:49
7/16/2019,2:12:49 AM,0,0.8174,5.685,7/16/19 02:12:49
7/16/2019,2:27:49 AM,0,0.813,5.673,7/16/19 02:27:49
