,DateTime,LEVEL_m,TEMP_c,Serial,,
91,7/13/2019 11:00,0.189423187,8.159,2020421,,
92,7/13/2019 11:15,0.185497265,8.536,2020421,,
93,7/13/2019 11:30,0.197234242,8.723,2020421,,
94,7/13/2019 11:45,0.19145243,8.797,2020421,,
95,7/13/2019 12:00,0.186710732,8.928,2020421,,
96,7/13/2019 12:15,0.18820972,9.237,2020421,,
97,7/13/2019 12:30,0.188056762,9.394,2020421,,
98,7/13/2019 12:45,0.19400173,9.647,2020421,,
99,7/13/2019 13:00,0.190799809,9.805,2020421,,
100,7/13/2019 13:15,0.195072436,9.915,2020421,,
101,7/13/2019 13:30,0.192604714,10.076,2020421,,
102,7/13/2019 13:45,0.188821552,10.178,2020421,,
103,7/13/2019 14:00,0.198682245,10.515,2020421,,
104,7/13/2019 14:15,0.195684268,10.698,2020421,,
105,7/13/2019 14:30,0.180041763,10.793,2020421,,
106,7/13/2019 14:45,0.193389898,10.7,2020421,,
107,7/13/2019 15:00,0.18278481,10.781,2020421,,
108,7/13/2019 15:15,0.191870515,11.11,2020421,,
109,7/13/2019 15:30,0.193899758,11.288,2020421,,
110,7/13/2019 15:45,0.187679466,11.512,2020421,,
111,7/13/2019 16:00,0.184773264,11.611,2020421,,
112,7/13/2019 16:15,0.18602752,11.605,2020421,,
113,7/13/2019 16:30,0.193134968,11.555,2020421,,
114,7/13/2019 16:45,0.184865039,11.347,2020421,,
115,7/13/2019 17:00,0.185925548,11.148,2020421,,
116,7/13/2019 17:15,0.195449732,10.945,2020421,,
117,7/13/2019 17:30,0.186588366,10.761,2020421,,
118,7/13/2019 17:45,0.18617028,10.559,2020421,,
119,7/13/2019 18:00,0.191748149,10.315,2020421,,
120,7/13/2019 18:15,0.186965662,10.078,2020421,,
121,7/13/2019 18:30,0.186669943,9.858,2020421,,
122,7/13/2019 18:45,0.179450326,9.669,2020421,,
123,7/13/2019 19:00,0.187720255,9.517,2020421,,
124,7/13/2019 19:15,0.196132945,9.398,2020421,,
125,7/13/2019 19:30,0.191085331,9.247,2020421,,
126,7/13/2019 19:45,0.188342284,9.134,2020421,,
127,7/13/2019 20:00,0.188434059,9.002,2020421,,
128,7/13/2019 20:15,0.194715534,8.887,2020421,,
129,7/13/2019 20:30,0.183529206,8.793,2020421,,
130,7/13/2019 20:45,0.18711862,8.7,2020421,,
131,7/13/2019 21:00,0.19126888,8.598,2020421,,
132,7/13/2019 21:15,0.190055414,8.516,2020421,,
133,7/13/2019 21:30,0.18653738,8.433,2020421,,
134,7/13/2019 21:45,0.184151235,8.353,2020421,,
135,7/13/2019 22:00,0.191370852,8.283,2020421,,
136,7/13/2019 22:15,0.184395968,8.218,2020421,,
137,7/13/2019 22:30,0.187781438,8.151,2020421,,
138,7/13/2019 22:45,0.180959511,8.085,2020421,,
139,7/13/2019 23:00,0.186578168,8.019,2020421,,
140,7/13/2019 23:15,0.184518334,7.959,2020421,,
141,7/13/2019 23:30,0.190004428,7.91,2020421,,
142,7/13/2019 23:45,0.180898328,7.835,2020421,,
143,7/14/2019 0:00,0.189076482,7.746,2020421,,
144,7/14/2019 0:15,0.186884084,7.673,2020421,,
145,7/14/2019 0:30,0.191870515,7.585,2020421,,
146,7/14/2019 0:45,0.185691012,7.497,2020421,,
147,7/14/2019 1:00,0.191258683,7.397,2020421,,
148,7/14/2019 1:15,0.189423187,7.313,2020421,,
149,7/14/2019 1:30,0.189382398,7.244,2020421,,
150,7/14/2019 1:45,0.185640026,7.182,2020421,,
151,7/14/2019 2:00,0.188964313,7.138,2020421,,
152,7/14/2019 2:15,0.190208372,7.103,2020421,,
153,7/14/2019 2:30,0.185650223,7.073,2020421,,
154,7/14/2019 2:45,0.185558448,7.042,2020421,,
155,7/14/2019 3:00,0.186731126,7.012,2020421,,
156,7/14/2019 3:15,0.188801158,6.979,2020421,,
157,7/14/2019 3:30,0.191146514,6.95,2020421,,
158,7/14/2019 3:45,0.194205674,6.892,2020421,,
159,7/14/2019 4:00,0.18668014,6.852,2020421,,
160,7/14/2019 4:15,0.189647526,6.8,2020421,,
161,7/14/2019 4:30,0.192563925,6.746,2020421,,
162,7/14/2019 4:45,0.188760369,6.694,2020421,,
163,7/14/2019 5:00,0.191044542,6.629,2020421,,
164,7/14/2019 5:15,0.188087354,6.558,2020421,,
165,7/14/2019 5:30,0.190187977,6.503,2020421,,
166,7/14/2019 5:45,0.189637328,6.453,2020421,,
167,7/14/2019 6:00,0.189749498,6.405,2020421,,
168,7/14/2019 6:15,0.192584319,6.343,2020421,,
169,7/14/2019 6:30,0.193807983,6.284,2020421,,
170,7/14/2019 6:45,0.195470127,6.238,2020421,,
171,7/14/2019 7:00,0.196540833,6.214,2020421,,
172,7/14/2019 7:15,0.196785566,6.197,2020421,,
173,7/14/2019 7:30,0.197152665,6.229,2020421,,
174,7/14/2019 7:45,0.201353911,6.236,2020421,,
175,7/14/2019 8:00,0.205004509,6.161,2020421,,
176,7/14/2019 8:15,0.208808064,6.078,2020421,,
177,7/14/2019 8:30,0.212560634,6.07,2020421,,
178,7/14/2019 8:45,0.212988916,6.04,2020421,,
179,7/14/2019 9:00,0.21650695,5.956,2020421,,
180,7/14/2019 9:15,0.21643557,5.769,2020421,,
181,7/14/2019 9:30,0.220228928,5.678,2020421,,
182,7/14/2019 9:45,0.223022961,5.786,2020421,,
183,7/14/2019 10:00,0.231211313,5.918,2020421,,
184,7/14/2019 10:15,0.237798704,5.88,2020421,,
185,7/14/2019 10:30,0.246027844,5.933,2020421,,
186,7/14/2019 10:45,0.262108829,6.126,2020421,,
187,7/14/2019 11:00,0.263179535,6.251,2020421,,
188,7/14/2019 11:15,0.269420221,6.339,2020421,,
189,7/14/2019 11:30,0.304427209,6.389,2020421,,
190,7/14/2019 11:45,0.30522259,6.311,2020421,,
191,7/14/2019 12:00,0.321762449,6.531,2020421,,
192,7/14/2019 12:15,0.32434234,6.7,2020421,,
193,7/14/2019 12:30,0.334274413,6.76,2020421,,
194,7/14/2019 12:45,0.349376466,6.858,2020421,,
195,7/14/2019 13:00,0.341759158,6.885,2020421,,
196,7/14/2019 13:15,0.348112014,6.812,2020421,,
197,7/14/2019 13:30,0.36691565,6.811,2020421,,
198,7/14/2019 13:45,0.384770948,6.811,2020421,,
199,7/14/2019 14:00,0.37263628,6.777,2020421,,
200,7/14/2019 14:15,0.37882598,6.73,2020421,,
201,7/14/2019 14:30,0.373095154,6.715,2020421,,
202,7/14/2019 14:45,0.363642349,6.697,2020421,,
203,7/14/2019 15:00,0.351405709,6.748,2020421,,
204,7/14/2019 15:15,0.344553191,6.783,2020421,,
205,7/14/2019 15:30,0.342931836,6.738,2020421,,
206,7/14/2019 15:45,0.325270286,6.683,2020421,,
207,7/14/2019 16:00,0.326830457,6.647,2020421,,
208,7/14/2019 16:15,0.319039796,6.586,2020421,,
209,7/14/2019 16:30,0.308577469,6.533,2020421,,
210,7/14/2019 16:45,0.308954766,6.489,2020421,,
211,7/14/2019 17:00,0.303285122,6.442,2020421,,
212,7/14/2019 17:15,0.309954091,6.371,2020421,,
213,7/14/2019 17:30,0.297992776,6.3,2020421,,
214,7/14/2019 17:45,0.301694359,6.226,2020421,,
215,7/14/2019 18:00,0.296320435,6.079,2020421,,
216,7/14/2019 18:15,0.290742566,5.979,2020421,,
217,7/14/2019 18:30,0.288917268,5.921,2020421,,
218,7/14/2019 18:45,0.291191243,5.832,2020421,,
219,7/14/2019 19:00,0.285878502,5.764,2020421,,
220,7/14/2019 19:15,0.277210882,5.699,2020421,,
221,7/14/2019 19:30,0.283329202,5.616,2020421,,
222,7/14/2019 19:45,0.284236753,5.556,2020421,,
223,7/14/2019 20:00,0.280586155,5.514,2020421,,
224,7/14/2019 20:15,0.27448823,5.459,2020421,,
225,7/14/2019 20:30,0.271235323,5.427,2020421,,
226,7/14/2019 20:45,0.269481404,5.391,2020421,,
227,7/14/2019 21:00,0.273968172,5.342,2020421,,
228,7/14/2019 21:15,0.266819935,5.288,2020421,,
229,7/14/2019 21:30,0.267370584,5.243,2020421,,
230,7/14/2019 21:45,0.269889292,5.209,2020421,,
231,7/14/2019 22:00,0.261670349,5.153,2020421,,
232,7/14/2019 22:15,0.264556157,5.119,2020421,,
233,7/14/2019 22:30,0.26181311,5.087,2020421,,
234,7/14/2019 22:45,0.259875642,5.033,2020421,,
235,7/14/2019 23:00,0.269817912,4.975,2020421,,
236,7/14/2019 23:15,0.266554808,4.953,2020421,,
237,7/14/2019 23:30,0.26378117,4.927,2020421,,
238,7/14/2019 23:45,0.259161838,4.897,2020421,,
239,7/15/2019 0:00,0.259610515,4.859,2020421,,
240,7/15/2019 0:15,0.258356259,4.822,2020421,,
241,7/15/2019 0:30,0.262465731,4.803,2020421,,
242,7/15/2019 0:45,0.263036774,4.756,2020421,,
243,7/15/2019 1:00,0.261823307,4.678,2020421,,
244,7/15/2019 1:15,0.263250915,4.577,2020421,,
245,7/15/2019 1:30,0.258947697,4.567,2020421,,
246,7/15/2019 1:45,0.26181311,4.558,2020421,,
247,7/15/2019 2:00,0.260762798,4.547,2020421,,
248,7/15/2019 2:15,0.26607554,4.484,2020421,,
249,7/15/2019 2:30,0.262302576,4.467,2020421,,
250,7/15/2019 2:45,0.260263136,4.453,2020421,,
251,7/15/2019 3:00,0.265983765,4.434,2020421,,
252,7/15/2019 3:15,0.269440616,4.351,2020421,,
253,7/15/2019 3:30,0.264566354,4.198,2020421,,
254,7/15/2019 3:45,0.272795494,4.217,2020421,,
255,7/15/2019 4:00,0.261456208,4.211,2020421,,
256,7/15/2019 4:15,0.266554808,4.195,2020421,,
257,7/15/2019 4:30,0.272214254,4.19,2020421,,
258,7/15/2019 4:45,0.270470533,4.19,2020421,,
259,7/15/2019 5:00,0.273703045,4.151,2020421,,
260,7/15/2019 5:15,0.270592899,4.119,2020421,,
261,7/15/2019 5:30,0.278271391,4.067,2020421,,
262,7/15/2019 5:45,0.280575958,4.004,2020421,,
263,7/15/2019 6:00,0.27321358,3.959,2020421,,
264,7/15/2019 6:15,0.281361142,3.93,2020421,,
265,7/15/2019 6:30,0.283094666,3.923,2020421,,
266,7/15/2019 6:45,0.284206161,3.901,2020421,,
267,7/15/2019 7:00,0.278720068,3.942,2020421,,
268,7/15/2019 7:15,0.281422326,3.937,2020421,,
269,7/15/2019 7:30,0.284450894,3.96,2020421,,
270,7/15/2019 7:45,0.283176244,4.023,2020421,,
271,7/15/2019 8:00,0.284868979,4.04,2020421,,
272,7/15/2019 8:15,0.290069551,4.064,2020421,,
273,7/15/2019 8:30,0.289977776,4.141,2020421,,
274,7/15/2019 8:45,0.284073598,4.205,2020421,,
275,7/15/2019 9:00,0.281595678,4.364,2020421,,
276,7/15/2019 9:15,0.288030111,4.478,2020421,,
277,7/15/2019 9:30,0.282707173,4.564,2020421,,
278,7/15/2019 9:45,0.285287064,4.573,2020421,,
279,7/15/2019 10:00,0.297360549,4.617,2020421,,
280,7/15/2019 10:15,0.293414233,4.604,2020421,,
281,7/15/2019 10:30,0.298869735,4.655,2020421,,
282,7/15/2019 10:45,0.298370072,4.645,2020421,,
283,7/15/2019 11:00,0.293138908,4.816,2020421,,
284,7/15/2019 11:15,0.305375548,4.926,2020421,,
285,7/15/2019 11:30,0.300001624,5.065,2020421,,
286,7/15/2019 11:45,0.33497802,5.12,2020421,,
287,7/15/2019 12:00,0.328716939,5.423,2020421,,
288,7/15/2019 12:15,0.337150024,5.714,2020421,,
289,7/15/2019 12:30,0.336711544,5.918,2020421,,
290,7/15/2019 12:45,0.330001786,5.895,2020421,,
291,7/15/2019 13:00,0.326657105,5.731,2020421,,
292,7/15/2019 13:15,0.344186092,5.783,2020421,,
293,7/15/2019 13:30,0.351691231,5.921,2020421,,
294,7/15/2019 13:45,0.359175976,6.136,2020421,,
295,7/15/2019 14:00,0.37354383,6.427,2020421,,
296,7/15/2019 14:15,0.33439678,6.366,2020421,,
297,7/15/2019 14:30,0.346755786,6.491,2020421,,
298,7/15/2019 14:45,0.344114711,6.658,2020421,,
299,7/15/2019 15:00,0.326708091,6.805,2020421,,
300,7/15/2019 15:15,0.303998926,6.836,2020421,,
301,7/15/2019 15:30,0.3121057,6.825,2020421,,
302,7/15/2019 15:45,0.304039715,6.994,2020421,,
303,7/15/2019 16:00,0.306711382,7.09,2020421,,
304,7/15/2019 16:15,0.308200173,7.117,2020421,,
305,7/15/2019 16:30,0.311320516,7.113,2020421,,
306,7/15/2019 16:45,0.304957463,7.127,2020421,,
307,7/15/2019 17:00,0.302112444,7.265,2020421,,
308,7/15/2019 17:15,0.296687534,7.274,2020421,,
309,7/15/2019 17:30,0.295606631,7.154,2020421,,
310,7/15/2019 17:45,0.290538622,7.013,2020421,,
311,7/15/2019 18:00,0.28545022,6.928,2020421,,
312,7/15/2019 18:15,0.289835016,6.786,2020421,,
313,7/15/2019 18:30,0.276007612,6.641,2020421,,
314,7/15/2019 18:45,0.280871677,6.491,2020421,,
315,7/15/2019 19:00,0.276140176,6.332,2020421,,
316,7/15/2019 19:15,0.27634412,6.256,2020421,,
317,7/15/2019 19:30,0.278556912,6.163,2020421,,
318,7/15/2019 19:45,0.271092562,6.018,2020421,,
319,7/15/2019 20:00,0.270460336,5.928,2020421,,
320,7/15/2019 20:15,0.264127874,5.804,2020421,,
321,7/15/2019 20:30,0.262435139,5.625,2020421,,
322,7/15/2019 20:45,0.257632258,5.455,2020421,,
323,7/15/2019 21:00,0.259324993,5.306,2020421,,
324,7/15/2019 21:15,0.259243416,5.233,2020421,,
325,7/15/2019 21:30,0.25919243,5.145,2020421,,
326,7/15/2019 21:45,0.259131246,4.992,2020421,,
327,7/15/2019 22:00,0.256194453,4.847,2020421,,
328,7/15/2019 22:15,0.259212824,4.698,2020421,,
329,7/15/2019 22:30,0.260314122,4.56,2020421,,
330,7/15/2019 22:45,0.257112201,4.466,2020421,,
331,7/15/2019 23:00,0.258733556,4.41,2020421,,
332,7/15/2019 23:15,0.256775693,4.365,2020421,,
333,7/15/2019 23:30,0.255531635,4.351,2020421,,
334,7/15/2019 23:45,0.250942895,4.338,2020421,,
335,7/16/2019 0:00,0.254817831,4.32,2020421,,
336,7/16/2019 0:15,0.258305273,4.291,2020421,,
337,7/16/2019 0:30,0.25085112,4.246,2020421,,
338,7/16/2019 0:45,0.255735579,4.187,2020421,,
339,7/16/2019 1:00,0.255704987,4.14,2020421,,
340,7/16/2019 1:15,0.250239288,4.079,2020421,,
341,7/16/2019 1:30,0.254358957,3.998,2020421,,
342,7/16/2019 1:45,0.247506438,3.925,2020421,,
343,7/16/2019 2:00,0.251259008,3.855,2020421,,
344,7/16/2019 2:15,0.250453429,3.803,2020421,,
345,7/16/2019 2:30,0.251921826,3.722,2020421,,
346,7/16/2019 2:45,0.247618608,3.66,2020421,,
347,7/16/2019 3:00,0.248210045,3.606,2020421,,
348,7/16/2019 3:15,0.247873538,3.558,2020421,,
349,7/16/2019 3:30,0.243570319,3.497,2020421,,
350,7/16/2019 3:45,0.247302494,3.441,2020421,,
351,7/16/2019 4:00,0.245110096,3.399,2020421,,
352,7/16/2019 4:15,0.243376572,3.357,2020421,,
353,7/16/2019 4:30,0.237992451,3.298,2020421,,
354,7/16/2019 4:45,0.241061808,3.24,2020421,,
355,7/16/2019 5:00,0.239980905,3.224,2020421,,
356,7/16/2019 5:15,0.244090376,3.2,2020421,,
357,7/16/2019 5:30,0.239858538,3.183,2020421,,
358,7/16/2019 5:45,0.241061808,3.153,2020421,,
359,7/16/2019 6:00,0.240103271,3.132,2020421,,
360,7/16/2019 6:15,0.238339156,3.136,2020421,,
361,7/16/2019 6:30,0.238573691,3.143,2020421,,
362,7/16/2019 6:45,0.237074703,3.161,2020421,,
363,7/16/2019 7:00,0.237798704,3.18,2020421,,
364,7/16/2019 7:15,0.237207266,3.207,2020421,,
365,7/16/2019 7:30,0.235840842,3.241,2020421,,
366,7/16/2019 7:45,0.236962534,3.273,2020421,,
367,7/16/2019 8:00,0.238492114,3.302,2020421,,
368,7/16/2019 8:15,0.236330307,3.33,2020421,,
369,7/16/2019 8:30,0.235422756,3.389,2020421,,
370,7/16/2019 8:45,0.237288844,3.483,2020421,,
371,7/16/2019 9:00,0.235504334,3.657,2020421,,
372,7/16/2019 9:15,0.235585912,3.969,2020421,,
373,7/16/2019 9:30,0.237176675,4.243,2020421,,
374,7/16/2019 9:45,0.245813703,4.46,2020421,,
375,7/16/2019 10:00,0.240164454,4.532,2020421,,
376,7/16/2019 10:15,0.241520682,4.643,2020421,,
377,7/16/2019 10:30,0.242458824,4.696,2020421,,
378,7/16/2019 10:45,0.247445255,4.739,2020421,,
379,7/16/2019 11:00,0.240643723,4.81,2020421,,
380,7/16/2019 11:15,0.242927896,4.973,2020421,,
381,7/16/2019 11:30,0.241775612,5.244,2020421,,
382,7/16/2019 11:45,0.240307215,5.802,2020421,,
383,7/16/2019 12:00,0.236258927,6.048,2020421,,
384,7/16/2019 12:15,0.238267775,5.997,2020421,,
385,7/16/2019 12:30,0.233383316,5.945,2020421,,
386,7/16/2019 12:45,0.233689232,5.98,2020421,,
387,7/16/2019 13:00,0.23205768,6.086,2020421,,
388,7/16/2019 13:15,0.234454022,6.308,2020421,,
389,7/16/2019 13:30,0.235728672,6.585,2020421,,
390,7/16/2019 13:45,0.005547277,7.461,2020421,,
391,7/16/2019 14:00,0.223441046,6.962,2020421,,
392,7/16/2019 14:15,0.218882898,7.018,2020421,,
393,7/16/2019 14:30,0.219076645,7.042,2020421,,
394,7/16/2019 14:45,0.228039984,7.089,2020421,,
395,7/16/2019 15:00,0.223777554,7.405,2020421,,
396,7/16/2019 15:15,0.230426128,7.67,2020421,,
397,7/16/2019 15:30,0.224297611,7.928,2020421,,
398,7/16/2019 15:45,0.231965906,8.143,2020421,,
399,7/16/2019 16:00,0.226245276,8.339,2020421,,
400,7/16/2019 16:15,0.225133782,8.462,2020421,,
401,7/16/2019 16:30,0.227489335,8.517,2020421,,
402,7/16/2019 16:45,0.229549169,8.414,2020421,,
403,7/16/2019 17:00,0.223777554,8.313,2020421,,
404,7/16/2019 17:15,0.225378514,8.175,2020421,,
405,7/16/2019 17:30,0.224032484,7.983,2020421,,
406,7/16/2019 17:45,0.221432198,7.843,2020421,,
407,7/16/2019 18:00,0.225205162,7.695,2020421,,
408,7/16/2019 18:15,0.217169768,7.529,2020421,,
409,7/16/2019 18:30,0.211041251,7.354,2020421,,
410,7/16/2019 18:45,0.220534844,7.199,2020421,,
411,7/16/2019 19:00,0.214814215,7.065,2020421,,
412,7/16/2019 19:15,0.218709546,6.944,2020421,,
413,7/16/2019 19:30,0.220137154,6.842,2020421,,
414,7/16/2019 19:45,0.215334272,6.745,2020421,,
415,7/16/2019 20:00,0.218750334,6.666,2020421,,
416,7/16/2019 20:15,0.212999114,6.583,2020421,,
417,7/16/2019 20:30,0.225633444,6.503,2020421,,
418,7/16/2019 20:45,0.222574284,6.426,2020421,,
419,7/16/2019 21:00,0.222788426,6.323,2020421,,
420,7/16/2019 21:15,0.223838737,6.251,2020421,,
421,7/16/2019 21:30,0.220106562,6.181,2020421,,
422,7/16/2019 21:45,0.218760532,6.115,2020421,,
423,7/16/2019 22:00,0.2181487,6.04,2020421,,
424,7/16/2019 22:15,0.216384584,5.982,2020421,,
425,7/16/2019 22:30,0.216884247,5.935,2020421,,
426,7/16/2019 22:45,0.216445767,5.894,2020421,,
427,7/16/2019 23:00,0.217842784,5.855,2020421,,
428,7/16/2019 23:15,0.217852981,5.804,2020421,,
429,7/16/2019 23:30,0.217006613,5.748,2020421,,
430,7/16/2019 23:45,0.218332249,5.697,2020421,,
431,7/17/2019 0:00,0.220687802,5.647,2020421,,
432,7/17/2019 0:15,0.218699348,5.592,2020421,,
433,7/17/2019 0:30,0.218464813,5.546,2020421,,
434,7/17/2019 0:45,0.21618064,5.509,2020421,,
435,7/17/2019 1:00,0.217118782,5.485,2020421,,
436,7/17/2019 1:15,0.216986219,5.454,2020421,,
437,7/17/2019 1:30,0.217281938,5.428,2020421,,
438,7/17/2019 1:45,0.217842784,5.39,2020421,,
439,7/17/2019 2:00,0.218352644,5.359,2020421,,
440,7/17/2019 2:15,0.213396804,5.324,2020421,,
441,7/17/2019 2:30,0.216710894,5.279,2020421,,
442,7/17/2019 2:45,0.215701372,5.242,2020421,,
443,7/17/2019 3:00,0.214426722,5.205,2020421,,
444,7/17/2019 3:15,0.213896467,5.175,2020421,,
445,7/17/2019 3:30,0.217547065,5.146,2020421,,
446,7/17/2019 3:45,0.217006613,5.119,2020421,,
447,7/17/2019 4:00,0.215680977,5.08,2020421,,
448,7/17/2019 4:15,0.217149374,5.049,2020421,,
449,7/17/2019 4:30,0.214202383,5.022,2020421,,
450,7/17/2019 4:45,0.216608922,4.992,2020421,,
451,7/17/2019 5:00,0.216710894,4.959,2020421,,
452,7/17/2019 5:15,0.216374387,4.925,2020421,,
453,7/17/2019 5:30,0.221228254,4.878,2020421,,
454,7/17/2019 5:45,0.216445767,4.826,2020421,,
455,7/17/2019 6:00,0.22000459,4.802,2020421,,
456,7/17/2019 6:15,0.214304355,4.782,2020421,,
457,7/17/2019 6:30,0.221829889,4.763,2020421,,
458,7/17/2019 6:45,0.212856353,4.759,2020421,,
459,7/17/2019 7:00,0.215120131,4.768,2020421,,
460,7/17/2019 7:15,0.215680977,4.778,2020421,,
461,7/17/2019 7:30,0.213774101,4.816,2020421,,
462,7/17/2019 7:45,0.215140526,4.876,2020421,,
463,7/17/2019 8:00,0.217700023,4.94,2020421,,
464,7/17/2019 8:15,0.214059622,4.987,2020421,,
465,7/17/2019 8:30,0.216129654,5.066,2020421,,
466,7/17/2019 8:45,0.216415176,5.126,2020421,,
467,7/17/2019 9:00,0.214294158,5.149,2020421,,
468,7/17/2019 9:15,0.217903967,5.221,2020421,,
469,7/17/2019 9:30,0.219158222,5.279,2020421,,
470,7/17/2019 9:45,0.218740137,5.434,2020421,,
471,7/17/2019 10:00,0.21898487,5.629,2020421,,
472,7/17/2019 10:15,0.221248648,5.8,2020421,,
473,7/17/2019 10:30,0.22204403,5.92,2020421,,
474,7/17/2019 10:45,0.222768031,6.028,2020421,,
475,7/17/2019 11:00,0.22656139,6.199,2020421,,
476,7/17/2019 11:15,0.225969952,6.343,2020421,,
477,7/17/2019 11:30,0.228376491,6.661,2020421,,
478,7/17/2019 11:45,0.22816235,7.093,2020421,,
479,7/17/2019 12:00,0.231374468,7.443,2020421,,
480,7/17/2019 12:15,0.228131758,7.646,2020421,,
