"Plot Title: EC1"
"#","Date Time, GMT-05:00","Full Range, μS/cm (LGR S/N: 20636125, SEN S/N: 20636125)","Temp, °C (LGR S/N: 20636125, SEN S/N: 20636125)","Specific Conductance, μS/cm (LGR S/N: 20636125)","Coupler Detached (LGR S/N: 20636125)","Coupler Attached (LGR S/N: 20636125)","Host Connected (LGR S/N: 20636125)","End Of File (LGR S/N: 20636125)"
30,07/15/19 06:30:00 PM,7.0,7.04,10.8,,,,
31,07/15/19 06:45:00 PM,7.0,6.87,10.9,,,,
32,07/15/19 07:00:00 PM,7.0,6.76,10.9,,,,
33,07/15/19 07:15:00 PM,7.0,6.68,11.0,,,,
34,07/15/19 07:30:00 PM,7.0,6.56,11.0,,,,
35,07/15/19 07:45:00 PM,7.0,6.44,11.0,,,,
36,07/15/19 08:00:00 PM,7.0,6.35,11.1,,,,
37,07/15/19 08:15:00 PM,7.0,6.20,11.1,,,,
38,07/15/19 08:30:00 PM,7.0,6.02,11.2,,,,
39,07/15/19 08:45:00 PM,7.0,5.85,11.2,,,,
40,07/15/19 09:00:00 PM,7.0,5.70,11.3,,,,
41,07/15/19 09:15:00 PM,7.0,5.66,11.3,,,,
42,07/15/19 09:30:00 PM,6.6,5.55,10.7,,,,
43,07/15/19 09:45:00 PM,7.0,5.37,11.4,,,,
44,07/15/19 10:00:00 PM,7.4,5.22,12.1,,,,
45,07/15/19 10:15:00 PM,7.0,5.09,11.5,,,,
46,07/15/19 10:30:00 PM,7.0,4.97,11.5,,,,
47,07/15/19 10:45:00 PM,7.0,4.89,11.5,,,,
48,07/15/19 11:00:00 PM,6.6,4.84,10.9,,,,
49,07/15/19 11:15:00 PM,7.0,4.81,11.6,,,,
50,07/15/19 11:30:00 PM,7.8,4.80,12.9,,,,
51,07/15/19 11:45:00 PM,6.6,4.79,10.9,,,,
52,07/16/19 12:00:00 AM,7.0,4.76,11.6,,,,
53,07/16/19 12:15:00 AM,7.8,4.72,12.9,,,,
54,07/16/19 12:30:00 AM,6.6,4.67,11.0,,,,
55,07/16/19 12:45:00 AM,7.8,4.61,13.0,,,,
56,07/16/19 01:00:00 AM,6.6,4.56,11.0,,,,
57,07/16/19 01:15:00 AM,7.8,4.49,13.0,,,,
58,07/16/19 01:30:00 AM,7.8,4.43,13.0,,,,
59,07/16/19 01:45:00 AM,7.4,4.34,12.4,,,,
60,07/16/19 02:00:00 AM,7.8,4.30,13.1,,,,
61,07/16/19 02:15:00 AM,7.4,4.20,12.5,,,,
62,07/16/19 02:30:00 AM,7.8,4.11,13.2,,,,
63,07/16/19 02:45:00 AM,3.2,4.06,5.4,,,,
64,07/16/19 03:00:00 AM,1.4,4.00,2.4,,,,
65,07/16/19 03:15:00 AM,3.2,3.93,5.4,,,,
66,07/16/19 03:30:00 AM,-1.6,3.90,-2.7,,,,
67,07/16/19 03:45:00 AM,5.5,3.82,9.4,,,,
68,07/16/19 04:00:00 AM,1.4,3.67,2.4,,,,
69,07/16/19 04:15:00 AM,1.4,3.63,2.4,,,,
70,07/16/19 04:30:00 AM,0.2,3.47,0.3,,,,
71,07/16/19 04:45:00 AM,9.3,3.44,16.0,,,,
72,07/16/19 05:00:00 AM,9.3,3.36,16.1,,,,
73,07/16/19 05:15:00 AM,27.0,3.29,46.7,,,,
74,07/16/19 05:30:00 AM,27.0,3.24,46.8,,,,
75,07/16/19 05:45:00 AM,27.0,3.14,46.9,,,,
76,07/16/19 06:00:00 AM,27.0,3.09,47.0,,,,
77,07/16/19 06:15:00 AM,4.0,3.05,7.0,,,,
78,07/16/19 06:30:00 AM,1.7,3.02,3.0,,,,
79,07/16/19 06:45:00 AM,4.0,3.02,7.0,,,,
80,07/16/19 07:00:00 AM,27.0,3.01,47.1,,,,
81,07/16/19 07:15:00 AM,4.0,3.02,7.0,,,,
82,07/16/19 07:30:00 AM,-1.6,3.06,-2.8,,,,
83,07/16/19 07:45:00 AM,4.0,3.05,7.0,,,,
84,07/16/19 08:00:00 AM,4.0,3.06,7.0,,,,
85,07/16/19 08:15:00 AM,4.0,3.08,7.0,,,,
86,07/16/19 08:30:00 AM,4.0,3.17,6.9,,,,
87,07/16/19 08:45:00 AM,4.0,3.28,6.9,,,,
88,07/16/19 09:00:00 AM,4.0,3.58,6.9,,,,
89,07/16/19 09:15:00 AM,4.0,4.07,6.8,,,,
90,07/16/19 09:30:00 AM,-1.6,4.31,-2.7,,,,
91,07/16/19 09:45:00 AM,4.0,4.42,6.7,,,,
92,07/16/19 10:00:00 AM,-1.6,4.44,-2.7,,,,
93,07/16/19 10:15:00 AM,-1.6,4.43,-2.7,,,,
94,07/16/19 10:30:00 AM,-1.6,4.38,-2.7,,,,
95,07/16/19 10:45:00 AM,4.0,4.31,6.7,,,,
96,07/16/19 11:00:00 AM,4.0,4.43,6.7,,,,
97,07/16/19 11:15:00 AM,4.0,4.69,6.6,,,,
98,07/16/19 11:30:00 AM,-1.6,5.38,-2.6,,,,
99,07/16/19 11:45:00 AM,4.0,6.23,6.3,,,,
100,07/16/19 12:00:00 PM,-1.7,5.95,-2.7,,,,
101,07/16/19 12:15:00 PM,4.0,5.38,6.5,,,,
102,07/16/19 12:30:00 PM,4.0,5.29,6.5,,,,
103,07/16/19 12:45:00 PM,-1.6,5.16,-2.6,,,,
104,07/16/19 12:49:44 PM,,,,,Logged,,
105,07/16/19 12:50:02 PM,,,,,,Logged,Logged
