"Month","Day","Year","Time","Flux","Temperature (C)","CO2 Soil (ppm) ","CO2 Soil STD (ppm)","CO2 ATM (ppm)","CO2 ATM STD (ppm)","Mode"
05,31,19,23:00:00,   0.00,  31.7,  204.45,   2.581,  204.28,   2.457,0
05,31,19,23:05:00,   0.05,  31.7,  208.82,   3.944,  206.03,   2.558,0
05,31,19,23:10:00,  -0.02,  31.7,  206.22,   2.950,  207.08,   2.294,0
05,31,19,23:15:00,  -0.03,  31.7,  205.57,   3.343,  207.26,   2.094,0
05,31,19,23:20:00,  -0.07,  31.7,  205.70,   2.141,  209.71,   3.518,0
05,31,19,23:25:00,  -0.05,  31.7,  206.32,   4.297,  209.18,   1.036,0
05,31,19,23:30:00,  -0.04,  31.7,  211.77,   2.218,  214.14,   2.527,0
05,31,19,23:35:00,  -0.05,  31.7,  215.31,   3.652,  218.08,   3.617,0
05,31,19,23:40:00,   0.03,  31.7,  215.93,   2.962,  214.26,   4.169,0
05,31,19,23:45:00,  -0.03,  31.7,  212.94,   3.432,  214.63,   2.210,0
05,31,19,23:50:00,  -0.00,  31.6,  213.58,   3.613,  213.75,   2.540,0
05,31,19,23:55:00,  -0.00,  31.6,  213.85,   2.359,  213.88,   2.417,0
06,01,19,00:00:00,   0.06,  31.6,  214.26,   3.377,  210.77,   2.292,0
06,01,19,00:05:00,   0.01,  31.6,  213.55,   3.679,  213.12,   2.516,0
06,01,19,00:10:00,  -0.02,  31.6,  212.76,   3.671,  213.96,   2.851,0
06,01,19,00:15:00,   0.02,  31.6,  214.17,   2.287,  213.17,   3.466,0
06,01,19,00:20:00,  -0.01,  31.6,  215.46,   0.884,  215.74,   2.221,0
06,01,19,00:25:00,  -0.00,  31.6,  215.23,   2.978,  215.25,   4.912,0
06,01,19,00:30:00,   0.02,  31.6,  215.98,   3.918,  214.76,   1.566,0
06,01,19,00:35:00,   0.08,  31.6,  217.69,   3.428,  213.49,   1.527,0
06,01,19,00:40:00,  -0.01,  31.6,  215.64,   2.076,  216.45,   3.807,0
06,01,19,00:45:00,   0.01,  31.6,  217.14,   1.622,  216.57,   3.535,0
06,01,19,00:50:00,  -0.03,  31.6,  215.71,   0.944,  217.34,   3.997,0
06,01,19,00:55:00,   0.01,  31.6,  216.77,   4.461,  216.11,   1.626,0
06,01,19,01:00:00,  -0.04,  31.6,  214.76,   1.943,  216.79,   4.034,0
06,01,19,01:05:00,  -0.05,  31.5,  215.05,   1.352,  217.89,   2.742,0
06,01,19,01:10:00,  -0.03,  31.5,  215.61,   2.850,  217.15,   2.620,0
06,01,19,01:15:00,   0.01,  31.5,  218.60,   2.454,  218.31,   2.628,0
06,01,19,01:20:00,   0.00,  31.5,  219.41,   4.428,  219.27,   2.168,0
06,01,19,01:25:00,   0.01,  31.5,  218.09,   2.112,  217.79,   1.911,0
06,01,19,01:30:00,  -0.03,  31.5,  218.54,   2.552,  220.12,   3.492,0
06,01,19,01:35:00,  -0.01,  31.5,  217.33,   3.367,  217.92,   1.927,0
06,01,19,01:40:00,  -0.03,  31.5,  219.95,   2.025,  221.46,   2.214,0
06,01,19,01:45:00,   0.03,  31.5,  223.66,   3.692,  222.10,   2.780,0
06,01,19,01:50:00,   0.00,  31.5,  220.74,   4.299,  220.52,   1.908,0
06,01,19,01:55:00,  -0.03,  31.6,  219.80,   1.923,  221.27,   3.624,0
06,01,19,02:00:00,  -0.02,  31.6,  221.20,   2.894,  222.03,   1.893,0
06,01,19,02:05:00,  -0.03,  31.6,  220.94,   2.598,  222.70,   3.440,0
06,01,19,02:10:00,  -0.01,  31.6,  222.19,   2.702,  223.00,   3.834,0
06,01,19,02:15:00,  -0.01,  31.6,  223.30,   2.871,  223.77,   3.443,0
06,01,19,02:20:00,  -0.02,  31.6,  222.53,   3.097,  223.49,   2.654,0
06,01,19,02:25:00,   0.02,  31.6,  223.68,   2.731,  222.48,   0.874,0
06,01,19,02:30:00,  -0.01,  31.6,  224.23,   0.969,  224.73,   1.443,0
06,01,19,02:35:00,   0.06,  31.6,  226.89,   3.181,  223.85,   3.619,0
06,01,19,02:40:00,   0.01,  31.6,  226.92,   1.153,  226.55,   2.440,0
06,01,19,02:45:00,  -0.00,  31.6,  227.29,   3.314,  227.43,   2.485,0
06,01,19,02:50:00,   0.09,  31.6,  230.50,   1.502,  225.46,   2.314,0
06,01,19,02:55:00,   0.02,  31.6,  228.00,   2.437,  226.87,   5.153,0
06,01,19,03:00:00,   0.02,  31.6,  231.10,   2.694,  230.08,   1.166,0
06,01,19,03:05:00,   0.00,  31.6,  233.09,   2.922,  232.89,   3.277,0
06,01,19,03:10:00,   0.05,  31.6,  232.02,   2.283,  229.54,   2.103,0
06,01,19,03:15:00,  -0.06,  31.6,  229.77,   2.475,  232.80,   1.265,0
06,01,19,03:20:00,  -0.01,  31.6,  231.25,   4.115,  231.84,   2.483,0
06,01,19,03:25:00,   0.00,  31.6,  232.59,   3.571,  232.34,   3.134,0
06,01,19,03:30:00,   0.04,  31.6,  232.99,   3.831,  230.85,   0.961,0
06,01,19,03:35:00,   0.04,  31.6,  233.50,   3.548,  231.21,   2.620,0
06,01,19,03:40:00,   0.01,  31.6,  229.99,   4.050,  229.61,   2.912,0
06,01,19,03:45:00,  -0.07,  31.6,  229.45,   2.126,  232.98,   3.231,0
06,01,19,03:50:00,   0.07,  31.6,  231.20,   2.247,  227.28,   3.478,0
06,01,19,03:55:00,   0.00,  31.6,  231.74,   4.183,  231.48,   1.840,0
06,01,19,04:00:00,  -0.01,  31.6,  227.93,   2.304,  228.40,   2.864,0
06,01,19,04:05:00,  -0.04,  31.6,  228.44,   1.534,  230.65,   2.047,0
06,01,19,04:10:00,   0.05,  31.6,  234.54,   4.013,  231.79,   2.699,0
06,01,19,04:15:00,  -0.03,  31.6,  232.11,   4.177,  233.98,   2.156,0
06,01,19,04:20:00,   0.03,  31.6,  235.56,   2.488,  233.77,   1.544,0
06,01,19,04:25:00,  -0.02,  31.6,  235.19,   1.252,  236.11,   5.062,0
06,01,19,04:30:00,  -0.03,  31.6,  236.47,   4.283,  238.32,   2.296,0
06,01,19,04:35:00,  -0.00,  31.6,  235.56,   2.226,  235.59,   1.775,0
06,01,19,04:40:00,  -0.07,  31.6,  234.05,   1.566,  237.61,   3.419,0
06,01,19,04:45:00,   0.02,  31.6,  237.60,   4.787,  236.38,   2.021,0
06,01,19,04:50:00,   0.04,  31.6,  234.74,   3.476,  232.48,   2.861,0
06,01,19,04:55:00,   0.05,  31.6,  234.94,   2.948,  232.50,   3.410,0
06,01,19,05:00:00,  -0.02,  31.6,  231.20,   1.682,  232.08,   3.546,0
06,01,19,05:05:00,  -0.03,  31.6,  229.08,   3.973,  230.88,   3.153,0
06,01,19,05:10:00,   0.01,  31.6,  230.12,   5.045,  229.51,   4.013,0
06,01,19,05:15:00,  -0.00,  31.6,  230.20,   5.132,  230.44,   2.371,0
06,01,19,05:20:00,   0.03,  31.6,  231.78,   1.806,  230.19,   2.710,0
06,01,19,05:25:00,  -0.04,  31.6,  230.65,   4.132,  232.63,   2.459,0
06,01,19,05:30:00,   0.04,  31.6,  231.52,   3.867,  229.36,   4.016,0
06,01,19,05:35:00,   0.05,  31.6,  230.61,   4.162,  227.89,   3.068,0
06,01,19,05:40:00,  -0.00,  31.6,  229.41,   3.011,  229.68,   3.018,0
06,01,19,05:45:00,  -0.00,  31.6,  230.26,   1.638,  230.37,   2.574,0
06,01,19,05:50:00,  -0.01,  31.6,  229.14,   2.576,  229.58,   5.902,0
06,01,19,05:55:00,   0.02,  31.6,  231.46,   2.639,  230.56,   1.984,0
06,01,19,06:00:00,  -0.03,  31.6,  231.08,   3.216,  232.74,   3.929,0
06,01,19,06:05:00,  -0.01,  31.6,  228.95,   4.068,  229.27,   1.365,0
06,01,19,06:10:00,   0.02,  31.6,  229.35,   2.856,  228.23,   4.124,0
06,01,19,06:15:00,   0.01,  31.6,  230.78,   2.472,  230.05,   0.994,0
06,01,19,06:20:00,  -0.00,  31.6,  228.06,   1.375,  228.31,   4.240,0
06,01,19,06:25:00,   0.01,  31.6,  229.08,   3.781,  228.44,   3.766,0
06,01,19,06:30:00,   0.02,  31.6,  232.42,   2.329,  231.32,   2.786,0
06,01,19,06:35:00,  -0.07,  31.6,  229.99,   0.855,  233.52,   3.143,0
06,01,19,06:40:00,  -0.00,  31.6,  230.45,   2.553,  230.49,   2.864,0
06,01,19,06:45:00,   0.05,  31.6,  232.67,   4.305,  230.19,   2.426,0
06,01,19,06:50:00,  -0.06,  31.6,  228.70,   3.859,  232.22,   3.821,0
06,01,19,06:55:00,   0.02,  31.6,  230.58,   2.176,  229.56,   1.474,0
06,01,19,07:00:00,  -0.01,  31.6,  229.01,   3.661,  229.70,   3.419,0
06,01,19,07:05:00,  -0.06,  31.6,  229.23,   2.324,  232.71,   2.219,0
06,01,19,07:10:00,  -0.03,  31.6,  230.75,   3.112,  232.14,   3.847,0
06,01,19,07:15:00,  -0.07,  31.7,  229.89,   3.738,  233.48,   1.550,0
06,01,19,07:20:00,  -0.03,  31.7,  231.79,   3.818,  233.63,   3.098,0
06,01,19,07:25:00,   0.05,  31.8,  231.98,   4.688,  229.55,   3.681,0
06,01,19,07:30:00,   0.02,  31.9,  232.94,   3.221,  231.95,   1.326,0
06,01,19,07:35:00,   0.01,  31.9,  233.92,   4.175,  233.12,   0.924,0
06,01,19,07:40:00,  -0.03,  32.0,  230.95,   1.906,  232.51,   3.449,0
06,01,19,07:45:00,   0.04,  32.1,  233.64,   4.225,  231.65,   1.333,0
06,01,19,07:50:00,  -0.11,  32.1,  229.70,   3.174,  235.65,   2.214,0
06,01,19,07:55:00,  -0.12,  32.2,  231.56,   2.765,  238.28,   5.913,0
06,01,19,08:00:00,   0.02,  32.3,  234.96,   5.459,  233.87,   1.520,0
06,01,19,08:05:00,  -0.03,  32.3,  233.17,   1.708,  234.64,   1.680,0
06,01,19,08:10:00,  -0.04,  32.4,  233.97,   1.895,  236.03,   3.734,0
06,01,19,08:15:00,  -0.06,  32.5,  232.17,   1.150,  235.68,   2.830,0
06,01,19,08:20:00,  -0.01,  32.5,  235.71,   3.132,  236.06,   2.992,0
06,01,19,08:25:00,  -0.02,  32.6,  232.31,   1.994,  233.33,   2.418,0
06,01,19,08:30:00,  -0.01,  32.6,  233.37,   2.620,  233.85,   3.959,0
06,01,19,08:35:00,  -0.02,  32.7,  232.31,   1.676,  233.66,   3.395,0
06,01,19,08:40:00,   0.09,  32.7,  235.20,   4.675,  230.50,   2.264,0
06,01,19,08:45:00,   0.04,  32.8,  234.03,   5.823,  231.79,   2.651,0
06,01,19,08:50:00,  -0.00,  32.8,  230.70,   4.311,  230.96,   4.992,0
06,01,19,08:55:00,  -0.03,  32.8,  231.80,   3.192,  233.62,   1.615,0
06,01,19,09:00:00,  -0.01,  32.9,  230.36,   2.694,  231.17,   3.916,0
06,01,19,09:05:00,   0.03,  32.9,  230.54,   3.602,  229.18,   1.846,0
06,01,19,09:10:00,   0.04,  32.9,  232.16,   2.445,  230.23,   4.573,0
06,01,19,09:15:00,  -0.01,  33.0,  233.63,   3.969,  234.11,   3.266,0
06,01,19,09:20:00,   0.00,  33.0,  233.84,   1.569,  233.77,   3.979,0
06,01,19,09:25:00,   0.00,  33.0,  231.82,   2.611,  231.75,   4.525,0
06,01,19,09:30:00,   0.04,  33.1,  231.31,   1.704,  229.16,   1.541,0
06,01,19,09:35:00,  -0.07,  33.1,  229.65,   4.166,  233.31,   3.425,0
06,01,19,09:40:00,  -0.01,  33.1,  231.32,   2.233,  231.93,   2.404,0
06,01,19,09:45:00,  -0.03,  33.1,  228.19,   2.222,  230.03,   1.844,0
06,01,19,09:50:00,   0.01,  33.2,  229.35,   2.615,  229.00,   3.505,0
06,01,19,09:55:00,   0.09,  33.2,  227.52,   1.048,  222.85,   1.278,0
06,01,19,10:00:00,  -0.01,  33.2,  226.08,   1.830,  226.66,   1.694,0
06,01,19,10:05:00,  -0.02,  33.2,  234.80,   1.787,  235.96,   3.689,0
06,01,19,10:10:00,   0.00,  33.2,  239.02,   3.024,  238.88,   5.042,0
06,01,19,10:15:00,  -0.06,  33.3,  242.81,   1.867,  246.04,   2.284,0
06,01,19,10:20:00,   0.00,  33.3,  246.15,   1.587,  246.14,   2.520,0
06,01,19,10:25:00,  -0.00,  33.3,  242.36,   1.537,  242.55,   2.120,0
06,01,19,10:30:00,   0.07,  33.3,  237.60,   3.404,  233.90,   2.920,0
06,01,19,10:35:00,  -0.01,  33.3,  235.72,   3.192,  236.51,   1.229,0
06,01,19,10:40:00,   0.06,  33.3,  233.54,   2.088,  230.50,   3.859,0
06,01,19,10:45:00,  -0.00,  33.3,  235.18,   4.888,  235.39,   3.053,0
06,01,19,10:50:00,   0.02,  33.3,  233.36,   3.064,  232.03,   2.064,0
06,01,19,10:55:00,   0.04,  33.3,  232.80,   2.909,  230.81,   2.427,0
06,01,19,11:00:00,  -0.00,  33.3,  231.84,   3.095,  232.01,   2.837,0
06,01,19,11:05:00,  -0.04,  33.3,  227.95,   2.490,  229.89,   1.919,0
06,01,19,11:10:00,   0.04,  33.3,  227.25,   3.339,  224.82,   2.875,0
06,01,19,11:15:00,   0.07,  33.3,  222.40,   0.644,  218.61,   4.310,0
06,01,19,11:20:00,   0.03,  33.3,  219.68,   3.163,  218.02,   3.955,0
06,01,19,11:25:00,   0.06,  33.3,  216.99,   4.767,  213.83,   2.466,0
06,01,19,11:30:00,   0.01,  33.3,  213.64,   2.554,  213.11,   3.293,0
06,01,19,11:35:00,   0.03,  33.4,  215.60,   1.901,  213.85,   2.190,0
06,01,19,11:40:00,  -0.04,  33.4,  212.23,   3.127,  214.14,   2.323,0
06,01,19,11:45:00,   0.02,  33.4,  213.25,   1.756,  212.32,   3.307,0
06,01,19,11:50:00,   0.01,  33.4,  211.42,   3.986,  211.06,   2.817,0
06,01,19,11:55:00,  -0.08,  33.4,  206.24,   3.169,  210.65,   1.796,0
06,01,19,12:00:00,  -0.02,  33.4,  209.79,   1.804,  210.77,   2.385,0
06,01,19,12:05:00,   0.00,  33.4,  209.19,   2.545,  208.95,   3.194,0
06,01,19,12:10:00,   0.04,  33.4,  209.28,   2.659,  207.00,   2.444,0
06,01,19,12:15:00,   0.01,  33.5,  210.03,   2.491,  209.40,   3.329,0
06,01,19,12:20:00,   0.01,  33.5,  209.18,   3.123,  208.67,   3.204,0
06,01,19,12:25:00,   0.03,  33.5,  208.91,   3.597,  207.48,   3.746,0
06,01,19,12:30:00,   0.04,  33.5,  211.78,   3.508,  209.74,   2.577,0
06,01,19,12:35:00,  -0.04,  33.5,  218.05,   0.818,  219.98,   2.292,0
06,01,19,12:40:00,   0.01,  33.5,  215.70,   2.898,  215.21,   2.437,0
06,01,19,12:45:00,  -0.03,  33.5,  212.61,   4.408,  214.39,   2.676,0
06,01,19,12:50:00,  -0.10,  33.5,  209.06,   3.145,  214.67,   4.167,0
06,01,19,12:55:00,   0.00,  33.5,  210.52,   5.846,  210.41,   2.732,0
06,01,19,13:00:00,   0.03,  33.4,  211.68,   4.016,  210.11,   1.322,0
06,01,19,13:05:00,   0.01,  33.4,  209.85,   2.006,  209.27,   3.368,0
06,01,19,13:10:00,  -0.01,  33.4,  209.04,   2.411,  209.66,   2.594,0
06,01,19,13:15:00,  -0.01,  33.4,  205.49,   3.062,  206.02,   1.691,0
06,01,19,13:20:00,  -0.02,  33.4,  208.28,   1.795,  209.63,   1.508,0
06,01,19,13:25:00,   0.03,  33.4,  206.77,   3.500,  205.07,   3.335,0
06,01,19,13:30:00,   0.03,  33.3,  209.61,   2.320,  208.20,   1.749,0
06,01,19,13:35:00,  -0.01,  33.3,  206.36,   4.098,  206.77,   2.509,0
06,01,19,13:40:00,   0.03,  33.3,  208.85,   3.201,  207.30,   1.945,0
06,01,19,13:45:00,   0.07,  33.3,  210.13,   2.059,  206.54,   2.872,0
06,01,19,13:50:00,  -0.07,  33.3,  204.71,   2.450,  208.72,   3.493,0
06,01,19,13:55:00,  -0.01,  33.3,  206.29,   1.953,  207.08,   1.718,0
06,01,19,14:00:00,  -0.06,  33.3,  203.08,   2.561,  206.44,   3.525,0
06,01,19,14:05:00,  -0.02,  33.3,  205.24,   1.516,  206.25,   3.329,0
06,01,19,14:10:00,  -0.04,  33.3,  203.67,   2.649,  205.88,   2.851,0
06,01,19,14:15:00,   0.08,  33.3,  206.69,   2.697,  202.34,   3.372,0
06,01,19,14:20:00,  -0.01,  33.3,  205.69,   1.946,  206.24,   2.046,0
06,01,19,14:25:00,   0.03,  33.3,  208.24,   2.810,  206.53,   3.144,0
06,01,19,14:30:00,   0.10,  33.3,  208.34,   4.265,  202.85,   3.528,0
06,01,19,14:35:00,   0.04,  33.3,  207.67,   2.513,  205.63,   2.011,0
06,01,19,14:40:00,   0.00,  33.3,  204.86,   3.146,  204.79,   3.753,0
06,01,19,14:45:00,  -0.05,  33.2,  199.56,   0.795,  202.11,   1.697,0
06,01,19,14:50:00,   0.00,  33.2,  200.48,   2.545,  200.28,   2.625,0
06,01,19,14:55:00,  -0.04,  33.2,  198.96,   2.482,  201.15,   3.894,0
06,01,19,15:00:00,  -0.04,  33.2,  198.17,   4.848,  200.32,   3.382,0
06,01,19,15:05:00,   0.02,  33.3,  197.71,   2.586,  196.54,   3.410,0
06,01,19,15:10:00,   0.00,  33.3,  199.28,   3.545,  199.19,   4.473,0
06,01,19,15:15:00,  -0.02,  33.3,  197.76,   2.917,  198.98,   3.507,0
06,01,19,15:20:00,   0.04,  33.3,  203.11,   2.489,  201.08,   1.307,0
06,01,19,15:25:00,   0.03,  33.3,  199.07,   2.994,  197.35,   3.749,0
06,01,19,15:30:00,  -0.05,  33.3,  198.20,   2.431,  200.75,   2.396,0
06,01,19,15:35:00,   0.04,  33.3,  199.27,   3.975,  196.91,   5.578,0
06,01,19,15:40:00,  -0.09,  33.3,  195.84,   1.939,  200.91,   2.584,0
06,01,19,15:45:00,  -0.02,  33.3,  198.19,   2.683,  199.38,   1.665,0
06,01,19,15:50:00,   0.02,  33.3,  199.99,   1.913,  199.09,   2.530,0
06,01,19,15:55:00,  -0.00,  33.3,  197.02,   1.953,  197.04,   2.147,0
06,01,19,16:00:00,  -0.00,  33.2,  197.86,   1.704,  197.97,   3.855,0
06,01,19,16:05:00,   0.01,  33.2,  197.67,   1.472,  197.12,   1.101,0
06,01,19,16:10:00,   0.04,  33.2,  199.41,   3.477,  197.33,   3.389,0
06,01,19,16:15:00,   0.02,  33.2,  197.83,   4.915,  196.69,   3.429,0
06,01,19,16:20:00,  -0.01,  33.2,  197.77,   3.553,  198.15,   2.542,0
