"","PosixCT","Day","Sample","HR_12CH4","HP_12CH4","Delta_iCH4_Raw","HR_Delta_iCH4_Raw","HR_Delta_iCH4_30s","HP_Delta_iCH4_Raw","HP_Delta_iCH4_30s"
"15","2019-08-02 18:22:25","aug02","ecu3",2.6797849496,2.7764056967,-46.567125576,-37.082433209,-29.91381168,-46.567125576,-39.931868392
"16","2019-08-02 18:22:25","aug02","ecu3",2.6797849496,2.7764056967,-46.567125576,-37.082433209,-29.91381168,-46.567125576,-39.931868392
"17","2019-08-02 18:22:26","aug02","ecu3",2.5438848565,2.6280141022,-45.688080313,-38.275117955,-29.316955164,-45.688080313,-40.973514222
"18","2019-08-02 18:22:27","aug02","ecu3",2.5438848565,2.6280141022,-45.688080313,-38.275117955,-29.316955164,-45.688080313,-40.973514222
"19","2019-08-02 18:22:28","aug02","ecu3",2.5438848565,2.6280141022,-45.688080313,-38.275117955,-29.316955164,-45.688080313,-40.973514222
"20","2019-08-02 18:22:29","aug02","ecu3",2.5438848565,2.6280141022,-45.688080313,-38.275117955,-29.316955164,-45.688080313,-40.973514222
"21","2019-08-02 18:22:30","aug02","ecu3",2.431843139,2.5133504753,-49.41099774,-42.024539379,-30.053505394,-49.41099774,-42.354215172
"22","2019-08-02 18:22:31","aug02","ecu3",2.431843139,2.5133504753,-49.41099774,-42.024539379,-30.053505394,-49.41099774,-42.354215172
"23","2019-08-02 18:22:32","aug02","ecu3",2.431843139,2.5133504753,-49.41099774,-42.024539379,-30.053505394,-49.41099774,-42.354215172
"24","2019-08-02 18:22:32","aug02","ecu3",2.431843139,2.5133504753,-49.41099774,-42.024539379,-30.053505394,-49.41099774,-42.354215172
"25","2019-08-02 18:22:33","aug02","ecu3",2.3467469628,2.4262907598,-48.504052104,-39.978728791,-31.666025617,-48.504052104,-43.642641575
"26","2019-08-02 18:22:35","aug02","ecu3",2.3467469628,2.4262907598,-48.504052104,-39.978728791,-31.666025617,-48.504052104,-43.642641575
"27","2019-08-02 18:22:35","aug02","ecu3",2.3467469628,2.4262907598,-48.504052104,-39.978728791,-31.666025617,-48.504052104,-43.642641575
"28","2019-08-02 18:22:36","aug02","ecu3",2.3467469628,2.4262907598,-48.504052104,-39.978728791,-31.666025617,-48.504052104,-43.642641575
"29","2019-08-02 18:22:37","aug02","ecu3",2.3204874727,2.3621479611,-47.961415507,-52.871498207,-34.823252157,-47.961415507,-44.852102618
"30","2019-08-02 18:22:38","aug02","ecu3",2.3204874727,2.3621479611,-47.961415507,-52.871498207,-34.823252157,-47.961415507,-44.852102618
"31","2019-08-02 18:22:39","aug02","ecu3",2.3204874727,2.3621479611,-47.961415507,-52.871498207,-34.823252157,-47.961415507,-44.852102618
"32","2019-08-02 18:22:39","aug02","ecu3",2.3204874727,2.3621479611,-47.961415507,-52.871498207,-34.823252157,-47.961415507,-44.852102618
"33","2019-08-02 18:22:40","aug02","ecu3",2.2445467145,2.3125276215,-46.720620111,-40.473278345,-36.632022871,-46.720620111,-45.794718977
"34","2019-08-02 18:22:42","aug02","ecu3",2.2445467145,2.3125276215,-46.720620111,-40.473278345,-36.632022871,-46.720620111,-45.794718977
"35","2019-08-02 18:22:42","aug02","ecu3",2.2445467145,2.3125276215,-46.720620111,-40.473278345,-36.632022871,-46.720620111,-45.794718977
"36","2019-08-02 18:22:43","aug02","ecu3",2.2445467145,2.3125276215,-46.720620111,-40.473278345,-36.632022871,-46.720620111,-45.794718977
"37","2019-08-02 18:22:44","aug02","ecu3",2.2296772307,2.2766954619,-46.806877903,-49.073273613,-39.560324994,-46.806877903,-46.569331957
"38","2019-08-02 18:22:45","aug02","ecu3",2.2296772307,2.2766954619,-46.806877903,-49.073273613,-39.560324994,-46.806877903,-46.569331957
"39","2019-08-02 18:22:46","aug02","ecu3",2.2296772307,2.2766954619,-46.806877903,-49.073273613,-39.560324994,-46.806877903,-46.569331957
"40","2019-08-02 18:22:46","aug02","ecu3",2.2296772307,2.2766954619,-46.806877903,-49.073273613,-39.560324994,-46.806877903,-46.569331957
"41","2019-08-02 18:22:47","aug02","ecu3",2.1869518132,2.2497660545,-48.018438187,-41.570793551,-41.181478795,-48.018438187,-47.200778581
"42","2019-08-02 18:22:48","aug02","ecu3",2.1869518132,2.2497660545,-48.018438187,-41.570793551,-41.181478795,-48.018438187,-47.200778581
"43","2019-08-02 18:22:49","aug02","ecu3",2.1869518132,2.2497660545,-48.018438187,-41.570793551,-41.181478795,-48.018438187,-47.200778581
"44","2019-08-02 18:22:50","aug02","ecu3",2.1869518132,2.2497660545,-48.018438187,-41.570793551,-41.181478795,-48.018438187,-47.200778581
"45","2019-08-02 18:22:51","aug02","ecu3",2.1946837947,2.2302379294,-38.128127913,-43.335503924,-42.74279633,-38.128127913,-46.422859484
"46","2019-08-02 18:22:52","aug02","ecu3",2.1946837947,2.2302379294,-38.128127913,-43.335503924,-42.74279633,-38.128127913,-46.422859484
"47","2019-08-02 18:22:53","aug02","ecu3",2.1946837947,2.2302379294,-38.128127913,-43.335503924,-42.74279633,-38.128127913,-46.422859484
"48","2019-08-02 18:22:53","aug02","ecu3",2.1946837947,2.2302379294,-38.128127913,-43.335503924,-42.74279633,-38.128127913,-46.422859484
"49","2019-08-02 18:22:54","aug02","ecu3",2.1581350346,2.2157535935,-46.074506252,-41.161674122,-43.196045321,-46.074506252,-46.368124003
"50","2019-08-02 18:22:55","aug02","ecu3",2.1581350346,2.2157535935,-46.074506252,-41.161674122,-43.196045321,-46.074506252,-46.368124003
"51","2019-08-02 18:22:56","aug02","ecu3",2.1581350346,2.2157535935,-46.074506252,-41.161674122,-43.196045321,-46.074506252,-46.368124003
"52","2019-08-02 18:22:57","aug02","ecu3",2.1581350346,2.2157535935,-46.074506252,-41.161674122,-43.196045321,-46.074506252,-46.368124003
"53","2019-08-02 18:22:58","aug02","ecu3",2.1672897367,2.2051235857,-44.39004456,-48.089527164,-44.286535233,-44.39004456,-46.223897809
"54","2019-08-02 18:22:59","aug02","ecu3",2.1672897367,2.2051235857,-44.39004456,-48.089527164,-44.286535233,-44.39004456,-46.223897809
"55","2019-08-02 18:23:00","aug02","ecu3",2.1672897367,2.2051235857,-44.39004456,-48.089527164,-44.286535233,-44.39004456,-46.223897809
"56","2019-08-02 18:23:00","aug02","ecu3",2.1672897367,2.2051235857,-44.39004456,-48.089527164,-44.286535233,-44.39004456,-46.223897809
"57","2019-08-02 18:23:01","aug02","ecu3",2.1673456771,2.197522766,-49.716576289,-53.614874184,-45.574350211,-49.716576289,-46.257850981
"58","2019-08-02 18:23:02","aug02","ecu3",2.1673456771,2.197522766,-49.716576289,-53.614874184,-45.574350211,-49.716576289,-46.257850981
"59","2019-08-02 18:23:03","aug02","ecu3",2.1673456771,2.197522766,-49.716576289,-53.614874184,-45.574350211,-49.716576289,-46.257850981
"60","2019-08-02 18:23:04","aug02","ecu3",2.1673456771,2.197522766,-49.716576289,-53.614874184,-45.574350211,-49.716576289,-46.257850981
"61","2019-08-02 18:23:05","aug02","ecu3",2.1289629692,2.191612763,-52.186586251,-41.930360386,-45.791198166,-52.186586251,-46.667021442
"62","2019-08-02 18:23:06","aug02","ecu3",2.1289629692,2.191612763,-52.186586251,-41.930360386,-45.791198166,-52.186586251,-46.667021442
"63","2019-08-02 18:23:07","aug02","ecu3",2.1289629692,2.191612763,-52.186586251,-41.930360386,-45.791198166,-52.186586251,-46.667021442
"64","2019-08-02 18:23:07","aug02","ecu3",2.1289629692,2.191612763,-52.186586251,-41.930360386,-45.791198166,-52.186586251,-46.667021442
"65","2019-08-02 18:23:08","aug02","ecu3",2.1346635243,2.1874631299,-50.829767578,-43.391790065,-44.737897262,-50.829767578,-46.985727227
"66","2019-08-02 18:23:09","aug02","ecu3",2.1346635243,2.1874631299,-50.829767578,-43.391790065,-44.737897262,-50.829767578,-46.985727227
"67","2019-08-02 18:23:10","aug02","ecu3",2.1346635243,2.1874631299,-50.829767578,-43.391790065,-44.737897262,-50.829767578,-46.985727227
"68","2019-08-02 18:23:11","aug02","ecu3",2.1346635243,2.1874631299,-50.829767578,-43.391790065,-44.737897262,-50.829767578,-46.985727227
"69","2019-08-02 18:23:12","aug02","ecu3",2.1491611671,2.1843768586,-48.318293556,-48.800672509,-45.66316328,-48.318293556,-47.163246499
"70","2019-08-02 18:23:13","aug02","ecu3",2.1491611671,2.1843768586,-48.318293556,-48.800672509,-45.66316328,-48.318293556,-47.163246499
"71","2019-08-02 18:23:14","aug02","ecu3",2.1491611671,2.1843768586,-48.318293556,-48.800672509,-45.66316328,-48.318293556,-47.163246499
"72","2019-08-02 18:23:14","aug02","ecu3",2.1491611671,2.1843768586,-48.318293556,-48.800672509,-45.66316328,-48.318293556,-47.163246499
"73","2019-08-02 18:23:15","aug02","ecu3",2.1342070837,2.182085714,-48.172157847,-42.866031045,-44.973469661,-48.172157847,-47.31494427
"74","2019-08-02 18:23:17","aug02","ecu3",2.1342070837,2.182085714,-48.172157847,-42.866031045,-44.973469661,-48.172157847,-47.31494427
"75","2019-08-02 18:23:17","aug02","ecu3",2.1342070837,2.182085714,-48.172157847,-42.866031045,-44.973469661,-48.172157847,-47.31494427
"76","2019-08-02 18:23:18","aug02","ecu3",2.1342070837,2.182085714,-48.172157847,-42.866031045,-44.973469661,-48.172157847,-47.31494427
"77","2019-08-02 18:23:19","aug02","ecu3",2.1470595583,2.1794372584,-42.831319543,-44.726980861,-45.32415714,-42.831319543,-46.738597754
"78","2019-08-02 18:23:20","aug02","ecu3",2.1470595583,2.1794372584,-42.831319543,-44.726980861,-45.32415714,-42.831319543,-46.738597754
"79","2019-08-02 18:23:21","aug02","ecu3",2.1470595583,2.1794372584,-42.831319543,-44.726980861,-45.32415714,-42.831319543,-46.738597754
"80","2019-08-02 18:23:21","aug02","ecu3",2.1470595583,2.1794372584,-42.831319543,-44.726980861,-45.32415714,-42.831319543,-46.738597754
"81","2019-08-02 18:23:22","aug02","ecu3",2.1489190038,2.1784695136,-50.052732908,-52.411779989,-46.332632258,-50.052732908,-48.063553865
"82","2019-08-02 18:23:23","aug02","ecu3",2.1489190038,2.1784695136,-50.052732908,-52.411779989,-46.332632258,-50.052732908,-48.063553865
"83","2019-08-02 18:23:24","aug02","ecu3",2.1489190038,2.1784695136,-50.052732908,-52.411779989,-46.332632258,-50.052732908,-48.063553865
"84","2019-08-02 18:23:25","aug02","ecu3",2.1489190038,2.1784695136,-50.052732908,-52.411779989,-46.332632258,-50.052732908,-48.063553865
"85","2019-08-02 18:23:26","aug02","ecu3",2.1374516947,2.1766112118,-51.893577036,-49.625254223,-47.273030047,-51.893577036,-48.710117285
"86","2019-08-02 18:23:27","aug02","ecu3",2.1374516947,2.1766112118,-51.893577036,-49.625254223,-47.273030047,-51.893577036,-48.710117285
"87","2019-08-02 18:23:28","aug02","ecu3",2.1374516947,2.1766112118,-51.893577036,-49.625254223,-47.273030047,-51.893577036,-48.710117285
"88","2019-08-02 18:23:28","aug02","ecu3",2.1374516947,2.1766112118,-51.893577036,-49.625254223,-47.273030047,-51.893577036,-48.710117285
"89","2019-08-02 18:23:29","aug02","ecu3",2.1343524474,2.1766399986,-48.475036537,-43.66913524,-46.781875389,-48.475036537,-49.164005283
"90","2019-08-02 18:23:31","aug02","ecu3",2.1343524474,2.1766399986,-48.475036537,-43.66913524,-46.781875389,-48.475036537,-49.164005283
"91","2019-08-02 18:23:31","aug02","ecu3",2.1343524474,2.1766399986,-48.475036537,-43.66913524,-46.781875389,-48.475036537,-49.164005283
"92","2019-08-02 18:23:32","aug02","ecu3",2.1343524474,2.1766399986,-48.475036537,-43.66913524,-46.781875389,-48.475036537,-49.164005283
"93","2019-08-02 18:23:33","aug02","ecu3",2.1482849516,2.1760060912,-45.025781215,-46.368498784,-45.976722567,-45.025781215,-48.64280583
"94","2019-08-02 18:23:34","aug02","ecu3",2.1482849516,2.1760060912,-45.025781215,-46.368498784,-45.976722567,-45.025781215,-48.64280583
"95","2019-08-02 18:23:35","aug02","ecu3",2.1482849516,2.1760060912,-45.025781215,-46.368498784,-45.976722567,-45.025781215,-48.64280583
"96","2019-08-02 18:23:35","aug02","ecu3",2.1482849516,2.1760060912,-45.025781215,-46.368498784,-45.976722567,-45.025781215,-48.64280583
"97","2019-08-02 18:23:36","aug02","ecu3",2.1447054004,2.1759160236,-53.948393383,-51.832333512,-47.076941803,-53.948393383,-48.838562178
"98","2019-08-02 18:23:38","aug02","ecu3",2.1447054004,2.1759160236,-53.948393383,-51.832333512,-47.076941803,-53.948393383,-48.838562178
"99","2019-08-02 18:23:38","aug02","ecu3",2.1447054004,2.1759160236,-53.948393383,-51.832333512,-47.076941803,-53.948393383,-48.838562178
"100","2019-08-02 18:23:39","aug02","ecu3",2.1447054004,2.1759160236,-53.948393383,-51.832333512,-47.076941803,-53.948393383,-48.838562178
"101","2019-08-02 18:23:40","aug02","ecu3",2.1353993485,2.1751905929,-50.597603927,-47.394131946,-47.521646457,-50.597603927,-48.812766217
"102","2019-08-02 18:23:41","aug02","ecu3",2.1353993485,2.1751905929,-50.597603927,-47.394131946,-47.521646457,-50.597603927,-48.812766217
"103","2019-08-02 18:23:42","aug02","ecu3",2.1353993485,2.1751905929,-50.597603927,-47.394131946,-47.521646457,-50.597603927,-48.812766217
"104","2019-08-02 18:23:42","aug02","ecu3",2.1353993485,2.1751905929,-50.597603927,-47.394131946,-47.521646457,-50.597603927,-48.812766217
"105","2019-08-02 18:23:43","aug02","ecu3",2.1303087205,2.1739345728,-41.047215174,-35.086900874,-45.997894053,-41.047215174,-48.004868619
"106","2019-08-02 18:23:45","aug02","ecu3",2.1303087205,2.1739345728,-41.047215174,-35.086900874,-45.997894053,-41.047215174,-48.004868619
"107","2019-08-02 18:23:45","aug02","ecu3",2.1303087205,2.1739345728,-41.047215174,-35.086900874,-45.997894053,-41.047215174,-48.004868619
"108","2019-08-02 18:23:46","aug02","ecu3",2.1303087205,2.1739345728,-41.047215174,-35.086900874,-45.997894053,-41.047215174,-48.004868619
"109","2019-08-02 18:23:47","aug02","ecu3",2.1353822609,2.1672577501,-49.729741108,-48.178836304,-46.588205748,-49.729741108,-48.177933426
"110","2019-08-02 18:23:48","aug02","ecu3",2.1353822609,2.1672577501,-49.729741108,-48.178836304,-46.588205748,-49.729741108,-48.177933426
"111","2019-08-02 18:23:49","aug02","ecu3",2.1353822609,2.1672577501,-49.729741108,-48.178836304,-46.588205748,-49.729741108,-48.177933426
"112","2019-08-02 18:23:49","aug02","ecu3",2.1353822609,2.1672577501,-49.729741108,-48.178836304,-46.588205748,-49.729741108,-48.177933426
"113","2019-08-02 18:23:50","aug02","ecu3",2.1222729996,2.152492011,-50.30268102,-49.731725106,-47.144288442,-50.30268102,-49.008084701
"114","2019-08-02 18:23:52","aug02","ecu3",2.1222729996,2.152492011,-50.30268102,-49.731725106,-47.144288442,-50.30268102,-49.008084701
"115","2019-08-02 18:23:52","aug02","ecu3",2.1222729996,2.152492011,-50.30268102,-49.731725106,-47.144288442,-50.30268102,-49.008084701
"116","2019-08-02 18:23:53","aug02","ecu3",2.1222729996,2.152492011,-50.30268102,-49.731725106,-47.144288442,-50.30268102,-49.008084701
"117","2019-08-02 18:23:54","aug02","ecu3",2.1058700902,2.1288054202,-45.500303229,-48.715783452,-46.73362216,-45.500303229,-48.502259181
"118","2019-08-02 18:23:55","aug02","ecu3",2.1058700902,2.1288054202,-45.500303229,-48.715783452,-46.73362216,-45.500303229,-48.502259181
"119","2019-08-02 18:23:56","aug02","ecu3",2.1058700902,2.1288054202,-45.500303229,-48.715783452,-46.73362216,-45.500303229,-48.502259181
"120","2019-08-02 18:23:56","aug02","ecu3",2.1058700902,2.1288054202,-45.500303229,-48.715783452,-46.73362216,-45.500303229,-48.502259181
"121","2019-08-02 18:23:57","aug02","ecu3",2.0591755046,2.0976826761,-43.275314132,-39.454404691,-45.603527768,-43.275314132,-47.544674414
"122","2019-08-02 18:23:59","aug02","ecu3",2.0591755046,2.0976826761,-43.275314132,-39.454404691,-45.603527768,-43.275314132,-47.544674414
"123","2019-08-02 18:23:59","aug02","ecu3",2.0591755046,2.0976826761,-43.275314132,-39.454404691,-45.603527768,-43.275314132,-47.544674414
"124","2019-08-02 18:24:00","aug02","ecu3",2.0591755046,2.0976826761,-43.275314132,-39.454404691,-45.603527768,-43.275314132,-47.544674414
"125","2019-08-02 18:24:01","aug02","ecu3",2.0393137416,2.0629164079,-48.58063718,-50.589603753,-46.372468714,-48.58063718,-47.556407819
"126","2019-08-02 18:24:02","aug02","ecu3",2.0393137416,2.0629164079,-48.58063718,-50.589603753,-46.372468714,-48.58063718,-47.556407819
"127","2019-08-02 18:24:03","aug02","ecu3",2.0393137416,2.0629164079,-48.58063718,-50.589603753,-46.372468714,-48.58063718,-47.556407819
"128","2019-08-02 18:24:03","aug02","ecu3",2.0393137416,2.0629164079,-48.58063718,-50.589603753,-46.372468714,-48.58063718,-47.556407819
"129","2019-08-02 18:24:04","aug02","ecu3",1.9888624309,2.0260185778,-44.251588909,-39.403799995,-45.598613293,-44.251588909,-47.470386451
"130","2019-08-02 18:48:44","aug02","ecu4",1.9755701345,2.0584074811,-56.385510422,-61.063642783,-53.023894566,-56.385510422,-47.804396828
"131","2019-08-02 18:48:45","aug02","ecu4",1.9755701345,2.0584074811,-56.385510422,-61.063642783,-53.023894566,-56.385510422,-47.804396828
"132","2019-08-02 18:48:45","aug02","ecu4",1.9755701345,2.0584074811,-56.385510422,-61.063642783,-53.023894566,-56.385510422,-47.804396828
"133","2019-08-02 18:48:46","aug02","ecu4",1.9755701345,2.0584074811,-56.385510422,-61.063642783,-53.023894566,-56.385510422,-47.804396828
"134","2019-08-02 18:48:47","aug02","ecu4",1.9943219852,2.0834546043,-45.211721893,-47.007961409,-52.73855002,-45.211721893,-47.928612611
"135","2019-08-02 18:48:48","aug02","ecu4",1.9943219852,2.0834546043,-45.211721893,-47.007961409,-52.73855002,-45.211721893,-47.928612611
"136","2019-08-02 18:48:49","aug02","ecu4",1.9943219852,2.0834546043,-45.211721893,-47.007961409,-52.73855002,-45.211721893,-47.928612611
"137","2019-08-02 18:48:49","aug02","ecu4",1.9943219852,2.0834546043,-45.211721893,-47.007961409,-52.73855002,-45.211721893,-47.928612611
"138","2019-08-02 18:48:51","aug02","ecu4",2.0226385373,2.1044464774,-40.827485702,-45.606335361,-50.830253088,-40.827485702,-46.464206865
"139","2019-08-02 18:48:52","aug02","ecu4",2.0226385373,2.1044464774,-40.827485702,-45.606335361,-50.830253088,-40.827485702,-46.464206865
"140","2019-08-02 18:48:52","aug02","ecu4",2.0226385373,2.1044464774,-40.827485702,-45.606335361,-50.830253088,-40.827485702,-46.464206865
"141","2019-08-02 18:48:53","aug02","ecu4",2.0226385373,2.1044464774,-40.827485702,-45.606335361,-50.830253088,-40.827485702,-46.464206865
"142","2019-08-02 18:48:54","aug02","ecu4",2.0437643319,2.1219488375,-49.712137322,-53.640724871,-51.297384066,-49.712137322,-47.265417001
"143","2019-08-02 18:48:55","aug02","ecu4",2.0437643319,2.1219488375,-49.712137322,-53.640724871,-51.297384066,-49.712137322,-47.265417001
"144","2019-08-02 18:48:56","aug02","ecu4",2.0437643319,2.1219488375,-49.712137322,-53.640724871,-51.297384066,-49.712137322,-47.265417001
"145","2019-08-02 18:48:56","aug02","ecu4",2.0437643319,2.1219488375,-49.712137322,-53.640724871,-51.297384066,-49.712137322,-47.265417001
"146","2019-08-02 18:48:58","aug02","ecu4",2.0639336467,2.1346979806,-47.27152589,-54.607971891,-52.329245052,-47.27152589,-47.440626272
"147","2019-08-02 18:48:59","aug02","ecu4",2.0639336467,2.1346979806,-47.27152589,-54.607971891,-52.329245052,-47.27152589,-47.440626272
"148","2019-08-02 18:48:59","aug02","ecu4",2.0639336467,2.1346979806,-47.27152589,-54.607971891,-52.329245052,-47.27152589,-47.440626272
"149","2019-08-02 18:49:00","aug02","ecu4",2.0639336467,2.1346979806,-47.27152589,-54.607971891,-52.329245052,-47.27152589,-47.440626272
"150","2019-08-02 18:49:01","aug02","ecu4",2.0539667901,2.1454913943,-45.663955906,-41.526621758,-51.587404179,-45.663955906,-47.124712397
"151","2019-08-02 18:49:02","aug02","ecu4",2.0539667901,2.1454913943,-45.663955906,-41.526621758,-51.587404179,-45.663955906,-47.124712397
"152","2019-08-02 18:49:03","aug02","ecu4",2.0539667901,2.1454913943,-45.663955906,-41.526621758,-51.587404179,-45.663955906,-47.124712397
"153","2019-08-02 18:49:03","aug02","ecu4",2.0539667901,2.1454913943,-45.663955906,-41.526621758,-51.587404179,-45.663955906,-47.124712397
"154","2019-08-02 18:49:05","aug02","ecu4",2.0788761013,2.1541487504,-48.431276782,-50.672333342,-51.421576525,-48.431276782,-47.051379072
"155","2019-08-02 18:49:06","aug02","ecu4",2.0788761013,2.1541487504,-48.431276782,-50.672333342,-51.421576525,-48.431276782,-47.051379072
"156","2019-08-02 18:49:06","aug02","ecu4",2.0788761013,2.1541487504,-48.431276782,-50.672333342,-51.421576525,-48.431276782,-47.051379072
"157","2019-08-02 18:49:07","aug02","ecu4",2.0788761013,2.1541487504,-48.431276782,-50.672333342,-51.421576525,-48.431276782,-47.051379072
"158","2019-08-02 18:49:08","aug02","ecu4",2.0784697645,2.1594364342,-45.950324667,-43.462878789,-50.921254404,-45.950324667,-47.437234737
"159","2019-08-02 18:49:09","aug02","ecu4",2.0784697645,2.1594364342,-45.950324667,-43.462878789,-50.921254404,-45.950324667,-47.437234737
"160","2019-08-02 18:49:10","aug02","ecu4",2.0784697645,2.1594364342,-45.950324667,-43.462878789,-50.921254404,-45.950324667,-47.437234737
"161","2019-08-02 18:49:10","aug02","ecu4",2.0784697645,2.1594364342,-45.950324667,-43.462878789,-50.921254404,-45.950324667,-47.437234737
"162","2019-08-02 18:49:12","aug02","ecu4",2.0881092593,2.163778176,-43.590033725,-42.067962654,-48.850714762,-43.590033725,-47.004885812
"163","2019-08-02 18:49:13","aug02","ecu4",2.0881092593,2.163778176,-43.590033725,-42.067962654,-48.850714762,-43.590033725,-47.004885812
"164","2019-08-02 18:49:13","aug02","ecu4",2.0881092593,2.163778176,-43.590033725,-42.067962654,-48.850714762,-43.590033725,-47.004885812
"165","2019-08-02 18:49:14","aug02","ecu4",2.0881092593,2.163778176,-43.590033725,-42.067962654,-48.850714762,-43.590033725,-47.004885812
"166","2019-08-02 18:49:15","aug02","ecu4",2.1015259302,2.1664193009,-42.966031562,-44.92494456,-47.05752607,-42.966031562,-45.513832605
"167","2019-08-02 18:49:16","aug02","ecu4",2.1015259302,2.1664193009,-42.966031562,-44.92494456,-47.05752607,-42.966031562,-45.513832605
"168","2019-08-02 18:49:17","aug02","ecu4",2.1015259302,2.1664193009,-42.966031562,-44.92494456,-47.05752607,-42.966031562,-45.513832605
"169","2019-08-02 18:49:17","aug02","ecu4",2.1015259302,2.1664193009,-42.966031562,-44.92494456,-47.05752607,-42.966031562,-45.513832605
"170","2019-08-02 18:49:19","aug02","ecu4",2.1084664506,2.168319715,-46.343638799,-49.623689362,-47.34816251,-46.343638799,-45.63960115
"171","2019-08-02 18:49:20","aug02","ecu4",2.1084664506,2.168319715,-46.343638799,-49.623689362,-47.34816251,-46.343638799,-45.63960115
"172","2019-08-02 18:49:20","aug02","ecu4",2.1084664506,2.168319715,-46.343638799,-49.623689362,-47.34816251,-46.343638799,-45.63960115
"173","2019-08-02 18:49:21","aug02","ecu4",2.1084664506,2.168319715,-46.343638799,-49.623689362,-47.34816251,-46.343638799,-45.63960115
"174","2019-08-02 18:49:22","aug02","ecu4",2.1075559847,2.1702958065,-49.031331916,-47.647223649,-47.574927875,-49.031331916,-46.551139619
"175","2019-08-02 18:49:23","aug02","ecu4",2.1075559847,2.1702958065,-49.031331916,-47.647223649,-47.574927875,-49.031331916,-46.551139619
"176","2019-08-02 18:49:24","aug02","ecu4",2.1075559847,2.1702958065,-49.031331916,-47.647223649,-47.574927875,-49.031331916,-46.551139619
"177","2019-08-02 18:49:25","aug02","ecu4",2.1075559847,2.1702958065,-49.031331916,-47.647223649,-47.574927875,-49.031331916,-46.551139619
"178","2019-08-02 18:49:26","aug02","ecu4",2.1169773509,2.1711010913,-49.114250659,-51.15903421,-47.299184468,-49.114250659,-46.484707767
"179","2019-08-02 18:49:27","aug02","ecu4",2.1169773509,2.1711010913,-49.114250659,-51.15903421,-47.299184468,-49.114250659,-46.484707767
"180","2019-08-02 18:49:28","aug02","ecu4",2.1169773509,2.1711010913,-49.114250659,-51.15903421,-47.299184468,-49.114250659,-46.484707767
"181","2019-08-02 18:49:28","aug02","ecu4",2.1169773509,2.1711010913,-49.114250659,-51.15903421,-47.299184468,-49.114250659,-46.484707767
"182","2019-08-02 18:49:29","aug02","ecu4",2.1158040584,2.171147553,-43.596453221,-46.148968575,-46.359295211,-43.596453221,-46.07636636
"183","2019-08-02 18:49:30","aug02","ecu4",2.1158040584,2.171147553,-43.596453221,-46.148968575,-46.359295211,-43.596453221,-46.07636636
"184","2019-08-02 18:49:31","aug02","ecu4",2.1158040584,2.171147553,-43.596453221,-46.148968575,-46.359295211,-43.596453221,-46.07636636
"185","2019-08-02 18:49:32","aug02","ecu4",2.1158040584,2.171147553,-43.596453221,-46.148968575,-46.359295211,-43.596453221,-46.07636636
"186","2019-08-02 18:49:33","aug02","ecu4",2.1096961947,2.1712452773,-47.92417855,-44.727932704,-46.714996427,-47.92417855,-46.327502209
