"","PosixCT","Day","Sample","X12CO2","Delta_Raw_iCO2"
"122",2019-08-02 18:50:30,"Aug02","ecu4",405.87133803,-20.172921985
"123",2019-08-02 18:50:31,"Aug02","ecu4",406.06246426,-20.172921985
"124",2019-08-02 18:50:31,"Aug02","ecu4",406.06246426,-23.642267387
"125",2019-08-02 18:50:32,"Aug02","ecu4",406.06246426,-23.642267387
"126",2019-08-02 18:50:34,"Aug02","ecu4",406.06246426,-23.642267387
"127",2019-08-02 18:50:34,"Aug02","ecu4",406.35097997,-23.642267387
"128",2019-08-02 18:50:35,"Aug02","ecu4",406.35097997,-23.895346545
"129",2019-08-02 18:50:36,"Aug02","ecu4",406.35097997,-23.895346545
"130",2019-08-02 18:50:37,"Aug02","ecu4",406.35097997,-23.895346545
"131",2019-08-02 18:50:38,"Aug02","ecu4",406.90282095,-23.895346545
"132",2019-08-02 18:50:38,"Aug02","ecu4",406.90282095,-25.123143433
"133",2019-08-02 18:50:39,"Aug02","ecu4",406.90282095,-25.123143433
"134",2019-08-02 18:50:41,"Aug02","ecu4",406.90282095,-25.123143433
"135",2019-08-02 18:50:41,"Aug02","ecu4",409.56323181,-25.123143433
"136",2019-08-02 18:50:42,"Aug02","ecu4",409.56323181,-24.647894601
"137",2019-08-02 18:50:43,"Aug02","ecu4",409.56323181,-24.647894601
"138",2019-08-02 18:50:44,"Aug02","ecu4",409.56323181,-24.647894601
"139",2019-08-02 18:50:45,"Aug02","ecu4",417.0319429,-24.647894601
"140",2019-08-02 18:50:45,"Aug02","ecu4",417.0319429,-23.779622082
"141",2019-08-02 18:50:46,"Aug02","ecu4",417.0319429,-23.779622082
"142",2019-08-02 18:50:48,"Aug02","ecu4",417.0319429,-23.779622082
"143",2019-08-02 18:50:48,"Aug02","ecu4",435.1232088,-23.779622082
"144",2019-08-02 18:50:49,"Aug02","ecu4",435.1232088,-21.056680659
"145",2019-08-02 18:50:50,"Aug02","ecu4",435.1232088,-21.056680659
"146",2019-08-02 18:50:51,"Aug02","ecu4",435.1232088,-21.056680659
"147",2019-08-02 18:50:52,"Aug02","ecu4",461.40731337,-21.056680659
"148",2019-08-02 18:50:52,"Aug02","ecu4",461.40731337,-21.752276
"149",2019-08-02 18:50:54,"Aug02","ecu4",461.40731337,-21.752276
"150",2019-08-02 18:50:55,"Aug02","ecu4",461.40731337,-21.752276
"151",2019-08-02 18:50:55,"Aug02","ecu4",489.15868508,-21.752276
"152",2019-08-02 18:50:56,"Aug02","ecu4",489.15868508,-15.741170096
"153",2019-08-02 18:50:57,"Aug02","ecu4",489.15868508,-15.741170096
"154",2019-08-02 18:50:58,"Aug02","ecu4",489.15868508,-15.741170096
"155",2019-08-02 18:22:12,"Aug02","ecu3",601.56300042,-17.797322327
"156",2019-08-02 18:22:13,"Aug02","ecu3",601.56300042,-17.797322327
"157",2019-08-02 18:22:14,"Aug02","ecu3",557.76667419,-17.797322327
"158",2019-08-02 18:22:15,"Aug02","ecu3",557.76667419,-20.441666328
"159",2019-08-02 18:22:16,"Aug02","ecu3",557.76667419,-20.441666328
"160",2019-08-02 18:22:17,"Aug02","ecu3",557.76667419,-20.441666328
"161",2019-08-02 18:22:18,"Aug02","ecu3",521.27924167,-20.441666328
"162",2019-08-02 18:22:18,"Aug02","ecu3",521.27924167,-21.261422491
"163",2019-08-02 18:22:19,"Aug02","ecu3",521.27924167,-21.261422491
"164",2019-08-02 18:22:20,"Aug02","ecu3",521.27924167,-21.261422491
"165",2019-08-02 18:22:21,"Aug02","ecu3",491.70571928,-21.261422491
"166",2019-08-02 18:22:22,"Aug02","ecu3",491.70571928,-19.110044163
"167",2019-08-02 18:22:23,"Aug02","ecu3",491.70571928,-19.110044163
"168",2019-08-02 18:22:24,"Aug02","ecu3",491.70571928,-19.110044163
"169",2019-08-02 18:22:25,"Aug02","ecu3",469.48667507,-19.110044163
"170",2019-08-02 18:22:25,"Aug02","ecu3",469.48667507,-24.200362469
"171",2019-08-02 18:22:26,"Aug02","ecu3",469.48667507,-24.200362469
"172",2019-08-02 18:22:27,"Aug02","ecu3",469.48667507,-24.200362469
"173",2019-08-02 18:22:28,"Aug02","ecu3",452.06145904,-24.200362469
"174",2019-08-02 18:22:29,"Aug02","ecu3",452.06145904,-18.910906944
"175",2019-08-02 18:22:30,"Aug02","ecu3",452.06145904,-18.910906944
"176",2019-08-02 18:22:31,"Aug02","ecu3",452.06145904,-18.910906944
"177",2019-08-02 18:22:32,"Aug02","ecu3",438.85823429,-18.910906944
"178",2019-08-02 18:22:32,"Aug02","ecu3",438.85823429,-22.512515784
"179",2019-08-02 18:22:33,"Aug02","ecu3",438.85823429,-22.512515784
"180",2019-08-02 18:22:35,"Aug02","ecu3",438.85823429,-22.512515784
"181",2019-08-02 18:22:35,"Aug02","ecu3",429.11253744,-22.512515784
"182",2019-08-02 18:22:36,"Aug02","ecu3",429.11253744,-23.629885012
"183",2019-08-02 18:22:37,"Aug02","ecu3",429.11253744,-23.629885012
"184",2019-08-02 18:22:38,"Aug02","ecu3",429.11253744,-23.629885012
"185",2019-08-02 18:22:39,"Aug02","ecu3",422.10334444,-23.629885012
"186",2019-08-02 18:22:39,"Aug02","ecu3",422.10334444,-25.153011933
"187",2019-08-02 18:22:40,"Aug02","ecu3",422.10334444,-25.153011933
"188",2019-08-02 18:22:42,"Aug02","ecu3",422.10334444,-25.153011933
"189",2019-08-02 18:22:42,"Aug02","ecu3",416.71360092,-25.153011933
"190",2019-08-02 18:22:43,"Aug02","ecu3",416.71360092,-23.09982668
"191",2019-08-02 18:22:44,"Aug02","ecu3",416.71360092,-23.09982668
"192",2019-08-02 18:22:45,"Aug02","ecu3",416.71360092,-23.09982668
"193",2019-08-02 18:22:46,"Aug02","ecu3",412.61570236,-23.09982668
"194",2019-08-02 18:22:46,"Aug02","ecu3",412.61570236,-24.169212691
"195",2019-08-02 18:22:47,"Aug02","ecu3",412.61570236,-24.169212691
"196",2019-08-02 18:22:48,"Aug02","ecu3",412.61570236,-24.169212691
"197",2019-08-02 18:22:49,"Aug02","ecu3",409.91067468,-24.169212691
"198",2019-08-02 18:22:50,"Aug02","ecu3",409.91067468,-22.678231521
"199",2019-08-02 18:22:51,"Aug02","ecu3",409.91067468,-22.678231521
"200",2019-08-02 18:22:52,"Aug02","ecu3",409.91067468,-22.678231521
"201",2019-08-02 18:22:53,"Aug02","ecu3",407.65399243,-22.678231521
"202",2019-08-02 18:22:53,"Aug02","ecu3",407.65399243,-23.630143187
"203",2019-08-02 18:22:54,"Aug02","ecu3",407.65399243,-23.630143187
"204",2019-08-02 18:22:55,"Aug02","ecu3",407.65399243,-23.630143187
"205",2019-08-02 18:22:56,"Aug02","ecu3",405.73818805,-23.630143187
"206",2019-08-02 18:22:57,"Aug02","ecu3",405.73818805,-27.028072025
"207",2019-08-02 18:22:58,"Aug02","ecu3",405.73818805,-27.028072025
"208",2019-08-02 18:22:59,"Aug02","ecu3",405.73818805,-27.028072025
"209",2019-08-02 18:23:00,"Aug02","ecu3",404.90427702,-27.028072025
"210",2019-08-02 18:23:00,"Aug02","ecu3",404.90427702,-27.315191202
"211",2019-08-02 18:23:01,"Aug02","ecu3",404.90427702,-27.315191202
"212",2019-08-02 18:23:02,"Aug02","ecu3",404.90427702,-27.315191202
"213",2019-08-02 18:23:03,"Aug02","ecu3",403.93607085,-27.315191202
"214",2019-08-02 18:23:04,"Aug02","ecu3",403.93607085,-23.874532411
"215",2019-08-02 18:23:05,"Aug02","ecu3",403.93607085,-23.874532411
"216",2019-08-02 18:23:06,"Aug02","ecu3",403.93607085,-23.874532411
"217",2019-08-02 18:23:07,"Aug02","ecu3",403.14756924,-23.874532411
"218",2019-08-02 18:23:07,"Aug02","ecu3",403.14756924,-23.088459198
"219",2019-08-02 18:23:08,"Aug02","ecu3",403.14756924,-23.088459198
"220",2019-08-02 18:23:09,"Aug02","ecu3",403.14756924,-23.088459198
"221",2019-08-02 18:23:10,"Aug02","ecu3",403.27352457,-23.088459198
"222",2019-08-02 18:23:11,"Aug02","ecu3",403.27352457,-25.479850318
"223",2019-08-02 18:23:12,"Aug02","ecu3",403.27352457,-25.479850318
"224",2019-08-02 18:23:13,"Aug02","ecu3",403.27352457,-25.479850318
"225",2019-08-02 18:23:14,"Aug02","ecu3",402.41861616,-25.479850318
"226",2019-08-02 18:23:14,"Aug02","ecu3",402.41861616,-21.983220893
"227",2019-08-02 18:23:15,"Aug02","ecu3",402.41861616,-21.983220893
"228",2019-08-02 18:23:17,"Aug02","ecu3",402.41861616,-21.983220893
"229",2019-08-02 18:23:17,"Aug02","ecu3",402.54999865,-21.983220893
"230",2019-08-02 18:23:18,"Aug02","ecu3",402.54999865,-25.096061836
"231",2019-08-02 18:23:19,"Aug02","ecu3",402.54999865,-25.096061836
"232",2019-08-02 18:23:20,"Aug02","ecu3",402.54999865,-25.096061836
"233",2019-08-02 18:23:21,"Aug02","ecu3",402.1266901,-25.096061836
"234",2019-08-02 18:23:21,"Aug02","ecu3",402.1266901,-23.698258782
"235",2019-08-02 18:23:22,"Aug02","ecu3",402.1266901,-23.698258782
"236",2019-08-02 18:23:23,"Aug02","ecu3",402.1266901,-23.698258782
"237",2019-08-02 18:23:24,"Aug02","ecu3",402.00253353,-23.698258782
"238",2019-08-02 18:23:25,"Aug02","ecu3",402.00253353,-24.992981255
"239",2019-08-02 18:23:26,"Aug02","ecu3",402.00253353,-24.992981255
"240",2019-08-02 18:23:27,"Aug02","ecu3",402.00253353,-24.992981255
"241",2019-08-02 18:23:28,"Aug02","ecu3",402.04022615,-24.992981255
"242",2019-08-02 18:23:28,"Aug02","ecu3",402.04022615,-24.106617993
"243",2019-08-02 18:23:29,"Aug02","ecu3",402.04022615,-24.106617993
"244",2019-08-02 18:23:31,"Aug02","ecu3",402.04022615,-24.106617993
"245",2019-08-02 18:23:31,"Aug02","ecu3",401.75556418,-24.106617993
"246",2019-08-02 18:23:32,"Aug02","ecu3",401.75556418,-25.024167077
"247",2019-08-02 18:23:33,"Aug02","ecu3",401.75556418,-25.024167077
"248",2019-08-02 18:23:34,"Aug02","ecu3",401.75556418,-25.024167077
"249",2019-08-02 18:23:35,"Aug02","ecu3",401.97638084,-25.024167077
"250",2019-08-02 18:23:35,"Aug02","ecu3",401.97638084,-21.584456347
"251",2019-08-02 18:23:36,"Aug02","ecu3",401.97638084,-21.584456347
"252",2019-08-02 18:23:38,"Aug02","ecu3",401.97638084,-21.584456347
"253",2019-08-02 18:23:38,"Aug02","ecu3",402.04225205,-21.584456347
"254",2019-08-02 18:23:39,"Aug02","ecu3",402.04225205,-21.851282297
"255",2019-08-02 18:23:40,"Aug02","ecu3",402.04225205,-21.851282297
"256",2019-08-02 18:23:41,"Aug02","ecu3",402.04225205,-21.851282297
"257",2019-08-02 18:23:42,"Aug02","ecu3",402.00471126,-21.851282297
"258",2019-08-02 18:23:42,"Aug02","ecu3",402.00471126,-22.867413098
"259",2019-08-02 18:23:43,"Aug02","ecu3",402.00471126,-22.867413098
"260",2019-08-02 18:23:45,"Aug02","ecu3",402.00471126,-22.867413098
"261",2019-08-02 18:23:45,"Aug02","ecu3",405.98263713,-22.867413098
"262",2019-08-02 18:23:46,"Aug02","ecu3",405.98263713,-18.850320423
"263",2019-08-02 18:23:47,"Aug02","ecu3",405.98263713,-18.850320423
"264",2019-08-02 18:23:48,"Aug02","ecu3",405.98263713,-18.850320423
"265",2019-08-02 18:23:49,"Aug02","ecu3",422.90704504,-18.850320423
"266",2019-08-02 18:23:49,"Aug02","ecu3",422.90704504,-24.353222965
"267",2019-08-02 18:23:50,"Aug02","ecu3",422.90704504,-24.353222965
"268",2019-08-02 18:23:52,"Aug02","ecu3",422.90704504,-24.353222965
"269",2019-08-02 18:23:52,"Aug02","ecu3",451.8059018,-24.353222965
"270",2019-08-02 18:23:53,"Aug02","ecu3",451.8059018,-24.318583214
"271",2019-08-02 18:23:54,"Aug02","ecu3",451.8059018,-24.318583214
"272",2019-08-02 18:23:55,"Aug02","ecu3",451.8059018,-24.318583214
"273",2019-08-02 18:23:56,"Aug02","ecu3",486.42760903,-24.318583214
"274",2019-08-02 18:23:56,"Aug02","ecu3",486.42760903,-22.634026875
"275",2019-08-02 18:23:57,"Aug02","ecu3",486.42760903,-22.634026875
"276",2019-08-02 18:23:59,"Aug02","ecu3",486.42760903,-22.634026875
"277",2019-08-02 18:23:59,"Aug02","ecu3",521.41457686,-22.634026875
"278",2019-08-02 18:24:00,"Aug02","ecu3",521.41457686,-18.944385161
"279",2019-08-02 18:24:01,"Aug02","ecu3",521.41457686,-18.944385161
"280",2019-08-02 18:24:02,"Aug02","ecu3",521.41457686,-18.944385161
"281",2019-08-02 18:24:03,"Aug02","ecu3",550.75090626,-18.944385161
"282",2019-08-02 18:24:03,"Aug02","ecu3",550.75090626,-17.145744904
"283",2019-08-02 18:24:04,"Aug02","ecu3",550.75090626,-17.145744904
"284",2019-08-09 14:41:12,"Aug09","ecu1",399.37810334,-20.13044931
"285",2019-08-09 14:41:13,"Aug09","ecu1",399.37810334,-20.13044931
"286",2019-08-09 14:41:13,"Aug09","ecu1",397.97837342,-20.13044931
"287",2019-08-09 14:41:14,"Aug09","ecu1",397.97837342,-21.122780848
"288",2019-08-09 14:41:15,"Aug09","ecu1",397.97837342,-21.122780848
"289",2019-08-09 14:41:16,"Aug09","ecu1",397.97837342,-21.122780848
"290",2019-08-09 14:41:17,"Aug09","ecu1",397.33681544,-21.122780848
"291",2019-08-09 14:41:17,"Aug09","ecu1",397.33681544,-19.324972287
"292",2019-08-09 14:41:19,"Aug09","ecu1",397.33681544,-19.324972287
"293",2019-08-09 14:41:20,"Aug09","ecu1",397.33681544,-19.324972287
"294",2019-08-09 14:41:20,"Aug09","ecu1",396.58204791,-19.324972287
"295",2019-08-09 14:41:21,"Aug09","ecu1",396.58204791,-19.635734263
"296",2019-08-09 14:41:22,"Aug09","ecu1",396.58204791,-19.635734263
"297",2019-08-09 14:41:23,"Aug09","ecu1",396.58204791,-19.635734263
"298",2019-08-09 14:41:24,"Aug09","ecu1",396.46095653,-19.635734263
"299",2019-08-09 14:41:24,"Aug09","ecu1",396.46095653,-19.350233119
"300",2019-08-09 14:41:26,"Aug09","ecu1",396.46095653,-19.350233119
"301",2019-08-09 14:41:27,"Aug09","ecu1",396.46095653,-19.350233119
"302",2019-08-09 14:41:27,"Aug09","ecu1",396.14969499,-19.350233119
"303",2019-08-09 14:41:28,"Aug09","ecu1",396.14969499,-20.991658355
"304",2019-08-09 14:41:29,"Aug09","ecu1",396.14969499,-20.991658355
"305",2019-08-09 14:41:30,"Aug09","ecu1",396.14969499,-20.991658355
"306",2019-08-09 14:41:31,"Aug09","ecu1",395.84473327,-20.991658355
"307",2019-08-09 14:41:31,"Aug09","ecu1",395.84473327,-17.831236726
"308",2019-08-09 14:41:33,"Aug09","ecu1",395.84473327,-17.831236726
"309",2019-08-09 14:41:34,"Aug09","ecu1",395.84473327,-17.831236726
"310",2019-08-09 14:41:34,"Aug09","ecu1",396.11299653,-17.831236726
"311",2019-08-09 14:41:35,"Aug09","ecu1",396.11299653,-21.488721312
"312",2019-08-09 14:41:36,"Aug09","ecu1",396.11299653,-21.488721312
"313",2019-08-09 14:41:37,"Aug09","ecu1",396.11299653,-21.488721312
"314",2019-08-09 14:41:38,"Aug09","ecu1",396.15727231,-21.488721312
"315",2019-08-09 14:41:38,"Aug09","ecu1",396.15727231,-20.272983362
"316",2019-08-09 14:41:40,"Aug09","ecu1",396.15727231,-20.272983362
"317",2019-08-09 14:41:41,"Aug09","ecu1",396.15727231,-20.272983362
"318",2019-08-09 14:41:41,"Aug09","ecu1",396.203448,-20.272983362
"319",2019-08-09 14:41:42,"Aug09","ecu1",396.203448,-18.271684364
"320",2019-08-09 14:41:43,"Aug09","ecu1",396.203448,-18.271684364
"321",2019-08-09 14:41:44,"Aug09","ecu1",396.203448,-18.271684364
"322",2019-08-09 14:41:45,"Aug09","ecu1",396.31151914,-18.271684364
"323",2019-08-09 14:41:45,"Aug09","ecu1",396.31151914,-23.002086678
"324",2019-08-09 14:41:47,"Aug09","ecu1",396.31151914,-23.002086678
"325",2019-08-09 14:41:48,"Aug09","ecu1",396.31151914,-23.002086678
"326",2019-08-09 14:41:48,"Aug09","ecu1",396.46473212,-23.002086678
"327",2019-08-09 14:41:49,"Aug09","ecu1",396.46473212,-20.648663161
"328",2019-08-09 14:41:50,"Aug09","ecu1",396.46473212,-20.648663161
"329",2019-08-09 14:41:51,"Aug09","ecu1",396.46473212,-20.648663161
"330",2019-08-09 14:41:52,"Aug09","ecu1",396.07369848,-20.648663161
"331",2019-08-09 14:41:52,"Aug09","ecu1",396.07369848,-20.539634002
"332",2019-08-09 14:41:54,"Aug09","ecu1",396.07369848,-20.539634002
"333",2019-08-09 14:41:55,"Aug09","ecu1",396.07369848,-20.539634002
"334",2019-08-09 14:41:55,"Aug09","ecu1",395.93399844,-20.539634002
"335",2019-08-09 14:41:56,"Aug09","ecu1",395.93399844,-20.40235653
"336",2019-08-09 14:41:57,"Aug09","ecu1",395.93399844,-20.40235653
"337",2019-08-09 14:41:58,"Aug09","ecu1",395.93399844,-20.40235653
"338",2019-08-09 14:41:59,"Aug09","ecu1",396.05879698,-20.40235653
"339",2019-08-09 14:41:59,"Aug09","ecu1",396.05879698,-19.00672704
"340",2019-08-09 14:42:01,"Aug09","ecu1",396.05879698,-19.00672704
"341",2019-08-09 14:42:02,"Aug09","ecu1",396.05879698,-19.00672704
"342",2019-08-09 14:42:02,"Aug09","ecu1",395.82489494,-19.00672704
"343",2019-08-09 14:42:03,"Aug09","ecu1",395.82489494,-23.243541918
"344",2019-08-09 14:42:04,"Aug09","ecu1",395.82489494,-23.243541918
"345",2019-08-09 14:42:05,"Aug09","ecu1",395.82489494,-23.243541918
"346",2019-08-09 14:42:06,"Aug09","ecu1",395.56880493,-23.243541918
"347",2019-08-09 14:42:07,"Aug09","ecu1",395.56880493,-20.916503041
"348",2019-08-09 14:42:08,"Aug09","ecu1",395.56880493,-20.916503041
