"Plot Title: EC Logger 2"
"#","Date Time, GMT-05:00","Full Range, μS/cm (LGR S/N: 20636127, SEN S/N: 20636127)","Temp, °C (LGR S/N: 20636127, SEN S/N: 20636127)","Specific Conductance, μS/cm (LGR S/N: 20636127)","Coupler Detached (LGR S/N: 20636127)","Coupler Attached (LGR S/N: 20636127)","Host Connected (LGR S/N: 20636127)","End Of File (LGR S/N: 20636127)"
129,07/16/19 09:00:00 PM,7.0,6.72,10.9,,,,
130,07/16/19 09:15:00 PM,7.0,6.65,11.0,,,,
131,07/16/19 09:30:00 PM,7.0,6.58,11.0,,,,
132,07/16/19 09:45:00 PM,7.0,6.50,11.0,,,,
133,07/16/19 10:00:00 PM,7.0,6.42,11.0,,,,
134,07/16/19 10:15:00 PM,7.0,6.37,11.1,,,,
135,07/16/19 10:30:00 PM,7.0,6.32,11.1,,,,
136,07/16/19 10:45:00 PM,7.0,6.29,11.1,,,,
137,07/16/19 11:00:00 PM,7.0,6.24,11.1,,,,
138,07/16/19 11:15:00 PM,7.0,6.19,11.1,,,,
139,07/16/19 11:30:00 PM,7.0,6.13,11.1,,,,
140,07/16/19 11:45:00 PM,7.0,6.08,11.2,,,,
141,07/17/19 12:00:00 AM,7.0,6.03,11.2,,,,
142,07/17/19 12:15:00 AM,7.0,5.97,11.2,,,,
143,07/17/19 12:30:00 AM,7.0,5.92,11.2,,,,
144,07/17/19 12:45:00 AM,7.8,5.90,12.5,,,,
145,07/17/19 01:00:00 AM,7.0,5.87,11.2,,,,
146,07/17/19 01:15:00 AM,7.0,5.83,11.2,,,,
147,07/17/19 01:30:00 AM,7.0,5.80,11.2,,,,
148,07/17/19 01:45:00 AM,7.0,5.78,11.2,,,,
149,07/17/19 02:00:00 AM,7.0,5.74,11.3,,,,
150,07/17/19 02:15:00 AM,7.0,5.70,11.3,,,,
151,07/17/19 02:30:00 AM,7.0,5.66,11.3,,,,
152,07/17/19 02:45:00 AM,7.0,5.62,11.3,,,,
153,07/17/19 03:00:00 AM,7.0,5.58,11.3,,,,
154,07/17/19 03:15:00 AM,7.0,5.55,11.3,,,,
155,07/17/19 03:30:00 AM,7.0,5.51,11.3,,,,
156,07/17/19 03:45:00 AM,7.0,5.49,11.3,,,,
157,07/17/19 04:00:00 AM,7.0,5.45,11.4,,,,
158,07/17/19 04:15:00 AM,7.0,5.42,11.4,,,,
159,07/17/19 04:30:00 AM,7.0,5.38,11.4,,,,
160,07/17/19 04:45:00 AM,7.0,5.36,11.4,,,,
161,07/17/19 05:00:00 AM,7.0,5.33,11.4,,,,
162,07/17/19 05:15:00 AM,7.8,5.29,12.7,,,,
163,07/17/19 05:30:00 AM,7.0,5.25,11.4,,,,
164,07/17/19 05:45:00 AM,7.8,5.19,12.8,,,,
165,07/17/19 06:00:00 AM,7.0,5.17,11.5,,,,
166,07/17/19 06:15:00 AM,7.8,5.16,12.8,,,,
167,07/17/19 06:30:00 AM,7.1,5.13,11.6,,,,
168,07/17/19 06:45:00 AM,7.1,5.15,11.6,,,,
169,07/17/19 07:00:00 AM,7.1,5.12,11.6,,,,
170,07/17/19 07:15:00 AM,7.1,5.16,11.6,,,,
171,07/17/19 07:30:00 AM,7.8,5.20,12.7,,,,
172,07/17/19 07:45:00 AM,7.0,5.25,11.4,,,,
173,07/17/19 08:00:00 AM,7.0,5.33,11.4,,,,
174,07/17/19 08:15:00 AM,7.0,5.37,11.4,,,,
175,07/17/19 08:30:00 AM,7.0,5.45,11.4,,,,
176,07/17/19 08:45:00 AM,7.8,5.53,12.6,,,,
177,07/17/19 09:00:00 AM,7.8,5.54,12.6,,,,
178,07/17/19 09:15:00 AM,7.0,5.62,11.3,,,,
179,07/17/19 09:30:00 AM,7.0,5.69,11.3,,,,
180,07/17/19 09:45:00 AM,7.0,5.86,11.2,,,,
181,07/17/19 10:00:00 AM,7.0,6.05,11.2,,,,
182,07/17/19 10:15:00 AM,7.8,6.22,12.4,,,,
183,07/17/19 10:30:00 AM,7.8,6.36,12.3,,,,
184,07/17/19 10:45:00 AM,7.8,6.46,12.3,,,,
185,07/17/19 11:00:00 AM,7.0,6.63,11.0,,,,
186,07/17/19 11:15:00 AM,7.0,6.79,10.9,,,,
187,07/17/19 11:30:00 AM,7.0,7.16,10.8,,,,
188,07/17/19 11:45:00 AM,7.0,7.55,10.7,,,,
189,07/17/19 12:00:00 PM,7.0,7.91,10.6,,,,
190,07/17/19 12:15:00 PM,7.0,8.11,10.5,,,,
191,07/17/19 12:30:00 PM,7.0,8.13,10.5,,,,
192,07/17/19 12:45:00 PM,7.0,8.25,10.5,,,,
193,07/17/19 01:00:00 PM,7.0,8.42,10.4,,,,
194,07/17/19 01:15:00 PM,7.8,8.57,11.6,,,,
195,07/17/19 01:30:00 PM,7.0,8.71,10.4,,,,
196,07/17/19 01:45:00 PM,7.0,8.78,10.3,,,,
197,07/17/19 02:00:00 PM,7.0,8.91,10.3,,,,
198,07/17/19 02:15:00 PM,7.0,9.00,10.3,,,,
199,07/17/19 02:30:00 PM,7.8,9.21,11.4,,,,
200,07/17/19 02:45:00 PM,7.0,9.37,10.2,,,,
201,07/17/19 03:00:00 PM,7.0,9.30,10.2,,,,
202,07/17/19 03:15:00 PM,7.0,9.34,10.2,,,,
203,07/17/19 03:30:00 PM,7.7,9.74,11.1,,,,
204,07/17/19 03:45:00 PM,7.0,9.80,10.1,,,,
205,07/17/19 04:00:00 PM,7.0,9.86,10.0,,,,
206,07/17/19 04:15:00 PM,7.0,9.75,10.1,,,,
207,07/17/19 04:30:00 PM,7.0,9.63,10.1,,,,
208,07/17/19 04:45:00 PM,7.0,9.53,10.1,,,,
209,07/17/19 05:00:00 PM,7.0,9.41,10.2,,,,
210,07/17/19 05:15:00 PM,7.0,9.26,10.2,,,,
211,07/17/19 05:30:00 PM,7.0,9.15,10.2,,,,
212,07/17/19 05:45:00 PM,7.0,9.03,10.3,,,,
213,07/17/19 06:00:00 PM,7.0,8.88,10.3,,,,
214,07/17/19 06:15:00 PM,7.0,8.72,10.4,,,,
215,07/17/19 06:30:00 PM,7.0,8.51,10.4,,,,
216,07/17/19 06:45:00 PM,7.0,8.36,10.5,,,,
217,07/17/19 07:00:00 PM,7.8,8.22,11.7,,,,
218,07/17/19 07:15:00 PM,7.0,8.09,10.5,,,,
219,07/17/19 07:30:00 PM,7.0,7.94,10.6,,,,
220,07/17/19 07:45:00 PM,7.0,7.80,10.6,,,,
221,07/17/19 08:00:00 PM,7.0,7.70,10.6,,,,
222,07/17/19 08:15:00 PM,7.0,7.58,10.7,,,,
223,07/17/19 08:30:00 PM,7.0,7.47,10.7,,,,
224,07/17/19 08:45:00 PM,7.0,7.37,10.7,,,,
225,07/17/19 09:00:00 PM,7.0,7.28,10.8,,,,
226,07/17/19 09:15:00 PM,7.8,7.17,12.0,,,,
227,07/17/19 09:30:00 PM,7.0,7.11,10.8,,,,
228,07/17/19 09:45:00 PM,7.8,7.00,12.1,,,,
229,07/17/19 10:00:00 PM,7.8,6.94,12.1,,,,
230,07/17/19 10:15:00 PM,7.0,6.86,10.9,,,,
231,07/17/19 10:30:00 PM,7.0,6.78,10.9,,,,
232,07/17/19 10:45:00 PM,7.8,6.72,12.2,,,,
233,07/17/19 11:00:00 PM,7.8,6.66,12.2,,,,
234,07/17/19 11:15:00 PM,7.0,6.59,11.0,,,,
235,07/17/19 11:30:00 PM,7.8,6.54,12.3,,,,
236,07/17/19 11:45:00 PM,7.0,6.46,11.0,,,,
237,07/18/19 12:00:00 AM,7.8,6.41,12.3,,,,
238,07/18/19 12:15:00 AM,7.0,6.36,11.1,,,,
239,07/18/19 12:30:00 AM,7.0,6.28,11.1,,,,
240,07/18/19 12:45:00 AM,7.8,6.20,12.4,,,,
241,07/18/19 01:00:00 AM,7.8,6.15,12.4,,,,
242,07/18/19 01:15:00 AM,7.8,6.09,12.4,,,,
243,07/18/19 01:30:00 AM,7.8,6.03,12.4,,,,
244,07/18/19 01:45:00 AM,7.8,5.97,12.5,,,,
245,07/18/19 02:00:00 AM,7.0,5.92,11.2,,,,
246,07/18/19 02:15:00 AM,7.8,5.87,12.5,,,,
247,07/18/19 02:30:00 AM,7.8,5.82,12.5,,,,
248,07/18/19 02:45:00 AM,7.8,5.79,12.5,,,,
249,07/18/19 03:00:00 AM,7.0,5.75,11.3,,,,
250,07/18/19 03:15:00 AM,7.8,5.72,12.6,,,,
251,07/18/19 03:30:00 AM,7.8,5.69,12.6,,,,
252,07/18/19 03:45:00 AM,7.8,5.67,12.6,,,,
253,07/18/19 04:00:00 AM,7.8,5.63,12.6,,,,
254,07/18/19 04:15:00 AM,7.8,5.61,12.6,,,,
255,07/18/19 04:30:00 AM,7.8,5.57,12.6,,,,
256,07/18/19 04:45:00 AM,7.8,5.54,12.6,,,,
257,07/18/19 05:00:00 AM,7.8,5.53,12.6,,,,
258,07/18/19 05:15:00 AM,7.8,5.50,12.6,,,,
259,07/18/19 05:30:00 AM,7.0,5.49,11.3,,,,
260,07/18/19 05:45:00 AM,7.8,5.46,12.7,,,,
261,07/18/19 06:00:00 AM,7.8,5.44,12.7,,,,
262,07/18/19 06:15:00 AM,7.0,5.42,11.4,,,,
263,07/18/19 06:30:00 AM,7.8,5.40,12.7,,,,
264,07/18/19 06:45:00 AM,7.0,5.40,11.4,,,,
265,07/18/19 07:00:00 AM,7.8,5.38,12.7,,,,
266,07/18/19 07:15:00 AM,7.8,5.40,12.7,,,,
267,07/18/19 07:30:00 AM,7.0,5.41,11.4,,,,
268,07/18/19 07:45:00 AM,7.8,5.41,12.7,,,,
269,07/18/19 08:00:00 AM,7.0,5.40,11.4,,,,
270,07/18/19 08:15:00 AM,7.8,5.44,12.7,,,,
271,07/18/19 08:30:00 AM,7.8,5.47,12.6,,,,
272,07/18/19 08:45:00 AM,7.8,5.55,12.6,,,,
273,07/18/19 09:00:00 AM,7.0,5.72,11.3,,,,
274,07/18/19 09:15:00 AM,7.8,5.96,12.5,,,,
275,07/18/19 09:30:00 AM,7.8,6.15,12.4,,,,
276,07/18/19 09:45:00 AM,7.8,6.41,12.3,,,,
277,07/18/19 10:00:00 AM,7.8,6.65,12.2,,,,
278,07/18/19 10:15:00 AM,7.8,6.95,12.1,,,,
279,07/18/19 10:30:00 AM,7.8,7.21,12.0,,,,
280,07/18/19 10:45:00 AM,7.8,7.47,11.9,,,,
281,07/18/19 11:00:00 AM,7.8,7.84,11.8,,,,
282,07/18/19 11:15:00 AM,7.8,8.21,11.7,,,,
283,07/18/19 11:30:00 AM,7.8,8.51,11.6,,,,
284,07/18/19 11:45:00 AM,7.8,8.76,11.5,,,,
285,07/18/19 12:00:00 PM,7.8,8.87,11.5,,,,
286,07/18/19 12:15:00 PM,7.8,9.12,11.4,,,,
287,07/18/19 12:30:00 PM,7.8,9.58,11.3,,,,
288,07/18/19 12:45:00 PM,7.7,9.93,11.0,,,,
289,07/18/19 01:00:00 PM,7.7,10.21,10.9,,,,
290,07/18/19 01:15:00 PM,7.7,10.29,10.9,,,,
291,07/18/19 01:30:00 PM,7.7,10.32,10.9,,,,
292,07/18/19 01:45:00 PM,7.7,10.62,10.8,,,,
293,07/18/19 02:00:00 PM,7.7,10.67,10.8,,,,
294,07/18/19 02:01:32 PM,,,,,Logged,,
295,07/18/19 02:02:01 PM,,,,,,Logged,
296,07/18/19 02:03:24 PM,,,,Logged,,,
297,07/18/19 02:15:00 PM,7.0,10.58,9.8,,,,
298,07/18/19 02:30:00 PM,7.7,10.68,10.8,,,,
299,07/18/19 02:45:00 PM,7.7,10.68,10.8,,,,
300,07/18/19 03:00:00 PM,7.7,10.72,10.8,,,,
301,07/18/19 03:15:00 PM,7.7,10.82,10.8,,,,
302,07/18/19 03:30:00 PM,7.7,10.84,10.8,,,,
303,07/18/19 03:45:00 PM,7.7,10.88,10.7,,,,
304,07/18/19 04:00:00 PM,7.7,10.87,10.7,,,,
305,07/18/19 04:15:00 PM,7.7,10.80,10.8,,,,
306,07/18/19 04:30:00 PM,7.7,10.74,10.8,,,,
307,07/18/19 04:45:00 PM,7.0,10.67,9.8,,,,
308,07/18/19 05:00:00 PM,7.0,10.49,9.9,,,,
309,07/18/19 05:15:00 PM,7.0,10.24,9.9,,,,
310,07/18/19 05:30:00 PM,7.7,10.04,11.0,,,,
311,07/18/19 05:45:00 PM,7.7,9.83,11.0,,,,
312,07/18/19 06:00:00 PM,7.8,9.62,11.3,,,,
313,07/18/19 06:15:00 PM,7.0,9.42,10.2,,,,
314,07/18/19 06:30:00 PM,7.8,9.21,11.4,,,,
315,07/18/19 06:45:00 PM,7.8,9.04,11.4,,,,
316,07/18/19 07:00:00 PM,7.8,8.87,11.5,,,,
317,07/18/19 07:15:00 PM,7.8,8.72,11.5,,,,
318,07/18/19 07:30:00 PM,7.0,8.59,10.4,,,,
319,07/18/19 07:45:00 PM,7.8,8.47,11.6,,,,
320,07/18/19 08:00:00 PM,7.8,8.36,11.7,,,,
321,07/18/19 08:15:00 PM,7.8,8.26,11.7,,,,
322,07/18/19 08:30:00 PM,7.8,8.17,11.7,,,,
323,07/18/19 08:45:00 PM,7.8,8.08,11.7,,,,
324,07/18/19 09:00:00 PM,7.8,7.99,11.8,,,,
325,07/18/19 09:15:00 PM,7.8,7.88,11.8,,,,
326,07/18/19 09:30:00 PM,7.8,7.79,11.8,,,,
327,07/18/19 09:45:00 PM,7.8,7.71,11.9,,,,
328,07/18/19 10:00:00 PM,7.8,7.61,11.9,,,,
329,07/18/19 10:15:00 PM,7.8,7.51,11.9,,,,
330,07/18/19 10:30:00 PM,7.8,7.44,12.0,,,,
331,07/18/19 10:45:00 PM,7.8,7.32,12.0,,,,
332,07/18/19 11:00:00 PM,7.8,7.25,12.0,,,,
333,07/18/19 11:15:00 PM,7.8,7.16,12.0,,,,
334,07/18/19 11:30:00 PM,7.8,7.08,12.1,,,,
335,07/18/19 11:45:00 PM,7.8,6.99,12.1,,,,
336,07/19/19 12:00:00 AM,7.8,6.92,12.1,,,,
337,07/19/19 12:15:00 AM,8.2,6.86,12.8,,,,
338,07/19/19 12:30:00 AM,7.8,6.82,12.2,,,,
339,07/19/19 12:45:00 AM,7.8,6.79,12.2,,,,
340,07/19/19 01:00:00 AM,7.8,6.75,12.2,,,,
341,07/19/19 01:15:00 AM,7.8,6.69,12.2,,,,
342,07/19/19 01:30:00 AM,7.8,6.63,12.2,,,,
343,07/19/19 01:45:00 AM,7.8,6.58,12.2,,,,
344,07/19/19 02:00:00 AM,7.8,6.53,12.3,,,,
345,07/19/19 02:15:00 AM,7.8,6.49,12.3,,,,
346,07/19/19 02:30:00 AM,7.8,6.44,12.3,,,,
347,07/19/19 02:45:00 AM,7.8,6.40,12.3,,,,
348,07/19/19 03:00:00 AM,7.8,6.37,12.3,,,,
349,07/19/19 03:15:00 AM,7.8,6.34,12.3,,,,
350,07/19/19 03:30:00 AM,7.8,6.29,12.4,,,,
351,07/19/19 03:45:00 AM,7.8,6.24,12.4,,,,
352,07/19/19 04:00:00 AM,7.8,6.19,12.4,,,,
353,07/19/19 04:15:00 AM,7.8,6.12,12.4,,,,
354,07/19/19 04:30:00 AM,7.8,5.99,12.5,,,,
355,07/19/19 04:45:00 AM,7.8,5.79,12.5,,,,
356,07/19/19 05:00:00 AM,7.8,5.59,12.6,,,,
357,07/19/19 05:15:00 AM,7.8,5.46,12.7,,,,
358,07/19/19 05:30:00 AM,7.8,5.37,12.7,,,,
359,07/19/19 05:45:00 AM,7.8,5.21,12.7,,,,
360,07/19/19 06:00:00 AM,7.8,5.13,12.8,,,,
361,07/19/19 06:15:00 AM,7.8,5.12,12.8,,,,
362,07/19/19 06:30:00 AM,7.8,5.13,12.8,,,,
363,07/19/19 06:45:00 AM,7.8,5.13,12.8,,,,
364,07/19/19 07:00:00 AM,7.8,5.13,12.8,,,,
365,07/19/19 07:15:00 AM,7.8,5.16,12.8,,,,
366,07/19/19 07:30:00 AM,7.8,5.19,12.8,,,,
367,07/19/19 07:45:00 AM,7.8,5.23,12.7,,,,
368,07/19/19 08:00:00 AM,7.8,5.26,12.7,,,,
369,07/19/19 08:15:00 AM,7.8,5.34,12.7,,,,
370,07/19/19 08:30:00 AM,7.8,5.40,12.7,,,,
371,07/19/19 08:45:00 AM,7.8,5.45,12.7,,,,
372,07/19/19 09:00:00 AM,7.8,5.55,12.6,,,,
373,07/19/19 09:15:00 AM,7.8,5.69,12.6,,,,
374,07/19/19 09:30:00 AM,7.8,5.94,12.5,,,,
375,07/19/19 09:45:00 AM,7.8,6.22,12.4,,,,
376,07/19/19 10:00:00 AM,7.8,6.50,12.3,,,,
377,07/19/19 10:15:00 AM,8.2,6.66,12.8,,,,
378,07/19/19 10:30:00 AM,7.8,6.86,12.2,,,,
379,07/19/19 10:45:00 AM,7.8,6.95,12.1,,,,
380,07/19/19 11:00:00 AM,7.8,7.08,12.1,,,,
381,07/19/19 11:15:00 AM,7.8,7.33,12.0,,,,
382,07/19/19 11:30:00 AM,8.2,7.55,12.5,,,,
383,07/19/19 11:45:00 AM,7.8,7.66,11.9,,,,
384,07/19/19 12:00:00 PM,7.8,7.67,11.9,,,,
385,07/19/19 12:15:00 PM,7.8,8.13,11.7,,,,
386,07/19/19 12:30:00 PM,7.8,8.55,11.6,,,,
387,07/19/19 12:45:00 PM,7.8,8.72,11.5,,,,
388,07/19/19 01:00:00 PM,7.8,8.99,11.5,,,,
389,07/19/19 01:15:00 PM,7.8,9.21,11.4,,,,
390,07/19/19 01:30:00 PM,7.8,9.49,11.3,,,,
391,07/19/19 01:45:00 PM,8.1,9.58,11.7,,,,
392,07/19/19 02:00:00 PM,8.1,9.63,11.7,,,,
393,07/19/19 02:15:00 PM,8.1,9.87,11.6,,,,
394,07/19/19 02:20:13 PM,,,,,Logged,,
395,07/19/19 02:20:14 PM,,,,,,Logged,
396,07/19/19 02:21:27 PM,,,,Logged,,,
397,07/19/19 02:30:00 PM,7.7,10.11,11.0,,,,
398,07/19/19 02:45:00 PM,50.6,9.99,72.3,,,,
399,07/19/19 03:00:00 PM,8.9,9.82,12.8,,,,
400,07/19/19 03:15:00 PM,8.5,9.63,12.3,,,,
401,07/19/19 03:30:00 PM,8.1,9.53,11.7,,,,
402,07/19/19 03:45:00 PM,8.1,9.45,11.7,,,,
403,07/19/19 04:00:00 PM,8.1,9.32,11.8,,,,
404,07/19/19 04:15:00 PM,8.1,9.19,11.8,,,,
405,07/19/19 04:30:00 PM,8.1,9.07,11.9,,,,
406,07/19/19 04:45:00 PM,8.5,8.92,12.5,,,,
407,07/19/19 05:00:00 PM,8.1,8.80,12.0,,,,
408,07/19/19 05:15:00 PM,8.1,8.63,12.0,,,,
409,07/19/19 05:30:00 PM,8.1,8.49,12.1,,,,
410,07/19/19 05:45:00 PM,8.5,8.33,12.7,,,,
411,07/19/19 06:00:00 PM,8.1,8.19,12.2,,,,
412,07/19/19 06:15:00 PM,8.1,8.05,12.2,,,,
413,07/19/19 06:30:00 PM,8.1,7.90,12.3,,,,
