"","X.1","X","PosixCT","X12CO2","Delta_Raw_iCO2","Sample","Day"
"735",63764,63764,"2019-07-23 15:57:05",390.83218374,-26.536078893,"ecu2","July23"
"736",63765,63765,"2019-07-23 15:57:06",390.83218374,-20.134836013,"ecu2","July23"
"737",63766,63766,"2019-07-23 15:57:07",390.83218374,-20.134836013,"ecu2","July23"
"738",63767,63767,"2019-07-23 15:57:08",390.83218374,-20.134836013,"ecu2","July23"
"739",63768,63768,"2019-07-23 15:57:09",390.9686835,-20.134836013,"ecu2","July23"
"740",63769,63769,"2019-07-23 15:57:09",390.9686835,-24.422778642,"ecu2","July23"
"741",63770,63770,"2019-07-23 15:57:11",390.9686835,-24.422778642,"ecu2","July23"
"742",63771,63771,"2019-07-23 15:57:12",390.9686835,-24.422778642,"ecu2","July23"
"743",63772,63772,"2019-07-23 15:57:12",391.02669371,-24.422778642,"ecu2","July23"
"744",63773,63773,"2019-07-23 15:57:13",391.02669371,-24.644120253,"ecu2","July23"
"745",63774,63774,"2019-07-23 15:57:14",391.02669371,-24.644120253,"ecu2","July23"
"746",63775,63775,"2019-07-23 15:57:15",391.02669371,-24.644120253,"ecu2","July23"
"747",63776,63776,"2019-07-23 15:57:16",391.00805368,-24.644120253,"ecu2","July23"
"748",63777,63777,"2019-07-23 15:57:16",391.00805368,-22.984916183,"ecu2","July23"
"749",63778,63778,"2019-07-23 15:57:18",391.00805368,-22.984916183,"ecu2","July23"
"750",63779,63779,"2019-07-23 15:57:19",391.00805368,-22.984916183,"ecu2","July23"
"751",63780,63780,"2019-07-23 15:57:19",391.16852885,-22.984916183,"ecu2","July23"
"752",63781,63781,"2019-07-23 15:57:20",391.16852885,-27.629939032,"ecu2","July23"
"753",63782,63782,"2019-07-23 15:57:21",391.16852885,-27.629939032,"ecu2","July23"
"754",63783,63783,"2019-07-23 15:57:22",391.16852885,-27.629939032,"ecu2","July23"
"755",63784,63784,"2019-07-23 15:57:23",390.98060655,-27.629939032,"ecu2","July23"
"756",63785,63785,"2019-07-23 15:57:23",390.98060655,-24.762769741,"ecu2","July23"
"757",63786,63786,"2019-07-23 15:57:25",390.98060655,-24.762769741,"ecu2","July23"
"758",63787,63787,"2019-07-23 15:57:26",390.98060655,-24.762769741,"ecu2","July23"
"759",63788,63788,"2019-07-23 15:57:26",391.30039581,-24.762769741,"ecu2","July23"
"760",63789,63789,"2019-07-23 15:57:27",391.30039581,-26.563908025,"ecu2","July23"
"761",63790,63790,"2019-07-23 15:57:28",391.30039581,-26.563908025,"ecu2","July23"
"762",63791,63791,"2019-07-23 15:57:29",391.30039581,-26.563908025,"ecu2","July23"
"763",63792,63792,"2019-07-23 15:57:30",391.42618088,-26.563908025,"ecu2","July23"
"764",63793,63793,"2019-07-23 15:57:30",391.42618088,-25.494409293,"ecu2","July23"
"765",63794,63794,"2019-07-23 15:57:32",391.42618088,-25.494409293,"ecu2","July23"
"766",63795,63795,"2019-07-23 15:57:33",391.42618088,-25.494409293,"ecu2","July23"
"767",63796,63796,"2019-07-23 15:57:33",391.08450029,-25.494409293,"ecu2","July23"
"768",63797,63797,"2019-07-23 15:57:34",391.08450029,-22.033132493,"ecu2","July23"
"769",63798,63798,"2019-07-23 15:57:35",391.08450029,-22.033132493,"ecu2","July23"
"770",63799,63799,"2019-07-23 15:57:36",391.08450029,-22.033132493,"ecu2","July23"
"771",63800,63800,"2019-07-23 15:57:37",391.19731632,-22.033132493,"ecu2","July23"
"772",63801,63801,"2019-07-23 15:57:37",391.19731632,-21.477462292,"ecu2","July23"
"773",63802,63802,"2019-07-23 15:57:39",391.19731632,-21.477462292,"ecu2","July23"
"774",63803,63803,"2019-07-23 15:57:40",391.19731632,-21.477462292,"ecu2","July23"
"775",63804,63804,"2019-07-23 15:57:40",391.3574816,-21.477462292,"ecu2","July23"
"776",63805,63805,"2019-07-23 15:57:41",391.3574816,-25.348498708,"ecu2","July23"
"777",63806,63806,"2019-07-23 15:57:42",391.3574816,-25.348498708,"ecu2","July23"
"778",63807,63807,"2019-07-23 15:57:43",391.3574816,-25.348498708,"ecu2","July23"
"779",63808,63808,"2019-07-23 15:57:44",391.15142565,-25.348498708,"ecu2","July23"
"780",63809,63809,"2019-07-23 15:57:44",391.15142565,-24.104243954,"ecu2","July23"
"781",63810,63810,"2019-07-23 15:57:46",391.15142565,-24.104243954,"ecu2","July23"
"782",63811,63811,"2019-07-23 15:57:47",391.15142565,-24.104243954,"ecu2","July23"
"783",63812,63812,"2019-07-23 15:57:47",391.44267718,-24.104243954,"ecu2","July23"
"784",63813,63813,"2019-07-23 15:57:48",391.44267718,-27.264735983,"ecu2","July23"
"785",63814,63814,"2019-07-23 15:57:49",391.44267718,-27.264735983,"ecu2","July23"
"786",63815,63815,"2019-07-23 15:57:50",391.44267718,-27.264735983,"ecu2","July23"
"787",63816,63816,"2019-07-23 15:57:51",391.39447059,-27.264735983,"ecu2","July23"
"788",63817,63817,"2019-07-23 15:57:51",391.39447059,-27.650164762,"ecu2","July23"
"789",63818,63818,"2019-07-23 15:57:53",391.39447059,-27.650164762,"ecu2","July23"
"790",63819,63819,"2019-07-23 15:57:54",391.39447059,-27.650164762,"ecu2","July23"
"791",63820,63820,"2019-07-23 15:57:54",391.49527591,-27.650164762,"ecu2","July23"
"792",63821,63821,"2019-07-23 15:57:55",391.49527591,-25.046709364,"ecu2","July23"
"793",63822,63822,"2019-07-23 15:57:56",391.49527591,-25.046709364,"ecu2","July23"
"794",63823,63823,"2019-07-23 15:57:57",391.49527591,-25.046709364,"ecu2","July23"
"795",63824,63824,"2019-07-23 15:57:58",391.90557369,-25.046709364,"ecu2","July23"
"796",63825,63825,"2019-07-23 15:57:59",391.90557369,-29.613147502,"ecu2","July23"
"797",63826,63826,"2019-07-23 15:58:00",391.90557369,-29.613147502,"ecu2","July23"
"798",63827,63827,"2019-07-23 15:58:01",391.90557369,-29.613147502,"ecu2","July23"
"799",63828,63828,"2019-07-23 15:58:01",391.7517,-29.613147502,"ecu2","July23"
"800",63829,63829,"2019-07-23 15:58:02",391.7517,-25.562521946,"ecu2","July23"
"801",63830,63830,"2019-07-23 15:58:03",391.7517,-25.562521946,"ecu2","July23"
"802",63831,63831,"2019-07-23 15:58:04",391.7517,-25.562521946,"ecu2","July23"
"803",63832,63832,"2019-07-23 15:58:05",392.15527658,-25.562521946,"ecu2","July23"
"804",63833,63833,"2019-07-23 15:58:06",392.15527658,-25.868653251,"ecu2","July23"
"805",63834,63834,"2019-07-23 15:58:07",392.15527658,-25.868653251,"ecu2","July23"
"806",63835,63835,"2019-07-23 15:58:08",392.15527658,-25.868653251,"ecu2","July23"
"807",63836,63836,"2019-07-23 15:58:08",391.66571169,-25.868653251,"ecu2","July23"
"808",63837,63837,"2019-07-23 15:58:09",391.66571169,-25.216305372,"ecu2","July23"
"809",63838,63838,"2019-07-23 15:58:10",391.66571169,-25.216305372,"ecu2","July23"
"810",63839,63839,"2019-07-23 15:58:11",391.66571169,-25.216305372,"ecu2","July23"
"811",63840,63840,"2019-07-23 15:58:12",391.93995608,-25.216305372,"ecu2","July23"
"812",63841,63841,"2019-07-23 15:58:13",391.93995608,-22.654188789,"ecu2","July23"
"813",63842,63842,"2019-07-23 15:58:14",391.93995608,-22.654188789,"ecu2","July23"
"814",63843,63843,"2019-07-23 15:58:15",391.93995608,-22.654188789,"ecu2","July23"
"815",63844,63844,"2019-07-23 15:58:15",392.02079508,-22.654188789,"ecu2","July23"
"816",63845,63845,"2019-07-23 15:58:16",392.02079508,-23.828639735,"ecu2","July23"
"817",63846,63846,"2019-07-23 15:58:17",392.02079508,-23.828639735,"ecu2","July23"
"818",63847,63847,"2019-07-23 15:58:18",392.02079508,-23.828639735,"ecu2","July23"
"819",63848,63848,"2019-07-23 15:58:19",391.93101423,-23.828639735,"ecu2","July23"
"820",63849,63849,"2019-07-23 15:58:20",391.93101423,-22.760292633,"ecu2","July23"
"821",63850,63850,"2019-07-23 15:58:21",391.93101423,-22.760292633,"ecu2","July23"
"822",63851,63851,"2019-07-23 15:58:22",391.93101423,-22.760292633,"ecu2","July23"
"823",63852,63852,"2019-07-23 15:58:23",391.79887221,-22.760292633,"ecu2","July23"
"824",63853,63853,"2019-07-23 15:58:23",391.79887221,-25.120253738,"ecu2","July23"
"825",63854,63854,"2019-07-23 15:58:24",391.79887221,-25.120253738,"ecu2","July23"
"826",63855,63855,"2019-07-23 15:58:25",391.79887221,-25.120253738,"ecu2","July23"
"827",63856,63856,"2019-07-23 15:58:26",391.75461667,-25.120253738,"ecu2","July23"
"828",63857,63857,"2019-07-23 15:58:27",391.75461667,-23.742626048,"ecu2","July23"
"829",63858,63858,"2019-07-23 15:58:28",391.75461667,-23.742626048,"ecu2","July23"
"830",63859,63859,"2019-07-23 15:58:29",391.75461667,-23.742626048,"ecu2","July23"
"831",63860,63860,"2019-07-23 15:58:29",391.89531295,-23.742626048,"ecu2","July23"
"832",63861,63861,"2019-07-23 15:58:30",391.89531295,-28.159103796,"ecu2","July23"
"833",63862,63862,"2019-07-23 15:58:31",391.89531295,-28.159103796,"ecu2","July23"
"834",63863,63863,"2019-07-23 15:58:32",391.89531295,-28.159103796,"ecu2","July23"
"835",63864,63864,"2019-07-23 15:58:33",392.20494193,-28.159103796,"ecu2","July23"
"836",63865,63865,"2019-07-23 15:58:34",392.20494193,-26.809176192,"ecu2","July23"
"837",63866,63866,"2019-07-23 15:58:35",392.20494193,-26.809176192,"ecu2","July23"
"838",63867,63867,"2019-07-23 15:58:36",392.20494193,-26.809176192,"ecu2","July23"
"839",63868,63868,"2019-07-23 15:58:37",391.82790433,-26.809176192,"ecu2","July23"
"840",63869,63869,"2019-07-23 15:58:37",391.82790433,-27.380028934,"ecu2","July23"
"841",63870,63870,"2019-07-23 15:58:38",391.82790433,-27.380028934,"ecu2","July23"
"842",63871,63871,"2019-07-23 15:58:39",391.82790433,-27.380028934,"ecu2","July23"
"843",63872,63872,"2019-07-23 15:58:40",392.011367,-27.380028934,"ecu2","July23"
"844",63873,63873,"2019-07-23 15:58:41",392.011367,-27.277352345,"ecu2","July23"
"845",63874,63874,"2019-07-23 15:58:42",392.011367,-27.277352345,"ecu2","July23"
"846",63875,63875,"2019-07-23 15:58:43",392.011367,-27.277352345,"ecu2","July23"
"847",63876,63876,"2019-07-23 15:58:44",392.14062618,-27.277352345,"ecu2","July23"
"848",63877,63877,"2019-07-23 15:58:44",392.14062618,-28.389913861,"ecu2","July23"
"849",63878,63878,"2019-07-23 15:58:45",392.14062618,-28.389913861,"ecu2","July23"
"850",63879,63879,"2019-07-23 15:58:46",392.14062618,-28.389913861,"ecu2","July23"
"851",63880,63880,"2019-07-23 15:58:47",392.24510664,-28.389913861,"ecu2","July23"
"852",63881,63881,"2019-07-23 15:58:48",392.24510664,-24.397721621,"ecu2","July23"
"853",63882,63882,"2019-07-23 15:58:49",392.24510664,-24.397721621,"ecu2","July23"
"854",63883,63883,"2019-07-23 15:58:50",392.24510664,-24.397721621,"ecu2","July23"
"855",63884,63884,"2019-07-23 15:58:50",391.63044325,-24.397721621,"ecu2","July23"
"856",63885,63885,"2019-07-23 15:58:51",391.63044325,-26.388944036,"ecu2","July23"
"857",63886,63886,"2019-07-23 15:58:52",391.63044325,-26.388944036,"ecu2","July23"
"858",63887,63887,"2019-07-23 15:58:53",391.63044325,-26.388944036,"ecu2","July23"
"859",63888,63888,"2019-07-23 15:58:54",391.94629654,-26.388944036,"ecu2","July23"
"860",63889,63889,"2019-07-23 15:58:55",391.94629654,-26.175806366,"ecu2","July23"
"861",63890,63890,"2019-07-23 15:58:56",391.94629654,-26.175806366,"ecu2","July23"
"862",63891,63891,"2019-07-23 15:58:57",391.94629654,-26.175806366,"ecu2","July23"
"863",63892,63892,"2019-07-23 15:58:57",392.11103725,-26.175806366,"ecu2","July23"
"864",63893,63893,"2019-07-23 15:58:58",392.11103725,-22.186227451,"ecu2","July23"
"865",63894,63894,"2019-07-23 15:58:59",392.11103725,-22.186227451,"ecu2","July23"
"866",63895,63895,"2019-07-23 15:59:00",392.11103725,-22.186227451,"ecu2","July23"
"867",63896,63896,"2019-07-23 15:59:01",392.15607876,-22.186227451,"ecu2","July23"
"868",63897,63897,"2019-07-23 15:59:02",392.15607876,-23.623216116,"ecu2","July23"
"869",63898,63898,"2019-07-23 15:59:03",392.15607876,-23.623216116,"ecu2","July23"
"870",63899,63899,"2019-07-23 15:59:04",392.15607876,-23.623216116,"ecu2","July23"
"871",63900,63900,"2019-07-23 15:59:05",392.34276424,-23.623216116,"ecu2","July23"
"872",63901,63901,"2019-07-23 15:59:05",392.34276424,-27.52951081,"ecu2","July23"
"873",63902,63902,"2019-07-23 15:59:06",392.34276424,-27.52951081,"ecu2","July23"
"874",63903,63903,"2019-07-23 15:59:07",392.34276424,-27.52951081,"ecu2","July23"
"875",63904,63904,"2019-07-23 15:59:08",391.90628498,-27.52951081,"ecu2","July23"
"876",63905,63905,"2019-07-23 15:59:09",391.90628498,-25.15497738,"ecu2","July23"
"877",63906,63906,"2019-07-23 15:59:10",391.90628498,-25.15497738,"ecu2","July23"
"878",63907,63907,"2019-07-23 15:59:11",391.90628498,-25.15497738,"ecu2","July23"
"879",63908,63908,"2019-07-23 15:59:11",391.8710003,-25.15497738,"ecu2","July23"
"880",63909,63909,"2019-07-23 15:59:12",391.8710003,-24.395813558,"ecu2","July23"
"881",63910,63910,"2019-07-23 15:59:13",391.8710003,-24.395813558,"ecu2","July23"
"882",63911,63911,"2019-07-23 15:59:14",391.8710003,-24.395813558,"ecu2","July23"
"883",63912,63912,"2019-07-23 15:59:15",392.21363561,-24.395813558,"ecu2","July23"
"884",63913,63913,"2019-07-23 15:59:16",392.21363561,-29.390662355,"ecu2","July23"
"885",63914,63914,"2019-07-23 15:59:17",392.21363561,-29.390662355,"ecu2","July23"
"886",63915,63915,"2019-07-23 15:59:18",392.21363561,-29.390662355,"ecu2","July23"
"887",63916,63916,"2019-07-23 15:59:19",392.623771,-29.390662355,"ecu2","July23"
"888",63917,63917,"2019-07-23 15:59:19",392.623771,-28.300294798,"ecu2","July23"
"889",63918,63918,"2019-07-23 15:59:20",392.623771,-28.300294798,"ecu2","July23"
"890",63919,63919,"2019-07-23 15:59:21",392.623771,-28.300294798,"ecu2","July23"
"891",63920,63920,"2019-07-23 15:59:22",394.02778814,-28.300294798,"ecu2","July23"
"892",63921,63921,"2019-07-23 15:59:23",394.02778814,-26.819109684,"ecu2","July23"
"893",63922,63922,"2019-07-23 15:59:24",394.02778814,-26.819109684,"ecu2","July23"
"894",63923,63923,"2019-07-23 15:59:25",394.02778814,-26.819109684,"ecu2","July23"
"895",63924,63924,"2019-07-23 15:59:26",398.10239658,-26.819109684,"ecu2","July23"
"896",63925,63925,"2019-07-23 15:59:26",398.10239658,-24.334939679,"ecu2","July23"
"897",63926,63926,"2019-07-23 15:59:27",398.10239658,-24.334939679,"ecu2","July23"
"898",63927,63927,"2019-07-23 15:59:28",398.10239658,-24.334939679,"ecu2","July23"
"899",63928,63928,"2019-07-23 15:59:29",403.34532542,-24.334939679,"ecu2","July23"
"900",63929,63929,"2019-07-23 15:59:30",403.34532542,-20.626687951,"ecu2","July23"
"901",63930,63930,"2019-07-23 15:59:31",403.34532542,-20.626687951,"ecu2","July23"
"902",63931,63931,"2019-07-23 15:59:32",403.34532542,-20.626687951,"ecu2","July23"
"903",63932,63932,"2019-07-23 15:59:33",411.09491285,-20.626687951,"ecu2","July23"
"904",63933,63933,"2019-07-23 15:59:33",411.09491285,-20.363470095,"ecu2","July23"
"905",63934,63934,"2019-07-23 15:59:34",411.09491285,-20.363470095,"ecu2","July23"
"906",63935,63935,"2019-07-23 15:59:35",411.09491285,-20.363470095,"ecu2","July23"
"907",63936,63936,"2019-07-23 15:59:36",418.60936825,-20.363470095,"ecu2","July23"
"908",63937,63937,"2019-07-23 15:59:37",418.60936825,-18.200139173,"ecu2","July23"
"909",63938,63938,"2019-07-23 15:59:38",418.60936825,-18.200139173,"ecu2","July23"
"910",63939,63939,"2019-07-23 15:59:39",418.60936825,-18.200139173,"ecu2","July23"
"1379",66101,66101,"2019-07-23 16:31:13",433.01516099,-23.791339393,"ecu3","July23"
"1380",66102,66102,"2019-07-23 16:31:14",433.01516099,-23.791339393,"ecu3","July23"
"1381",66103,66103,"2019-07-23 16:31:15",433.01516099,-23.791339393,"ecu3","July23"
"1382",66104,66104,"2019-07-23 16:31:16",424.05966697,-23.791339393,"ecu3","July23"
"1383",66105,66105,"2019-07-23 16:31:16",424.05966697,-23.824716935,"ecu3","July23"
"1384",66106,66106,"2019-07-23 16:31:17",424.05966697,-23.824716935,"ecu3","July23"
"1385",66107,66107,"2019-07-23 16:31:18",424.05966697,-23.824716935,"ecu3","July23"
"1386",66108,66108,"2019-07-23 16:31:19",417.70495883,-23.824716935,"ecu3","July23"
"1387",66109,66109,"2019-07-23 16:31:20",417.70495883,-22.938452671,"ecu3","July23"
"1388",66110,66110,"2019-07-23 16:31:21",417.70495883,-22.938452671,"ecu3","July23"
"1389",66111,66111,"2019-07-23 16:31:22",417.70495883,-22.938452671,"ecu3","July23"
"1390",66112,66112,"2019-07-23 16:31:23",413.02983072,-22.938452671,"ecu3","July23"
"1391",66113,66113,"2019-07-23 16:31:23",413.02983072,-21.450888955,"ecu3","July23"
"1392",66114,66114,"2019-07-23 16:31:24",413.02983072,-21.450888955,"ecu3","July23"
"1393",66115,66115,"2019-07-23 16:31:25",413.02983072,-21.450888955,"ecu3","July23"
"1394",66116,66116,"2019-07-23 16:31:26",409.62110105,-21.450888955,"ecu3","July23"
"1395",66117,66117,"2019-07-23 16:31:27",409.62110105,-22.620740785,"ecu3","July23"
"1396",66118,66118,"2019-07-23 16:31:28",409.62110105,-22.620740785,"ecu3","July23"
"1397",66119,66119,"2019-07-23 16:31:29",409.62110105,-22.620740785,"ecu3","July23"
"1398",66120,66120,"2019-07-23 16:31:29",406.96455378,-22.620740785,"ecu3","July23"
"1399",66121,66121,"2019-07-23 16:31:30",406.96455378,-24.25675189,"ecu3","July23"
"1400",66122,66122,"2019-07-23 16:31:31",406.96455378,-24.25675189,"ecu3","July23"
"1401",66123,66123,"2019-07-23 16:31:32",406.96455378,-24.25675189,"ecu3","July23"
"1402",66124,66124,"2019-07-23 16:31:33",405.10407933,-24.25675189,"ecu3","July23"
"1403",66125,66125,"2019-07-23 16:31:34",405.10407933,-23.571959573,"ecu3","July23"
"1404",66126,66126,"2019-07-23 16:31:35",405.10407933,-23.571959573,"ecu3","July23"
"1405",66127,66127,"2019-07-23 16:31:36",405.10407933,-23.571959573,"ecu3","July23"
"1406",66128,66128,"2019-07-23 16:31:37",403.60018206,-23.571959573,"ecu3","July23"
"1407",66129,66129,"2019-07-23 16:31:37",403.60018206,-25.039706247,"ecu3","July23"
"1408",66130,66130,"2019-07-23 16:31:38",403.60018206,-25.039706247,"ecu3","July23"
"1409",66131,66131,"2019-07-23 16:31:40",403.60018206,-25.039706247,"ecu3","July23"
"1410",66132,66132,"2019-07-23 16:31:40",402.79180385,-25.039706247,"ecu3","July23"
"1411",66133,66133,"2019-07-23 16:31:41",402.79180385,-25.478449844,"ecu3","July23"
"1412",66134,66134,"2019-07-23 16:31:42",402.79180385,-25.478449844,"ecu3","July23"
"1413",66135,66135,"2019-07-23 16:31:43",402.79180385,-25.478449844,"ecu3","July23"
"1414",66136,66136,"2019-07-23 16:31:44",401.84208114,-25.478449844,"ecu3","July23"
