"","DateTime","DO_mg_L","Temp_C","Station"
"95",2019-07-10 12:11:17,6.71,9.6,"1"
"96",2019-07-10 12:26:17,6.69,10.1388888888889,"1"
"97",2019-07-10 12:41:17,6.65,10.7388888888889,"1"
"98",2019-07-10 12:56:17,6.62,11.1777777777778,"1"
"99",2019-07-10 13:11:17,6.62,11.5222222222222,"1"
"100",2019-07-10 13:26:17,6.58,11.9611111111111,"1"
"101",2019-07-10 13:41:17,6.52,12.1388888888889,"1"
"102",2019-07-10 13:56:17,6.5,12.3388888888889,"1"
"103",2019-07-10 14:11:17,6.47,12.5777777777778,"1"
"104",2019-07-10 14:26:17,6.45,12.8,"1"
"105",2019-07-10 14:41:17,6.38,12.8611111111111,"1"
"106",2019-07-10 14:56:17,6.36,12.7222222222222,"1"
"107",2019-07-10 15:11:17,6.32,12.4611111111111,"1"
"108",2019-07-10 15:26:17,6.3,12.2388888888889,"1"
"109",2019-07-10 15:41:17,6.29,12.0388888888889,"1"
"110",2019-07-10 15:56:17,6.29,11.9611111111111,"1"
"111",2019-07-10 16:11:17,6.26,11.9,"1"
"112",2019-07-10 16:26:17,6.24,11.7611111111111,"1"
"113",2019-07-10 16:41:17,6.18,11.5222222222222,"1"
"114",2019-07-10 16:56:17,6.15,11.2777777777778,"1"
"115",2019-07-10 17:11:17,6.11,11.0611111111111,"1"
"116",2019-07-10 17:26:17,6.06,10.8,"1"
"117",2019-07-10 17:41:17,6.03,10.5222222222222,"1"
"118",2019-07-10 17:56:17,5.95,10.2222222222222,"1"
"119",2019-07-10 18:11:17,5.85,9.96111111111111,"1"
"120",2019-07-10 18:26:17,5.72,9.7,"1"
"121",2019-07-10 18:41:17,5.6,9.46111111111111,"1"
"122",2019-07-10 18:56:17,5.48,9.23888888888889,"1"
"123",2019-07-10 19:11:17,5.38,9.02222222222222,"1"
"124",2019-07-10 19:26:17,5.3,8.82222222222222,"1"
"125",2019-07-10 19:41:17,5.23,8.6,"1"
"126",2019-07-10 19:56:17,5.17,8.4,"1"
"127",2019-07-10 20:11:17,5.1,8.2,"1"
"128",2019-07-10 20:26:17,5.05,7.97777777777778,"1"
"129",2019-07-10 20:41:17,5,7.82222222222222,"1"
"130",2019-07-10 20:56:17,4.96,7.62222222222222,"1"
"131",2019-07-10 21:11:17,4.92,7.4,"1"
"132",2019-07-10 21:26:17,4.87,7.22222222222222,"1"
"133",2019-07-10 21:41:17,4.84,7.02222222222222,"1"
"134",2019-07-10 21:56:17,4.81,6.87777777777778,"1"
"135",2019-07-10 22:11:17,4.78,6.72222222222222,"1"
"136",2019-07-10 22:26:17,4.75,6.57777777777778,"1"
"137",2019-07-10 22:41:17,4.72,6.43888888888889,"1"
"138",2019-07-10 22:56:17,4.7,6.27777777777778,"1"
"139",2019-07-10 23:11:17,4.68,6.16111111111111,"1"
"140",2019-07-10 23:26:17,4.66,6.06111111111111,"1"
"141",2019-07-10 23:41:17,4.63,5.96111111111111,"1"
"142",2019-07-10 23:56:17,4.61,5.86111111111111,"1"
"143",2019-07-11 00:11:17,4.6,5.72222222222222,"1"
"144",2019-07-11 00:26:17,4.58,5.62222222222222,"1"
"145",2019-07-11 00:41:17,4.56,5.53888888888889,"1"
"146",2019-07-11 00:56:17,4.54,5.47777777777778,"1"
"147",2019-07-11 01:11:17,4.52,5.43888888888889,"1"
"148",2019-07-11 01:26:17,4.5,5.4,"1"
"149",2019-07-11 01:41:17,4.48,5.33888888888889,"1"
"150",2019-07-11 01:56:17,4.47,5.27777777777778,"1"
"151",2019-07-11 02:11:17,4.46,5.2,"1"
"152",2019-07-11 02:26:17,4.45,5.13888888888889,"1"
"153",2019-07-11 02:41:17,4.43,5.1,"1"
"154",2019-07-11 02:56:17,4.43,5.02222222222222,"1"
"155",2019-07-11 03:11:17,4.43,4.93888888888889,"1"
"156",2019-07-11 03:26:17,4.43,4.87777777777778,"1"
"157",2019-07-11 03:41:17,4.44,4.73888888888889,"1"
"158",2019-07-11 03:56:17,4.44,4.63888888888889,"1"
"159",2019-07-11 04:11:17,4.43,4.6,"1"
"160",2019-07-11 04:26:17,4.43,4.57777777777778,"1"
"161",2019-07-11 04:41:17,4.42,4.56111111111111,"1"
"162",2019-07-11 04:56:17,4.42,4.52222222222222,"1"
"163",2019-07-11 05:11:17,4.42,4.5,"1"
"164",2019-07-11 05:26:17,4.42,4.47777777777778,"1"
"165",2019-07-11 05:41:17,4.42,4.4,"1"
"166",2019-07-11 05:56:17,4.42,4.33888888888889,"1"
"167",2019-07-11 06:11:17,4.42,4.27777777777778,"1"
"168",2019-07-11 06:26:17,4.43,4.23888888888889,"1"
"169",2019-07-11 06:41:17,4.46,4.17777777777778,"1"
"170",2019-07-11 06:56:17,4.51,4.1,"1"
"171",2019-07-11 07:11:17,4.57,4.06111111111111,"1"
"172",2019-07-11 07:26:17,4.62,4,"1"
"173",2019-07-11 07:41:17,4.7,4.03888888888889,"1"
"174",2019-07-11 07:56:17,4.82,4.2,"1"
"175",2019-07-11 08:11:17,4.94,4.5,"1"
"176",2019-07-11 08:26:17,5.05,4.86111111111111,"1"
"177",2019-07-11 08:41:17,5.16,5.3,"1"
"178",2019-07-11 08:56:17,5.27,5.76111111111111,"1"
"179",2019-07-11 09:11:17,5.36,6.22222222222222,"1"
"180",2019-07-11 09:26:17,5.46,6.5,"1"
"181",2019-07-11 09:41:17,5.54,6.76111111111111,"1"
"182",2019-07-11 09:56:17,5.64,6.97777777777778,"1"
"183",2019-07-11 10:11:17,5.74,7.43888888888889,"1"
"184",2019-07-11 10:26:17,5.81,8.12222222222222,"1"
"185",2019-07-11 10:41:17,5.88,8.76111111111111,"1"
"186",2019-07-11 10:56:17,5.94,9.43888888888889,"1"
"187",2019-07-11 11:11:17,6.02,10.0777777777778,"1"
"188",2019-07-11 11:21:32,6.83,11.2,"1"
"189",2019-07-11 11:36:32,6.02,11.3,"1"
"190",2019-07-11 11:51:32,6.05,11.6222222222222,"1"
"191",2019-07-11 12:06:32,6.09,12.1388888888889,"1"
"192",2019-07-11 12:21:32,6.08,12.7388888888889,"1"
"193",2019-07-11 12:36:32,6.05,13.1388888888889,"1"
"194",2019-07-11 12:51:32,6.06,13.6222222222222,"1"
"195",2019-07-11 13:06:32,6.03,14.1777777777778,"1"
"196",2019-07-11 13:21:32,5.98,14.8,"1"
"197",2019-07-11 13:36:32,5.94,15.2777777777778,"1"
"198",2019-07-11 13:51:32,5.88,15.5222222222222,"1"
"199",2019-07-11 14:06:32,5.78,15.5777777777778,"1"
"200",2019-07-11 14:21:32,5.72,15.5388888888889,"1"
"201",2019-07-11 14:36:32,5.68,15.2222222222222,"1"
"202",2019-07-11 14:51:32,5.63,14.8777777777778,"1"
"203",2019-07-11 15:06:32,5.52,14.5222222222222,"1"
"204",2019-07-11 15:21:32,5.49,14.1222222222222,"1"
"205",2019-07-11 15:36:32,5.43,13.7388888888889,"1"
"206",2019-07-11 15:51:32,5.47,13.5222222222222,"1"
"207",2019-07-11 16:06:32,5.41,13.3777777777778,"1"
"208",2019-07-11 16:21:32,5.4,13.1222222222222,"1"
"209",2019-07-11 16:36:32,5.36,12.9611111111111,"1"
"210",2019-07-11 16:51:32,5.35,12.8388888888889,"1"
"211",2019-07-11 17:06:32,5.35,12.8222222222222,"1"
"212",2019-07-11 17:21:32,5.31,12.6388888888889,"1"
"213",2019-07-11 17:36:32,5.18,12.4,"1"
"214",2019-07-11 17:51:32,5.07,12.1222222222222,"1"
"215",2019-07-11 18:06:32,4.95,11.8777777777778,"1"
"216",2019-07-11 18:21:32,4.82,11.6388888888889,"1"
"217",2019-07-11 18:36:32,4.68,11.3777777777778,"1"
"218",2019-07-11 18:51:32,4.57,11.1777777777778,"1"
"219",2019-07-11 19:06:32,4.46,11,"1"
"220",2019-07-11 19:21:32,4.36,10.8388888888889,"1"
"221",2019-07-11 19:36:32,4.26,10.7,"1"
"222",2019-07-11 19:51:32,4.18,10.6,"1"
"223",2019-07-11 20:06:32,4.1,10.4777777777778,"1"
"224",2019-07-11 20:21:32,4.03,10.3611111111111,"1"
"225",2019-07-11 20:36:32,3.97,10.2388888888889,"1"
"226",2019-07-11 20:51:32,3.9,10.1222222222222,"1"
"227",2019-07-11 21:06:32,3.85,10,"1"
"228",2019-07-11 21:21:32,3.79,9.9,"1"
"229",2019-07-11 21:36:32,3.75,9.8,"1"
"230",2019-07-11 21:51:32,3.7,9.7,"1"
"231",2019-07-11 22:06:32,3.66,9.62222222222222,"1"
"232",2019-07-11 22:21:32,3.62,9.52222222222222,"1"
"233",2019-07-11 22:36:32,3.59,9.42222222222222,"1"
"234",2019-07-11 22:51:32,3.55,9.36111111111111,"1"
"235",2019-07-11 23:06:32,3.53,9.27777777777778,"1"
"236",2019-07-11 23:21:32,3.51,9.22222222222222,"1"
"237",2019-07-11 23:36:32,3.48,9.16111111111111,"1"
"238",2019-07-11 23:51:32,3.47,9.07777777777778,"1"
"239",2019-07-12 00:06:32,3.45,9,"1"
"240",2019-07-12 00:21:32,3.43,8.93888888888889,"1"
"241",2019-07-12 00:36:32,3.41,8.87777777777778,"1"
"242",2019-07-12 00:51:32,3.39,8.82222222222222,"1"
"243",2019-07-12 01:06:32,3.37,8.77777777777778,"1"
"244",2019-07-12 01:21:32,3.35,8.7,"1"
"245",2019-07-12 01:36:32,3.33,8.63888888888889,"1"
"246",2019-07-12 01:51:32,3.31,8.57777777777778,"1"
"247",2019-07-12 02:06:32,3.29,8.53888888888889,"1"
"248",2019-07-12 02:21:32,3.27,8.47777777777778,"1"
"249",2019-07-12 02:36:32,3.26,8.42222222222222,"1"
"250",2019-07-12 02:51:32,3.24,8.36111111111111,"1"
"251",2019-07-12 03:06:32,3.23,8.32222222222222,"1"
"252",2019-07-12 03:21:32,3.22,8.27777777777778,"1"
"253",2019-07-12 03:36:32,3.2,8.23888888888889,"1"
"254",2019-07-12 03:51:32,3.2,8.2,"1"
"255",2019-07-12 04:06:32,3.19,8.16111111111111,"1"
"256",2019-07-12 04:21:32,3.18,8.1,"1"
"257",2019-07-12 04:36:32,3.18,8.03888888888889,"1"
"258",2019-07-12 04:51:32,3.19,7.97777777777778,"1"
"259",2019-07-12 05:06:32,3.21,7.9,"1"
"260",2019-07-12 05:21:32,3.21,7.83888888888889,"1"
"261",2019-07-12 05:36:32,3.23,7.76111111111111,"1"
"262",2019-07-12 05:51:32,3.22,7.72222222222222,"1"
"263",2019-07-12 06:06:32,3.23,7.66111111111111,"1"
"264",2019-07-12 06:21:32,3.24,7.6,"1"
"265",2019-07-12 06:36:32,3.27,7.56111111111111,"1"
"266",2019-07-12 06:51:32,3.33,7.52222222222222,"1"
"267",2019-07-12 07:06:32,3.42,7.52222222222222,"1"
"268",2019-07-12 07:21:32,3.51,7.52222222222222,"1"
"269",2019-07-12 07:36:32,3.59,7.53888888888889,"1"
"270",2019-07-12 07:51:32,3.7,7.56111111111111,"1"
"271",2019-07-12 08:06:32,3.86,7.66111111111111,"1"
"272",2019-07-12 08:21:32,4.02,7.77777777777778,"1"
"273",2019-07-12 08:36:32,4.17,7.87777777777778,"1"
"274",2019-07-12 08:51:32,4.31,7.97777777777778,"1"
"275",2019-07-12 09:06:32,4.45,8.1,"1"
"276",2019-07-12 09:21:32,4.59,8.2,"1"
"277",2019-07-12 09:36:32,4.75,8.36111111111111,"1"
"278",2019-07-12 09:51:32,4.87,8.52222222222222,"1"
"279",2019-07-12 10:06:32,5,8.73888888888889,"1"
"280",2019-07-12 10:21:32,5.12,9,"1"
"281",2019-07-12 10:36:32,5.26,9.36111111111111,"1"
"282",2019-07-12 10:51:32,5.34,9.77777777777778,"1"
"283",2019-07-12 11:06:32,5.39,10.1222222222222,"1"
"284",2019-07-12 11:21:32,5.5,10.3611111111111,"1"
"285",2019-07-12 13:00:00,5.68,12.5,"1"
"286",2019-07-12 13:01:00,5.69,12.5,"1"
"287",2019-07-12 13:02:00,5.7,12.5,"1"
"288",2019-07-12 13:03:00,5.71,12.5,"1"
"289",2019-07-12 13:04:00,5.71,12.5,"1"
"290",2019-07-12 13:05:00,5.71,12.52,"1"
"291",2019-07-12 13:06:00,5.7,12.52,"1"
"292",2019-07-12 13:07:00,5.69,12.52,"1"
"293",2019-07-12 13:08:00,5.7,12.52,"1"
"294",2019-07-12 13:09:00,5.71,12.54,"1"
"295",2019-07-12 13:10:00,5.71,12.54,"1"
"296",2019-07-12 13:11:00,5.71,12.54,"1"
"297",2019-07-12 13:12:00,5.72,12.54,"1"
"298",2019-07-12 13:13:00,5.67,12.56,"1"
"299",2019-07-12 13:14:00,5.68,12.56,"1"
"300",2019-07-12 13:15:00,5.7,12.56,"1"
"301",2019-07-12 13:16:00,5.71,12.58,"1"
"302",2019-07-12 13:17:00,5.73,12.58,"1"
"303",2019-07-12 13:18:00,5.73,12.6,"1"
"304",2019-07-12 13:19:00,5.72,12.6,"1"
"305",2019-07-12 13:20:00,5.71,12.6,"1"
"306",2019-07-12 13:21:00,5.7,12.6,"1"
"307",2019-07-12 13:22:00,5.7,12.6,"1"
"308",2019-07-12 13:23:00,5.7,12.6,"1"
"309",2019-07-12 13:24:00,5.7,12.6,"1"
"310",2019-07-12 13:25:00,5.71,12.6,"1"
"311",2019-07-12 13:26:00,5.7,12.6,"1"
"312",2019-07-12 13:27:00,5.67,12.6,"1"
"313",2019-07-12 13:28:00,5.68,12.6,"1"
"314",2019-07-12 13:29:00,5.68,12.6,"1"
"315",2019-07-12 13:30:00,5.68,12.58,"1"
"316",2019-07-12 13:31:00,5.69,12.58,"1"
"317",2019-07-12 13:32:00,5.72,12.58,"1"
"318",2019-07-12 13:33:00,5.73,12.6,"1"
"319",2019-07-12 13:34:00,5.74,12.6,"1"
"320",2019-07-12 13:35:00,5.74,12.62,"1"
"321",2019-07-12 13:36:00,5.75,12.64,"1"
"322",2019-07-12 13:37:00,5.76,12.68,"1"
"323",2019-07-12 13:38:00,5.76,12.7,"1"
"324",2019-07-12 13:39:00,5.76,12.72,"1"
"325",2019-07-12 13:40:00,5.76,12.74,"1"
"326",2019-07-12 13:41:00,5.76,12.76,"1"
"327",2019-07-12 13:42:00,5.76,12.78,"1"
"328",2019-07-12 13:43:00,5.75,12.8,"1"
"329",2019-07-12 13:44:00,5.73,12.82,"1"
"330",2019-07-12 13:45:00,5.72,12.82,"1"
"331",2019-07-12 13:46:00,5.74,12.84,"1"
"332",2019-07-12 13:47:00,5.74,12.84,"1"
"333",2019-07-12 13:48:00,5.78,12.86,"1"
"334",2019-07-12 13:49:00,5.8,12.88,"1"
"335",2019-07-12 13:50:00,5.79,12.92,"1"
"336",2019-07-12 13:51:00,5.77,12.94,"1"
"337",2019-07-12 13:52:00,5.78,12.96,"1"
"338",2019-07-12 13:53:00,5.78,12.98,"1"
"339",2019-07-12 13:54:00,5.78,13,"1"
"340",2019-07-12 13:55:00,5.77,13.02,"1"
"341",2019-07-12 13:56:00,5.77,13.04,"1"
"342",2019-07-12 13:57:00,5.77,13.06,"1"
"343",2019-07-12 13:58:00,5.76,13.06,"1"
"344",2019-07-12 13:59:00,5.77,13.08,"1"
"345",2019-07-12 14:00:00,5.77,13.08,"1"
"346",2019-07-12 14:01:00,5.72,13.1,"1"
"347",2019-07-12 14:02:00,5.74,13.12,"1"
"348",2019-07-12 14:03:00,5.79,13.12,"1"
"349",2019-07-12 14:04:00,5.79,13.14,"1"
"350",2019-07-12 14:05:00,5.78,13.16,"1"
"351",2019-07-12 14:06:00,5.78,13.18,"1"
"352",2019-07-12 14:07:00,5.77,13.18,"1"
"353",2019-07-12 14:08:00,5.77,13.2,"1"
"354",2019-07-12 14:09:00,5.76,13.2,"1"
"355",2019-07-12 14:10:00,5.76,13.2,"1"
"356",2019-07-12 14:11:00,5.75,13.2,"1"
"357",2019-07-12 14:12:00,5.74,13.2,"1"
"358",2019-07-12 14:13:00,5.73,13.2,"1"
"359",2019-07-12 14:14:00,5.69,13.2,"1"
"360",2019-07-12 14:15:00,5.7,13.18,"1"
"361",2019-07-12 14:16:00,5.72,13.18,"1"
"362",2019-07-12 14:17:00,5.74,13.18,"1"
"363",2019-07-12 14:18:00,5.75,13.18,"1"
"364",2019-07-12 14:19:00,5.73,13.18,"1"
"365",2019-07-12 14:20:00,5.73,13.18,"1"
"366",2019-07-12 14:21:00,5.74,13.18,"1"
"367",2019-07-12 14:22:00,5.74,13.2,"1"
"368",2019-07-12 14:23:00,5.75,13.2,"1"
"369",2019-07-12 14:24:00,5.74,13.22,"1"
"370",2019-07-12 14:25:00,5.74,13.24,"1"
"371",2019-07-12 14:26:00,5.73,13.24,"1"
"372",2019-07-12 14:27:00,5.72,13.24,"1"
"373",2019-07-12 14:28:00,5.72,13.26,"1"
"374",2019-07-12 14:29:00,5.69,13.26,"1"
"375",2019-07-12 14:30:00,5.69,13.24,"1"
"376",2019-07-12 14:31:00,5.71,13.24,"1"
"377",2019-07-12 14:32:00,5.74,13.24,"1"
"378",2019-07-12 14:33:00,5.74,13.24,"1"
"379",2019-07-12 14:34:00,5.74,13.26,"1"
"380",2019-07-12 14:35:00,5.74,13.26,"1"
"381",2019-07-12 14:36:00,5.73,13.26,"1"
"382",2019-07-12 14:37:00,5.73,13.26,"1"
"383",2019-07-12 14:38:00,5.74,13.26,"1"
"384",2019-07-12 14:39:00,5.74,13.28,"1"
"385",2019-07-12 14:40:00,5.74,13.28,"1"
"386",2019-07-12 14:41:00,5.75,13.28,"1"
"387",2019-07-12 14:42:00,5.75,13.3,"1"
"388",2019-07-12 14:43:00,5.76,13.32,"1"
"389",2019-07-12 14:44:00,5.75,13.34,"1"
"390",2019-07-12 14:45:00,5.76,13.36,"1"
"391",2019-07-12 14:46:00,5.76,13.38,"1"
"392",2019-07-12 14:47:00,5.73,13.38,"1"
"393",2019-07-12 14:48:00,5.71,13.4,"1"
"394",2019-07-12 14:49:00,5.73,13.4,"1"
"395",2019-07-12 14:50:00,5.77,13.42,"1"
"396",2019-07-12 14:51:00,5.8,13.46,"1"
"397",2019-07-12 14:52:00,5.78,13.48,"1"
"398",2019-07-12 14:53:00,5.77,13.52,"1"
"399",2019-07-12 14:54:00,5.77,13.54,"1"
"400",2019-07-12 14:55:00,5.77,13.58,"1"
"401",2019-07-12 14:56:00,5.77,13.6,"1"
"402",2019-07-12 14:57:00,5.76,13.64,"1"
"403",2019-07-12 14:58:00,5.74,13.66,"1"
"404",2019-07-12 14:59:00,5.74,13.68,"1"
"405",2019-07-12 15:00:00,5.73,13.7,"1"
"406",2019-07-12 15:01:00,5.75,13.72,"1"
"407",2019-07-12 15:02:00,5.75,13.74,"1"
"408",2019-07-12 15:03:00,5.75,13.76,"1"
"409",2019-07-12 15:04:00,5.75,13.78,"1"
"410",2019-07-12 15:05:00,5.74,13.8,"1"
"411",2019-07-12 15:06:00,5.73,13.82,"1"
"412",2019-07-12 15:07:00,5.71,13.82,"1"
"413",2019-07-12 15:08:00,5.7,13.82,"1"
"414",2019-07-12 15:09:00,5.69,13.82,"1"
"415",2019-07-12 15:10:00,5.68,13.8,"1"
"416",2019-07-12 15:11:00,5.67,13.8,"1"
"417",2019-07-12 15:12:00,5.66,13.78,"1"
"418",2019-07-12 15:13:00,5.65,13.78,"1"
"419",2019-07-12 15:14:00,5.63,13.76,"1"
"420",2019-07-12 15:15:00,5.61,13.76,"1"
"421",2019-07-12 15:16:00,5.63,13.74,"1"
"422",2019-07-12 15:17:00,5.65,13.74,"1"
"423",2019-07-12 15:18:00,5.67,13.74,"1"
"424",2019-07-12 15:19:00,5.66,13.72,"1"
"425",2019-07-12 15:20:00,5.65,13.72,"1"
"426",2019-07-12 15:21:00,5.65,13.72,"1"
"427",2019-07-12 15:22:00,5.66,13.72,"1"
"428",2019-07-12 15:23:00,5.66,13.72,"1"
"429",2019-07-12 15:24:00,5.66,13.74,"1"
"430",2019-07-12 15:25:00,5.66,13.74,"1"
"431",2019-07-12 15:26:00,5.66,13.74,"1"
"432",2019-07-12 15:27:00,5.65,13.76,"1"
"433",2019-07-12 15:28:00,5.65,13.76,"1"
"434",2019-07-12 15:29:00,5.62,13.76,"1"
"435",2019-07-12 15:30:00,5.62,13.76,"1"
"436",2019-07-12 15:31:00,5.63,13.76,"1"
"437",2019-07-12 15:32:00,5.64,13.78,"1"
"438",2019-07-12 15:33:00,5.64,13.78,"1"
"439",2019-07-12 15:34:00,5.63,13.78,"1"
"440",2019-07-12 15:35:00,5.62,13.78,"1"
"441",2019-07-12 15:36:00,5.61,13.76,"1"
"442",2019-07-12 15:37:00,5.6,13.76,"1"
"443",2019-07-12 15:38:00,5.59,13.74,"1"
"444",2019-07-12 15:39:00,5.59,13.74,"1"
"445",2019-07-12 15:40:00,5.59,13.72,"1"
"446",2019-07-12 15:41:00,5.59,13.72,"1"
"447",2019-07-12 15:42:00,5.59,13.7,"1"
"448",2019-07-12 15:43:00,5.58,13.7,"1"
"449",2019-07-12 15:44:00,5.56,13.7,"1"
"450",2019-07-12 15:45:00,5.54,13.68,"1"
"451",2019-07-12 15:46:00,5.56,13.66,"1"
"452",2019-07-12 15:47:00,5.57,13.64,"1"
"453",2019-07-12 15:48:00,5.57,13.64,"1"
"454",2019-07-12 15:49:00,5.57,13.62,"1"
"455",2019-07-12 15:50:00,5.56,13.62,"1"
"456",2019-07-12 15:51:00,5.56,13.6,"1"
"457",2019-07-12 15:52:00,5.56,13.6,"1"
"458",2019-07-12 15:53:00,5.56,13.58,"1"
"459",2019-07-12 15:54:00,5.53,13.58,"1"
"460",2019-07-12 15:55:00,5.53,13.56,"1"
"461",2019-07-12 15:56:00,5.52,13.56,"1"
"462",2019-07-12 15:57:00,5.52,13.54,"1"
"463",2019-07-12 15:58:00,5.52,13.54,"1"
"464",2019-07-12 15:59:00,5.5,13.52,"1"
"465",2019-07-12 16:00:00,5.45,13.5,"1"
"466",2019-07-12 16:01:00,5.49,13.5,"1"
"467",2019-07-12 16:02:00,5.53,13.48,"1"
